word,hiragana,katakana,NETFLIX_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
皇太后,こうたいごう,コウタイゴウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
短気,たんき,タンキ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,3,1,2,1,2,2,3,3,2,2,2,2,2,2,2,2,3,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,2,4,2,2,1,2,2,2,2,1,1
観測,かんそく,カンソク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,3,3,2,3,3,3,2,4,3,2,2,4,3,3,3,4,2,2,3,3,3,1,2,3,2,2,2,3,3,2,2,3,1,5,5,3,5,4,3,4,4,4,3,3,4,3,3,3,4,3,3
計る,はかる,ハカル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,3,1,1,3,2,2,2,3,1,1,2,3,1,3,2,3,1,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,3
途絶える,とだえる,トダエル,2,2,2,2,3,4,3,3,3,2,2,3,3,2,2,1,2,1,3,2,2,2,2,3,3,2,3,2,3,3,3,2,3,1,1,1,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,3,4,3,1,3,2,2,2
阻む,はばむ,ハバム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,2,2,3,3,2,4,2,2,4,4,2,3,1,1,1,2,1,3,3,3,1,2,3,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,4,3,3,1,3,2,1,2
アッシュ,アッシュ,アッシュ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,3,3,2,1,2,2,2
いななく,いななく,イナナク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
ウォッカ,ウォッカ,ウォッカ,2,3,3,2,3,4,3,3,3,3,2,2,2,3,3,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
たしか,たしか,タシカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,5,5,5,5,2,3,5,4,5,5,5,4,4,3,4,3,3,3,5,1,5,3,4,5,3,4,4,3,4,3,5,4,2,3,4,5,4,5,5,4,4,5,5,5,4,5,4,5,3,5,3,3,4
ミーティング,ミーティング,ミーティング,2,3,3,3,4,4,3,3,3,4,2,2,4,4,2,2,2,1,2,3,3,2,2,3,1,2,1,1,2,2,2,3,2,3,3,3,2,1,2,2,2,1,3,2,2,2,3,2,2,2,1,3,4,3,2,3,3,4,2,3,3,3,3,2,1,2,3,2,2,2,3
口紅,くちべに,クチベニ,2,3,3,2,3,4,3,3,3,4,2,2,2,2,3,1,2,2,2,2,2,3,2,3,3,3,2,1,3,2,2,1,2,2,3,1,4,1,2,1,2,1,3,2,2,2,2,2,1,1,1,2,1,5,2,3,5,4,3,4,4,4,2,2,3,2,2,2,1,1,2
室内,しつない,シツナイ,2,2,2,3,3,4,3,3,3,3,3,2,3,2,3,3,2,4,4,4,4,3,2,3,3,4,2,2,4,2,2,2,4,2,2,3,3,1,4,2,2,4,3,3,3,3,3,4,3,4,4,2,1,3,4,3,3,3,3,3,3,4,4,4,1,4,3,4,3,3,4
工作員,こうさくいん,コウサクイン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
用いる,もちいる,モチイル,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,3,1,5,5,4,2,2,3,3,4,3,2,4,3,3,3,3,1,1,3,3,1,4,3,3,1,3,3,3,3,5,4,4,3,4,3,2,5,5,4,4,5,4,4,4,4,4,4,4,4,3,4,5,4,4
留まる,とまる,トマル,2,3,2,3,4,4,3,4,3,2,3,3,3,3,2,2,2,1,4,4,3,3,2,3,3,3,3,2,1,3,3,3,4,1,1,2,3,1,4,2,2,4,2,3,3,2,2,4,3,3,4,3,4,4,4,3,5,4,4,3,3,3,3,3,3,4,2,4,4,3,3
詠,えい,エイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,2,2,2,2,2,4,2,2,3,4,2,1,1,2,1,2,1,2,5,1,4,4,4,4,1,3,4,4,4,4,1,2,3,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3
かじる,かじる,カジル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,2,2,3,3,3,3,2,3,3,3,2,3,1,1,1,1,1,3,2,3,1,3,3,3,3,2,3,3,3,3,3,4,3,2,3,3,3,2,4,3,3,3,3,3,2,1,3,2,2,3
ケダモノ,ケダモノ,ケダモノ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,2,2,2,3,2,2,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ゴージャス,ゴージャス,ゴージャス,2,3,4,2,3,4,3,3,3,2,3,4,3,3,3,1,2,1,2,2,2,2,2,3,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,2,2
ビクター,ビクター,ビクター,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,4,4,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,1
ワイヤー,ワイヤー,ワイヤー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,3,1,2,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,3,3
切絵,きりえ,キリエ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
危うい,あやうい,アヤウイ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,2,1,3,3,2,2,2,3,3,3,3,3,1,3,3,3,3,1,1,2,3,1,2,3,3,1,3,4,3,3,3,4,3,4,4,3,3,2,2,2,2,2,3,2,2,2,3,4,1,3,2,4,2,2,2
同棲,どうせい,ドウセイ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,1,2,2,2,1,3,2,2,3,2,2,1,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2
孝太郎,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2
後回し,あとまわし,アトマワシ,2,2,1,3,3,4,3,3,3,3,2,2,3,2,3,1,2,1,2,2,3,2,2,3,3,1,3,2,2,3,3,2,3,2,2,2,3,1,2,3,3,4,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,3,1,2,2
拡散,かくさん,カクサン,2,2,2,2,3,4,3,3,3,3,2,2,3,3,2,3,2,1,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,3,1,2,2,3,3,3,3,2,3,3,3,3,2,3,2,1,3,4,2,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3
日焼け,ひやけ,ヒヤケ,2,3,4,2,3,4,3,3,4,4,4,2,2,4,3,1,2,1,2,3,4,2,2,3,3,2,2,3,3,2,2,3,2,3,3,2,2,1,2,2,2,1,2,2,2,2,1,3,2,2,2,2,1,3,2,3,3,3,4,3,3,3,3,2,1,2,3,3,1,1,3
普,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1
父母,ふぼ,フボ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,4,3,3,2,1,1,2,2,3,1,1,3,1,1,1,2,1,1,2,2,3,3,1,1,4,2,2,2,2,3,2,1,1,2,1,1,2,2,2,2,2,3,2,2,2,3,2,1,2,2,2,3,1,2
片思い,かたおもい,カタオモイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,3,2,3,3,1,2,3,2,2,2,3,2,2,2,1,3,1,1,2,2,1,3,2,2,3,2,2,1,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2
首席,しゅせき,シュセキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,2,3,3,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,3,2,1
かき,かき,カキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,3,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,3,2,2,4,2,2,1,2,2,3,2,2,2,2,2,1,2,1,3,3,4,3,3,3,4,3,3,2,2,3,2,3,2,2,3,2
こらえる,こらえる,コラエル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,3,2,3,3,3,3,2,4,3,3,3,3,1,1,1,4,1,4,3,3,1,3,3,3,3,2,3,3,3,2,3,4,2,2,2,2,2,2,2,2,2,3,4,1,3,1,4,1,2,2
バギー,バギー,バギー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,4,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,2
ぼんやり,ぼんやり,ボンヤリ,2,2,1,2,4,4,3,3,3,2,2,2,3,2,2,1,2,1,4,3,3,2,2,3,3,4,3,3,4,3,3,3,4,2,2,3,4,1,4,3,3,3,3,4,3,3,3,4,4,4,4,3,5,2,3,2,2,2,3,2,2,2,2,4,1,4,2,4,1,3,2
ルシアン,ルシアン,ルシアン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
ロッテ,ロッテ,ロッテ,2,4,4,2,3,4,3,3,3,4,4,2,2,4,3,3,1,1,2,3,1,3,2,1,1,2,1,1,1,1,1,3,1,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,2,2,2,2,2,2,3,1,1,3,2,1,3,1,2
仕事場,しごとば,シゴトバ,2,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,2,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,2,1,1,2,2,1,3,2,2,3,3,2,3,3,3,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2
前科,ぜんか,ゼンカ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,1,1,2,1,2,1,3,2,2,3,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1
半数,はんすう,ハンスウ,2,3,2,3,4,4,3,3,3,3,3,2,4,4,3,3,2,2,3,3,3,1,2,3,3,2,2,2,3,2,3,2,2,3,3,3,2,1,2,2,2,1,2,2,2,2,3,3,2,2,2,3,1,3,4,2,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2
大失敗,だいしっぱい,ダイシッパイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
覆す,くつがえす,クツガエス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,2,2,3,3,2,2,2,2,2,3,2,3,1,1,2,2,1,2,3,3,3,3,3,2,2,3,3,3,3,4,3,3,2,2,3,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2
赤司,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
防止,ぼうし,ボウシ,2,3,3,3,3,4,3,3,3,3,3,2,3,2,3,4,2,2,4,4,4,2,2,3,3,2,1,2,3,1,1,2,2,2,3,4,2,1,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,3,3,4,3,3,3,3,3,3,4,3,4,3,4,2,4,4,4
鮮やか,あざやか,アザヤカ,2,2,2,2,3,4,3,3,3,2,2,3,3,2,2,2,2,1,4,3,3,2,2,3,3,3,2,2,4,2,2,3,3,2,2,3,3,1,4,3,3,4,3,3,2,2,3,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,2,4,2,3,3
アンバー,アンバー,アンバー,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1
いっか,いっか,イッカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,3,3,2,4,4,4,3,2,4,3,3,2,3,3,3,2,2,1,4,3,2,3,2,2,3,2,3,3,3,2,2,3,1,3,2,4,3,3,3,3,3,3,3,3,1,4,2,3,4,2,3
その中,そのなか,ソノナカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,2,3,3,2,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
ただ今,ただいま,タダイマ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,2,4,1,2,1,1,4,4,4,5,2,4,4,2,2,2,4,5,4,4,4,3,3,4,2,2,3,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,3,4
チラシ,チラシ,チラシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,3,1,2,1,1,2,2,2,3,3,2,2,3,1,1,1,2,3,1,3,3,3,3,3,2,2,2,1,3,4,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,3,3
つかれる,つかれる,ツカレル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,5,2,2,5,3,4,5,5,4,4,2,3,1,1,3,3,1,4,2,2,5,2,2,3,2,2,2,3,2,2,2,1,4,3,4,4,4,4,5,5,4,4,5,4,2,3,5,2,3,4
リレー,リレー,リレー,2,3,3,3,3,4,3,4,3,3,3,3,4,4,3,3,2,1,2,3,2,2,2,3,1,1,1,1,2,1,1,4,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,4,3,2,2,3,2,2,2,2,2,2,3,2,1,2,3,2,3,2,3
ロブスター,ロブスター,ロブスター,2,3,3,2,3,4,3,3,3,3,2,3,2,2,3,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
代行,だいこう,ダイコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,4,2,2,3,3,2,4,1,2,4,4,1,2,2,2,3,2,1,2,2,2,1,3,2,2,3,3,2,2,2,2,2,1,2,2,2,2,4,3,2,2,2,3,3,3,3,3,3,3,3,3
初代,しょだい,ショダイ,2,3,3,3,3,4,4,4,3,3,2,3,3,3,3,5,3,2,2,3,3,3,2,3,3,3,4,2,3,4,4,2,2,2,2,3,2,5,2,3,3,1,3,2,3,3,3,2,3,2,3,3,1,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,5,3,3
制覇,せいは,セイハ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,2,1,1,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,4,2,3,3,3,2,2
吉村,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2
爆薬,ばくやく,バクヤク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,3,3,2,2,1,2,2,2,1,1,3,3,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1
絡み,がらみ,ガラミ,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,3,3,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,2,1,3,2,2,2,2,2,2,3,2,1,4,3,3,3,3,4,2,3,3,3,3,3,1,2,3,3,1,2,2
航行,こうこう,コウコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,1,2,3,3,3,2,1,3,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,2,2
調査中,ちょうさちゅう,チョウサチュウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
退去,たいきょ,タイキョ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,3,2,2,1,2,2,2,1,2,3,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,1,2
おぉ,おぉ,オォ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,3,1,1,1,1,1,5,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,4,5
シチュー,シチュー,シチュー,2,2,3,2,3,4,3,3,3,2,3,3,2,2,3,1,2,1,2,2,2,2,2,3,1,2,1,1,2,3,3,3,2,3,3,2,2,1,2,2,2,1,2,2,2,2,1,2,3,2,2,3,4,2,1,2,2,2,2,2,2,2,2,3,1,2,2,3,1,2,3
ずれる,ずれる,ズレル,2,4,4,5,5,4,3,5,4,4,4,5,5,5,4,1,3,1,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,1,3,1,4,2,4,4
っぷり,っぷり,ップリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,2,3,1,2,1,1,1,3,3,3,3,2,2,3,1,1,2,3,3,1,3,3,3,3,1,3,3,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2
噴射,ふんしゃ,フンシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2
堕落,だらく,ダラク,2,2,1,3,3,4,4,3,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,3,3,2,2,3,2,3,2,2,3,3,2,4,1,3,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2
撤収,てっしゅう,テッシュウ,2,3,2,3,4,4,3,5,3,3,3,2,3,4,3,2,2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,2,3,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,3,2,3,2
最重要,さいじゅうよう,サイジュウヨウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
逆らえる,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,2,1,1,1,3,3,3,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1
酢,す,ス,2,4,4,4,3,4,4,3,3,4,4,4,4,3,4,2,3,3,4,4,3,2,2,3,3,2,3,3,2,3,3,3,2,2,2,3,2,2,2,5,2,1,2,2,2,2,2,3,5,4,3,2,1,3,2,4,3,3,3,3,3,3,3,2,4,2,3,2,2,3,3
アンダー,アンダー,アンダー,2,4,4,2,3,4,3,3,3,3,4,3,4,4,3,3,2,1,1,2,2,1,2,2,1,2,1,1,2,3,3,2,1,3,3,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,3,3,3,3,3,2,3,3,3,3,2,1,2,3,2,3,2,2
ウシ,ウシ,ウシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,3,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
うつる,うつる,ウツル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,4,2,2,2,2,4,3,4,4,3,3,3,3,2,1,1,3,4,1,3,4,3,4,3,2,3,3,3,2,3,2,2,3,4,3,4,4,3,3,3,3,3,3,3,4,1,2,2,4,3,2,3
けた,けた,ケタ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,3,3,3,2,3,3,2,3,2,4,3,3,2,2,3,3,2,2,1,3,4,2,1,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,3,2,2
さばく,さばく,サバク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,4,2,3,2,3,3,3,2,2,4,4,3,2,2,3,2,3,1,3,2,2,3,3,2,2,2,3,3,4,3,2,4,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2
スタンバイ,スタンバイ,スタンバイ,2,2,2,3,3,4,3,3,3,2,3,3,3,2,2,1,3,1,1,2,2,2,2,3,1,1,1,1,1,2,2,2,2,3,3,2,2,1,1,3,3,1,3,2,2,3,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2
プラット,プラット,プラット,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1
上院議員,じょういんぎいん,ジョウインギイン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
効率,こうりつ,コウリツ,2,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,3,1,4,4,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,1,2,3,3,3,3,3,3,2,4,3,4,3,4,3,1,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
