word,YOUTUBE_FREQ_V3_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
一体化,10112,-1,-1,-1,-1,-1,13221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12950,-1,-1,15886,-1,-1,-1,-1,-1,-1,-1,-1,19217,5152
健康的,10114,-1,-1,-1,-1,24047,4153,-1,11298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11657,-1,-1,8863,-1,-1,21374,-1,-1,-1,-1,11094,-1,-1,-1,-1,17321
ペッパー,10116,10047,-1,22852,-1,-1,8683,-1,13190,10044,-1,-1,-1,-1,-1,-1,10417,9766,-1,-1,6024,7942,-1,20989,-1,-1,20389,-1,-1,-1,13663,-1,-1,-1,-1,24562
学部,10117,6059,5973,-1,18977,17858,6791,18531,15951,11969,-1,12273,18986,-1,16712,19159,-1,-1,16053,-1,17349,18869,15152,3704,20503,-1,-1,17944,8671,-1,16474,-1,21206,21860,1232,24897
果てる,10118,20704,-1,8545,-1,10378,8872,6043,8325,5113,1016,5243,4135,4553,6695,1422,4553,4259,6441,2769,-1,-1,894,-1,1952,11930,8304,7254,8498,3227,8662,4069,2953,1877,19334,9039
エッチ,10119,13446,-1,6424,-1,9254,2816,1548,4653,4102,-1,-1,18297,-1,-1,12795,6732,6296,2360,647,10565,9921,-1,-1,2866,6395,856,12143,-1,8345,4884,-1,3743,392,17231,8972
削れる,10120,6059,-1,21294,-1,-1,-1,-1,-1,-1,8430,-1,-1,18187,-1,-1,18187,17050,-1,18251,-1,-1,13013,-1,-1,21038,-1,-1,-1,8245,-1,-1,-1,12915,-1,13726
ビン,10121,6881,6806,13210,-1,20631,21510,-1,3916,3749,-1,-1,7513,-1,-1,10265,10112,9482,10803,14562,5378,4305,-1,1234,-1,17747,9186,6453,15546,-1,4101,-1,11441,-1,9252,13053
ボールペン,10122,-1,-1,15723,-1,-1,12805,14798,-1,-1,-1,-1,12922,-1,-1,-1,-1,-1,-1,18506,-1,-1,15343,-1,13520,-1,4729,-1,-1,-1,-1,-1,-1,-1,-1,6858
予想外,10123,-1,-1,9593,11032,18446,7343,11936,4325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3416,-1,-1,3922,-1,10339,6386,-1,17469,18729,-1,4519,5310,-1,-1,-1,15975
強行,10124,11455,11762,13038,14834,20929,13080,12575,19223,13019,-1,13357,13220,10767,-1,9967,10767,10100,-1,21444,-1,21133,-1,-1,18365,15786,-1,16795,18947,7674,19543,-1,12759,9261,12305,-1
ううっ,10125,-1,-1,-1,-1,-1,-1,-1,-1,825,-1,-1,-1,-1,-1,-1,384,355,732,-1,18060,19060,-1,-1,-1,-1,-1,-1,-1,-1,-1,2536,6834,-1,-1,-1
ほな,10126,5383,-1,2655,-1,-1,-1,2443,5120,4775,-1,4898,16191,10358,9087,14837,10358,9709,8741,17113,-1,-1,-1,-1,17639,8031,-1,-1,19867,-1,5385,-1,22178,-1,-1,-1
うんっ,10127,-1,-1,-1,-1,-1,-1,-1,-1,9484,-1,-1,-1,-1,-1,-1,2919,2720,2129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15241,-1,-1,-1
バスケ,10128,4252,19221,10058,-1,-1,12604,6120,3112,2747,-1,-1,-1,-1,-1,-1,2519,2340,4862,9287,15880,8129,-1,-1,-1,12573,3260,-1,-1,-1,3283,-1,12532,9618,12307,9213
概ね,10129,-1,5245,24965,-1,8350,6088,-1,-1,-1,-1,-1,13896,19329,12730,9191,19329,18114,12242,12241,-1,-1,17171,15257,-1,16166,3195,-1,10536,5642,-1,4272,17152,5940,6805,18310
審査員,10130,-1,-1,9866,23975,-1,8530,9493,2786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17139,-1,-1,-1,9268,-1,12248,-1,-1,-1,-1,2933,-1,-1,-1,-1,13796
ヘンリー,10131,-1,2443,-1,-1,24018,15209,15588,2976,5794,-1,-1,8825,-1,-1,15109,24027,22525,-1,-1,1006,1241,23059,273,7606,-1,4495,14766,16855,23035,3131,-1,8953,-1,4328,11056
あはははははは,10132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
チヌ,10133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
気象,10134,8120,2923,24004,5134,8409,6746,-1,20488,9822,-1,10075,10733,12138,9122,7127,12138,11385,8776,24704,12086,12507,-1,12949,13731,-1,-1,5462,4784,20044,21066,-1,9499,15540,3571,18360
ごま油,10135,-1,-1,-1,-1,-1,-1,24697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20553
軍勢,10136,-1,5981,8776,9383,17710,23090,10779,20441,17271,-1,17733,5796,6113,-1,7506,6113,5716,-1,9317,11254,11978,-1,-1,6025,11835,-1,5921,6295,3191,21010,8647,3454,9171,8839,22855
モンスト,10137,16266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
御子,10138,-1,24136,20951,6585,-1,17679,18638,6605,9917,-1,14285,11127,8689,-1,13522,-1,-1,8020,10381,-1,-1,-1,-1,12246,19180,11462,7533,9999,6184,6869,-1,12112,22904,22606,22463
ヨシュア,10139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
部会,10140,20704,10051,-1,-1,11812,9193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11717,-1,17579,-1,-1,-1,-1,9014,19083,-1,9443,17735
服部,10141,-1,8625,4427,12563,-1,-1,4679,4661,-1,-1,-1,5237,-1,-1,13882,2789,2597,-1,20690,-1,-1,-1,8677,5572,24717,-1,12411,7402,-1,4867,-1,8987,-1,5281,23749
レジサポ,10142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
コントラスト,10143,-1,24604,-1,-1,22954,11596,-1,-1,21296,-1,-1,-1,-1,-1,22691,-1,-1,8215,19393,-1,-1,20002,-1,-1,-1,5197,-1,-1,19695,-1,-1,24771,14649,-1,8796
セリア,10144,-1,-1,-1,-1,-1,19822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12652,13463,-1,-1,-1,-1,10902,-1,-1,-1,-1,-1,11975,-1,-1,-1
登山,10145,6059,3576,20790,6526,8424,4414,15289,14685,9279,-1,9519,7146,-1,7183,7901,-1,-1,6912,-1,11697,17848,-1,4046,11954,-1,-1,4593,4457,14729,14339,-1,7775,15265,4002,11965
ビリビリ,10146,-1,-1,13427,-1,-1,-1,-1,21985,17522,-1,-1,-1,-1,-1,-1,10489,9835,15490,8057,-1,-1,1707,-1,-1,13436,2487,-1,-1,-1,22651,-1,18042,-1,-1,22389
ばっちり,10148,3599,-1,5340,-1,16816,7801,4984,13985,12593,4665,3858,-1,6830,3081,13950,6830,6388,6610,5905,16649,18607,3569,-1,20547,5848,1500,-1,-1,4705,14460,7729,14751,2764,-1,16175
事業主,10149,-1,-1,-1,-1,15657,6978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20162,-1,-1,-1,-1,-1,-1,-1
オーストリア,10150,11455,1590,-1,-1,13061,10183,-1,12640,-1,-1,-1,12138,-1,-1,11797,-1,-1,-1,-1,5593,6632,-1,414,12598,-1,9884,3846,4478,-1,13163,9897,17067,-1,2266,12944
解雇,10151,-1,4371,9841,15648,12765,6544,6211,4359,3822,-1,3923,21677,20432,-1,16372,20432,19150,-1,21706,3323,3587,14078,-1,24015,22142,-1,12121,10919,14222,4454,-1,17446,18020,6081,20959
フォーメーション,10152,-1,23822,6643,-1,-1,-1,-1,18821,16211,-1,-1,-1,-1,-1,-1,7911,7396,15752,21784,17613,18903,-1,-1,-1,11669,5313,-1,-1,18145,19391,-1,-1,18903,-1,-1
おしっこ,10153,2883,-1,-1,-1,15333,11577,8350,-1,7389,-1,7164,24831,8858,7611,14631,8858,8296,7323,-1,8202,8040,433,-1,20256,10574,2521,-1,-1,18355,-1,-1,14844,2820,-1,-1
アメリカ軍,10154,-1,-1,-1,-1,23999,13552,-1,20446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13573,19663,-1,-1,-1,-1,-1,21016,-1,-1,-1,-1,8079
配列,10155,13446,4235,-1,10045,13912,6240,-1,17946,14520,-1,14904,19719,-1,22506,13765,-1,-1,21640,22147,11865,13669,-1,-1,22814,-1,-1,3737,3859,-1,18497,-1,17389,21924,6635,5558
可決,10156,16266,6046,-1,21869,17381,10936,-1,15490,13094,-1,13434,-1,-1,-1,-1,-1,-1,-1,-1,15449,16688,-1,-1,-1,-1,-1,-1,20844,23912,15996,-1,-1,21737,8553,7444
聞き取れる,10157,-1,-1,23239,-1,18324,-1,-1,17357,14694,-1,-1,12230,-1,-1,6070,17473,16372,13458,8942,-1,-1,5927,-1,-1,-1,-1,-1,-1,-1,17907,-1,8496,-1,-1,10615
御覧,10158,1319,-1,2410,1352,4243,714,4249,3370,3046,-1,2539,7749,2379,3709,1108,2630,2447,22612,5628,16165,17300,5955,-1,3684,3803,1510,6121,6777,3534,3537,-1,9755,2485,-1,8168
波及,10161,13446,15510,-1,16837,19845,14992,-1,-1,-1,-1,-1,-1,-1,-1,23093,-1,-1,-1,-1,-1,-1,22356,-1,-1,-1,-1,21684,21111,19242,-1,-1,-1,21553,20175,-1
世界史,10162,-1,-1,-1,14993,-1,14972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20620,-1,-1,24885,-1,20931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21443
ピーナッツ,10163,5687,21712,-1,-1,-1,16939,-1,20588,13443,-1,-1,-1,-1,-1,19760,16837,15777,11787,-1,7106,8156,-1,9880,-1,-1,11098,-1,-1,-1,21176,-1,-1,-1,23294,-1
小島,10164,-1,6095,8645,6975,-1,20027,6202,13662,23456,-1,24079,8412,21357,-1,9464,18732,17560,-1,-1,-1,-1,19921,6420,9431,-1,-1,6506,4300,17546,13712,-1,12755,23803,4167,13782
シャキシャキ,10165,-1,-1,-1,-1,-1,-1,-1,-1,24148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10119,-1,-1,-1,-1,-1,-1,-1,-1,22191
トッポギ,10166,11455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
部活動,10167,-1,-1,21601,-1,-1,8941,23962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7927,-1,-1,7743,1273,-1,17437,-1,-1,-1,-1,-1,-1,-1,-1,-1,10925
アフター,10169,6059,11727,18918,-1,-1,5490,19129,20328,13870,-1,-1,-1,-1,-1,-1,-1,-1,21171,-1,-1,-1,11459,6010,-1,-1,12045,-1,-1,19498,20897,-1,-1,15665,11973,13451
愛用,10170,16266,13972,20419,9894,15862,3787,20625,20979,15784,-1,16197,12551,22753,17983,9142,22753,21330,17281,12674,-1,-1,9011,-1,13084,21161,9331,-1,22382,7411,21577,-1,11720,9442,10333,10743
仲良し,10171,3492,16815,8450,-1,17780,8246,7788,7130,5807,-1,5955,18356,8678,4643,8537,8678,8121,4475,5278,10677,9563,3987,3271,18100,5797,10065,-1,-1,6432,7464,3861,12682,2965,23571,16642
レディ,10172,-1,7620,2468,-1,-1,12320,13559,6274,5186,-1,-1,10366,-1,-1,-1,10039,9414,15491,10876,4521,4500,-1,1855,9093,7771,2024,-1,-1,-1,6524,-1,8105,-1,7310,12157
蘇る,10173,16266,-1,8305,-1,6383,7037,10092,18453,15606,1283,4210,6560,2643,9433,3741,4993,4658,22376,4135,-1,-1,4873,-1,6680,4079,1866,-1,19321,3496,19005,-1,4568,2243,11622,7744
つぶる,10174,6059,-1,8017,-1,14516,11569,4568,9618,8418,1476,8633,5552,8173,6932,2942,8173,7643,7504,6596,-1,-1,2669,-1,4386,8692,2066,14232,14733,2846,9996,-1,6792,2136,-1,9402
車検,10175,11455,-1,-1,-1,18726,5291,-1,-1,-1,-1,-1,-1,-1,24161,-1,-1,-1,23234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6087
一丸,10176,-1,-1,14988,18705,-1,8007,-1,19206,16134,-1,16557,-1,13717,13090,24967,13717,12861,12586,21390,19070,18716,-1,-1,-1,-1,-1,-1,-1,15892,19769,-1,-1,16057,-1,13097
ぱん,10177,5383,18817,-1,-1,-1,-1,-1,-1,22446,4875,-1,-1,-1,-1,-1,-1,23839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15813,-1,-1,19415,10403,23225,-1
防水,10178,7460,16808,-1,-1,-1,6796,-1,22959,15226,-1,15620,21769,-1,-1,16322,-1,-1,-1,-1,23370,21858,21526,-1,-1,-1,-1,15009,15315,18746,22861,-1,21376,21475,16417,8576
ポッ,10180,-1,-1,-1,-1,-1,-1,-1,-1,13165,-1,-1,-1,-1,-1,-1,14568,13664,13663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
特長,10181,-1,18380,-1,7091,-1,6661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22497,-1,-1,-1,-1,22400,-1,-1,-1,-1,-1,17197,5881
軽快,10182,-1,16021,-1,5630,21289,13442,-1,-1,22915,-1,23530,14146,-1,-1,6724,-1,-1,-1,12871,-1,-1,13276,-1,14543,-1,-1,11946,10790,9432,-1,-1,11464,9183,18276,7091
読み込む,10183,8120,-1,-1,-1,17288,4658,-1,-1,21892,8239,22480,-1,-1,22272,-1,-1,-1,21418,23807,-1,-1,-1,-1,-1,24871,-1,-1,-1,14540,-1,8376,-1,15243,21963,12392
ミスター,10184,8967,8844,3214,-1,11750,10286,5868,2471,2642,-1,-1,9881,-1,-1,9428,1962,1822,5511,12898,1048,1242,-1,1300,6766,6588,3146,-1,-1,14287,2601,-1,9012,12629,7355,8477
直樹,10185,-1,12285,13638,-1,-1,-1,2751,5887,-1,-1,-1,-1,-1,-1,-1,-1,-1,14617,-1,9064,11151,-1,9728,-1,-1,-1,-1,-1,-1,6126,-1,7601,-1,5305,-1
フリップ,10186,-1,18350,-1,-1,-1,-1,-1,17678,15165,-1,15558,-1,-1,14967,-1,-1,-1,14378,-1,-1,-1,-1,-1,-1,-1,13045,-1,-1,-1,18237,-1,-1,-1,19902,3641
県政,10188,-1,23360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18679,23712,-1,-1,-1,-1,-1,23836,-1
マレーシア,10189,5383,4869,-1,-1,17478,6101,23579,19896,-1,-1,-1,-1,-1,-1,24699,-1,-1,-1,-1,19530,12547,-1,1432,-1,-1,15560,14771,7971,-1,20451,9841,-1,-1,6314,20813
農地,10190,13446,6165,-1,-1,7396,9277,1532,21672,17729,-1,18203,22335,-1,-1,16511,-1,-1,-1,-1,19080,20428,-1,1195,529,-1,-1,13056,10611,8027,22196,-1,24115,-1,8764,7136
直流,10191,-1,8432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12102,12708,-1,-1,-1,-1,-1,6560,12380
しもべ,10192,-1,-1,-1,-1,-1,-1,-1,-1,10326,-1,-1,-1,-1,-1,11502,8445,7904,14999,-1,14662,14059,-1,-1,-1,8923,3812,-1,-1,-1,-1,-1,-1,-1,-1,-1
リフレッシュ,10193,-1,-1,17027,-1,21834,4983,-1,-1,22237,-1,-1,-1,-1,-1,-1,-1,-1,18309,17235,21956,-1,5989,-1,-1,19598,5162,-1,-1,15904,-1,-1,-1,11774,-1,9662
不器用,10194,-1,-1,6690,5792,-1,15306,5820,10599,-1,-1,-1,10104,-1,-1,-1,-1,-1,-1,4790,-1,-1,8006,-1,10281,6165,-1,-1,-1,-1,11024,-1,-1,-1,21006,14525
ミスト,10196,-1,-1,11545,-1,-1,17320,12254,17247,19311,-1,-1,-1,-1,-1,-1,6468,6047,-1,-1,16263,19496,-1,-1,-1,22580,8591,-1,-1,11649,17796,-1,-1,-1,-1,-1
連れ,10197,8120,2773,4299,-1,18632,4861,7996,4154,6946,2915,7115,2806,7606,9555,-1,7606,7117,9191,6132,238,270,8594,-1,16324,7653,-1,9758,11776,7640,4361,-1,5760,6300,24540,8071
泣ける,10198,-1,-1,6962,-1,18978,20585,-1,8488,7380,-1,-1,16253,-1,-1,-1,7213,6754,5046,10011,-1,-1,5638,-1,-1,-1,-1,-1,23105,-1,8887,-1,15219,-1,-1,7316
錯覚,10199,10047,-1,10721,4287,14241,8259,12887,12219,10417,-1,10681,4401,7867,8152,3354,7867,7354,7841,3324,12572,14409,5785,-1,4448,10394,-1,-1,24232,4518,12645,8803,3917,2523,-1,9068
最速,10201,-1,7096,18068,-1,-1,10491,-1,10707,8836,-1,9063,-1,9176,19450,-1,9176,8594,18692,11853,10056,9248,14979,-1,-1,10760,-1,-1,-1,7324,11120,3102,-1,10578,9924,7102
感じ取る,10202,16266,-1,15335,-1,11243,7417,19447,18882,15880,1709,16296,9458,9826,10062,-1,9826,9215,24248,4480,-1,-1,4702,-1,7964,9767,-1,-1,22118,2417,19484,-1,5229,2666,23549,8845
老後,10204,8967,-1,13582,9233,11956,6541,11120,15232,12857,-1,13191,21918,-1,-1,16352,-1,-1,24283,-1,17726,21018,-1,-1,22528,-1,-1,24746,19902,18643,15825,-1,21029,-1,-1,15999
サポーター,10205,3704,8714,14085,-1,20107,5907,-1,16921,14757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23544,23892,-1,19751,-1,24417,7440,-1,-1,23862,17452,-1,-1,23364,9545,8797
決定的,10206,-1,-1,6500,4459,7454,7024,7186,8075,-1,-1,-1,5119,-1,-1,-1,-1,-1,-1,5154,-1,-1,11198,-1,5198,7244,-1,-1,18887,-1,8366,8219,-1,-1,9506,11132
課長,10207,4252,12877,1085,8520,9109,10766,676,3320,3525,-1,3620,2335,13646,11326,5242,13646,12796,10890,-1,5550,6741,15708,-1,2488,14656,-1,15595,15617,22433,3526,-1,2739,-1,3723,9450
チ,10209,-1,6258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8591,6806,-1,-1,-1,-1,-1,10661,11457,-1,4132,-1,5671,3400,-1,-1,-1,-1,2119,-1,-1,17049,-1
ホモ,10210,20704,12449,-1,-1,21084,18741,-1,11732,9305,-1,-1,16014,-1,-1,10721,-1,-1,8820,11746,4908,5462,-1,5397,14653,-1,5440,15094,-1,19682,12156,-1,18611,8397,23293,6565
アポ,10211,20704,20810,11175,-1,-1,9655,9634,13901,11189,-1,-1,-1,-1,-1,23724,-1,-1,18378,22398,11945,11898,-1,-1,23623,19989,5801,-1,-1,16590,14373,-1,23547,17174,21009,9588
皆んな,10212,-1,4134,95,-1,-1,1449,-1,116,123,-1,-1,294,-1,-1,215,122,113,110,181,166,179,-1,14487,-1,124,128,7514,7985,-1,121,401,385,-1,2650,200
映し出す,10213,-1,-1,17712,-1,12922,8326,-1,19533,16185,2216,16611,9294,21296,7815,6879,21296,19960,7520,9430,-1,-1,8502,-1,9157,16104,-1,23739,19814,5198,20094,4968,5604,5524,16804,7192
信託,10214,16266,7940,-1,-1,9431,4455,-1,20471,13366,-1,13713,-1,-1,-1,24183,-1,-1,-1,-1,8764,10427,-1,-1,-1,-1,-1,10167,11264,-1,21042,-1,-1,-1,6418,-1
後援会,10215,-1,-1,20760,-1,-1,15713,16966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
守,10216,20704,2137,2364,433,13119,14771,1972,4951,7766,5703,21748,1488,-1,5543,4555,5016,4680,5257,1715,297,328,-1,14591,2084,4600,6272,1746,1889,-1,4206,4516,1920,22374,1589,3580
ローマ人,10217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
テカリ,10218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
クリスタル,10219,11455,8808,5328,-1,-1,8431,9751,5669,4844,-1,-1,20618,-1,-1,14850,17198,16114,15522,-1,5859,5875,21308,2804,23313,14262,3539,-1,-1,6825,5919,-1,13483,-1,5778,7809
バリエーション,10220,5116,6312,-1,-1,18335,5177,-1,-1,-1,-1,-1,-1,-1,-1,21097,22029,20653,16878,20443,-1,-1,9626,3688,-1,23091,3962,-1,-1,12235,-1,5381,23037,14718,6369,8292
コテ,10221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20814,19510,-1,-1,-1,-1,-1,-1,-1,-1,12778,-1,-1,-1,-1,-1,-1,-1,-1,-1
爆発的,10222,-1,-1,19814,-1,24111,8384,23951,19791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13778,-1,-1,-1,-1,21323,15195,-1,-1,22305,-1,20352,-1,-1,-1,-1,7769
数時間,10223,-1,-1,14545,7194,19547,6041,11440,4710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6562,-1,-1,8822,-1,7542,11037,-1,-1,-1,-1,4916,-1,-1,-1,-1,10557
引き込む,10224,10047,-1,12340,-1,15776,8643,14320,11094,9483,2712,9728,14397,10652,11601,9043,10652,9992,11153,8764,-1,-1,3932,-1,12528,9002,19205,20430,19954,6492,11507,-1,10039,6173,14542,12171
観念,10225,20704,9015,6353,1448,7360,8002,9017,9541,6743,-1,6908,3584,4870,7165,2690,4870,4545,6895,5422,8312,8073,2807,-1,4328,6216,15886,5698,5877,5792,9918,-1,3739,3341,12700,-1
牧師,10226,11455,5161,13044,7545,16397,11381,12857,3116,2851,-1,2936,4606,14518,-1,8491,14518,13616,-1,-1,3105,3112,-1,12619,4902,-1,-1,14935,16312,-1,3271,-1,8497,-1,6679,14549
立ち返る,10227,20704,-1,-1,-1,-1,16895,-1,-1,-1,4188,-1,-1,-1,-1,24521,-1,-1,-1,22802,-1,-1,-1,-1,-1,-1,-1,-1,-1,23439,-1,-1,-1,15331,-1,-1
勝ち取る,10228,16266,-1,9703,-1,23099,10537,11226,7852,6998,5004,7170,-1,9183,10435,21337,9183,8601,10037,12282,-1,-1,16631,-1,-1,7840,-1,-1,-1,8814,8168,10013,19512,9419,16146,14384
稼ぎ,10229,13446,13593,10291,-1,21571,6367,-1,7075,4050,-1,4151,9082,3576,14541,7131,3576,3338,13964,16226,3456,3473,10362,-1,-1,10985,-1,21132,-1,3060,7357,-1,8077,5705,14728,14828
過度,10230,-1,11739,-1,8617,12819,5921,23830,17541,14686,5099,15073,20960,-1,16775,15934,-1,-1,16114,15453,14695,15102,9645,-1,15086,22188,20434,14681,9905,11356,17657,4298,17214,10547,15202,13113
やらかす,10231,4880,-1,7496,-1,-1,24586,7929,8455,7176,3072,7351,10642,6397,7267,7902,6397,5982,6992,7426,-1,-1,11811,-1,11280,6950,1161,-1,-1,4052,8799,-1,10059,5155,-1,7695
ニュートン,10232,13446,9544,-1,-1,-1,22529,-1,15538,24922,-1,-1,-1,-1,-1,21517,-1,-1,-1,-1,8970,9124,24883,4445,-1,-1,14750,14239,16068,-1,16053,-1,-1,-1,11820,5456
トイレット,10233,13446,-1,-1,-1,-1,15487,-1,-1,11540,-1,-1,-1,-1,-1,16286,-1,-1,13586,-1,18306,17373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
休止,10234,20704,2475,-1,14894,19335,6014,-1,24213,16601,-1,17040,18668,23838,18315,14353,23838,22348,17605,22035,15129,17071,17749,20532,-1,-1,-1,20876,15851,12887,24558,-1,19404,10501,2103,14857
テレビ局,10235,-1,-1,8209,-1,17771,9239,10721,9039,-1,-1,-1,11522,-1,-1,-1,-1,-1,-1,23138,-1,-1,-1,13774,12275,14753,-1,-1,-1,-1,9400,-1,-1,-1,6151,5510
日本円,10237,-1,-1,-1,-1,-1,11648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13899
割り込む,10238,13446,-1,15980,-1,16340,13501,16481,13723,10715,2393,10990,11228,15779,14432,6499,15779,14787,13856,8108,-1,-1,10272,-1,9943,11054,20674,24371,-1,4252,14201,-1,6970,4669,-1,10467
救出,10239,-1,5400,4226,-1,17986,9783,6893,3969,3339,-1,3431,9355,2995,11290,6960,2995,2792,10855,10269,2216,2318,16843,-1,9856,4713,-1,-1,-1,3820,4059,3242,7453,9820,4918,14259
パ,10240,16266,6777,2243,-1,-1,22115,-1,3957,-1,-1,-1,9701,-1,-1,-1,-1,-1,-1,7329,8772,8573,-1,1531,-1,2627,-1,17060,17524,-1,4147,-1,-1,-1,5986,6651
梅干し,10241,4114,-1,11707,-1,18122,14253,12946,18494,15563,-1,15970,-1,18287,9554,18014,18287,17142,9190,23735,-1,-1,12197,-1,-1,16805,-1,16153,23462,19127,19040,-1,-1,13799,-1,21732
水着,10242,5383,14138,4012,22470,18113,5388,6955,5297,4623,-1,4741,7697,3799,1307,6817,3799,3546,1261,1640,11096,9537,1997,-1,8264,4642,-1,-1,22210,3976,5523,8942,3867,1285,8090,9515
ファイナル,10243,6881,3574,5211,-1,-1,-1,17495,9175,7728,-1,-1,-1,-1,-1,-1,9632,9031,7586,-1,8306,10035,21024,2260,-1,11348,10405,-1,-1,-1,9558,8588,-1,22759,3206,14747
豊臣,10244,-1,4912,5160,-1,-1,17388,4177,-1,-1,-1,-1,11363,-1,-1,14614,-1,-1,-1,-1,-1,-1,-1,-1,16418,-1,-1,2965,3819,-1,-1,-1,4146,-1,5356,8417
