word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
香り,かおり,カオリ,3,4,4,4,3,4,5,3,3,4,4,4,4,4,4,3,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,1,4,4,4,4,5
無双,むそう,ムソウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,3,2,2,3,3,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,3,2,1,2
エンジェル,エンジェル,エンジェル,3,2,2,2,3,4,3,3,4,3,2,2,2,2,2,3,3,1,2,3,3,2,3,3,1,1,1,1,2,3,3,3,2,3,3,2,3,4,1,2,2,1,2,2,2,1,1,1,2,2,2,2,3,1,1,2,1,1,1,1,1,1,3,2,3,1,2,3,2,2,2
皇族,こうぞく,コウゾク,3,3,3,2,3,4,3,3,3,2,3,3,2,3,3,3,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,1,1,2
春秋,しゅんじゅう,シュンジュウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,3,2,4,2,2,1,1,1,2,1,1,1,2
事物,じぶつ,ジブツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,3,1
舞鶴,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
ぼう,ぼう,ボウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,4,4,3,4,4,3,4,3,4,4,5,4,4,2,2,2,2,2,5,2,4,2,3,3,2,2,3,3,4,2,3,2,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,4,2,2
臨海,りんかい,リンカイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,2,2,2,2,1,1,1,1,2,1,2,2
ヤン,やん,ヤン,3,2,1,4,3,4,3,3,3,2,2,2,4,3,2,3,4,1,2,2,2,1,4,4,1,3,1,1,2,2,2,4,1,3,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,1,3,3,1,2,2
フード,フード,フード,3,4,4,5,3,4,3,3,4,5,3,2,4,4,4,3,2,1,3,3,4,2,3,4,1,2,1,1,3,3,3,3,2,4,4,3,1,3,2,2,2,1,2,3,2,2,2,3,3,2,3,2,4,3,2,4,3,4,3,4,3,3,4,4,3,5,3,3,3,3,3
落成,らくせい,ラクセイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
音楽家,おんがくか,オンガクカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,2,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2
まもなく,まもなく,マモナク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,3,1,1,4,1,1,1,1,1,1,2,1,1,3,3,3,4,4,4,3,3,3,3,4,3,2,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1
減,げん,ゲン,3,2,2,2,3,4,3,3,3,3,2,2,2,2,3,3,4,4,2,4,3,2,2,2,2,2,1,1,2,1,1,2,2,4,4,3,2,2,2,2,2,1,2,2,3,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,3,2,2,3,1,3,2,2,3
とか,とか,トカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,5,5,1,1,5,1,1,2,1,1,1,5,2,2,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,2,5,1,2,5,1,5,1
究極,きゅうきょく,キュウキョク,3,3,3,2,4,4,3,3,3,3,2,2,3,3,2,2,4,2,3,3,3,3,3,4,4,2,4,3,3,4,4,3,3,3,3,3,3,1,2,3,4,1,3,3,3,3,3,3,4,3,4,3,1,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,3
血管,けっかん,ケッカン,3,4,3,4,3,4,3,3,3,3,4,2,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,1,3,2,2,1,3,3,2,3,1,3,2,3,3,3,1,3,2,4,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3
アイデア,アイデア,アイデア,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,1,3,3,4,4,1,3,1,1,1,4,4,4,3,4,4,4,3,1,3,4,4,1,4,3,3,4,4,3,3,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,1,4,4
皇太子,こうたいし,コウタイシ,3,2,3,2,3,4,3,3,3,2,3,2,2,2,2,3,1,2,3,3,2,2,3,4,4,3,1,1,2,1,1,1,2,2,2,2,1,3,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,3,2,2,3,2,2,2,2,3,3,1,3,2,1,2,2
リクエスト,リクエスト,リクエスト,3,3,2,3,4,4,3,3,3,3,2,3,4,3,2,3,2,1,2,3,4,2,2,2,1,2,1,1,2,2,2,3,3,2,2,3,4,2,2,2,3,1,3,3,3,3,3,2,2,3,3,2,4,2,2,3,2,4,2,2,2,2,4,2,2,1,2,3,3,3,4
湾岸,わんがん,ワンガン,3,2,2,2,4,4,3,4,4,2,2,2,2,3,2,3,2,1,1,3,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,2,1,1,1,1,2,2,2,2
コンピューター,コンピューター,コンピューター,3,3,4,3,4,4,3,4,4,3,3,2,4,4,3,3,4,1,3,4,4,2,3,4,1,3,1,1,3,3,3,3,2,4,4,4,1,3,3,3,3,1,3,2,2,3,3,2,2,2,2,3,4,4,5,4,4,4,4,5,4,5,4,2,3,1,3,3,2,4,3
尻,しり,シリ,3,4,4,4,4,5,4,3,4,4,4,4,4,4,4,2,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,1,4,3,3,1,3,3,3,3,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,4,4,5,3,2
流出,りゅうしゅつ,リュウシュツ,3,2,3,2,3,4,3,3,3,2,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,1,2,2,2,1,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,3,4,2,3,2,2,3
バット,バット,バット,3,3,4,2,3,4,3,5,3,3,3,2,2,4,2,3,3,1,3,3,2,1,3,4,1,3,1,1,3,2,2,3,2,4,4,2,1,3,1,3,3,1,3,2,3,3,2,2,2,2,2,3,1,3,2,3,3,3,2,4,3,5,3,3,3,1,3,3,3,2,3
焼,やき,ヤキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,2,1,3,2,2,1,3,1,1,3,2,2,2,2,4,4,3,2,1,3,2,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,2,3,1,2,2
大西,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,2,2,1,1,3,1,1,2,2,2,1,1,2,2,2,1,2,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,3
発信,はっしん,ハッシン,3,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,3,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,2,4,4,4,2,1,2,3,3,1,3,3,3,3,4,2,3,2,2,2,1,4,4,3,3,3,4,3,3,5,4,2,3,4,3,4,3,4,4
実態,じったい,ジッタイ,3,3,2,3,4,4,3,4,3,3,2,2,3,3,3,3,2,1,4,4,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,1,2,2,2,1,3,2,2,2,4,2,2,2,3,2,1,4,4,3,4,4,4,4,4,4,3,3,2,1,3,3,2,4,4
月間,げっかん,ゲッカン,3,2,2,3,3,4,3,3,3,2,3,2,4,3,2,3,1,3,1,3,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,1,2,3
不安定,ふあんてい,フアンテイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,4,3,3,1,1,3,1,1,1,1,1,1,3,1,1,3,3,1,3,3,3,4,3,3,3,3,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,1,3,3
リーチ,リーチ,リーチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,3
坂井,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3
立ち,たち,タチ,3,2,2,3,3,4,3,3,3,2,3,3,2,3,2,3,2,1,1,2,2,1,2,2,2,4,1,2,5,5,2,2,3,3,3,4,4,2,1,3,2,4,2,2,2,2,2,2,5,2,5,2,5,2,1,2,2,2,3,2,2,2,2,3,2,5,3,4,3,2,2
お互い,おたがい,オタガイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,4,5,1,4,4,4,4,5,5,4,4,4,4,4,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1
シミュレーション,シミュレーション,シミュレーション,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,1,2,3,3,2,2,2,1,2,1,1,2,2,2,2,2,3,3,3,2,2,2,2,3,1,2,2,2,2,3,2,2,2,2,3,4,4,4,2,4,4,3,4,4,4,3,2,2,3,2,3,2,3,3
明治大学,めいじだいがく,メイジダイガク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
引き取る,ひきとる,ヒキトル,3,3,3,2,3,4,3,3,3,3,2,3,2,3,3,1,3,1,4,3,3,4,3,4,3,3,3,3,3,3,3,4,3,1,1,1,3,1,3,3,4,4,4,4,3,4,3,3,4,3,3,4,2,3,2,4,3,3,3,3,3,3,3,3,3,1,3,1,4,2,2
挿絵,さしえ,サシエ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,2,1,1,1,3,1,1,3,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2
参,さん,サン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,5,5,2,2,5,5,2,5,5,2,5,5,5,2,4,3,3,2,3,2,2,2,5,2,2,3,2,2,5,2,5,5,2,5,5,5,5,4,5,5,5,5,5,2,5,2,5,2,2,5,2,2
麺,めん,メン,3,4,4,4,3,4,4,3,5,4,4,3,4,4,4,3,3,1,3,4,3,3,3,4,4,2,3,3,4,3,3,3,2,2,2,3,2,1,1,2,2,3,3,2,2,3,2,1,2,2,1,3,3,3,2,3,3,3,2,3,3,3,4,3,3,1,2,4,3,3,4
俳句,はいく,ハイク,3,3,3,4,3,4,5,3,3,2,2,2,4,3,3,3,2,3,3,3,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,3,1,2,3,1,1,1,2,1,1,2,3,1,1,1,1,1,1,3,2,4,3,3,3,3,3,3,2,1,1,1,2,2,1,2,2
こんな,こんな,コンナ,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
残留,ざんりゅう,ザンリュウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1
数少ない,かずすくない,カズスクナイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,3,2,1,2,2,2,1,2,3,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1
新興,しんこう,シンコウ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,1,3,1,3,2,1,1,2,2,2,2,1,3,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,4,3,3,3,2,2,1,1,2,3,2,1,2
平行,へいこう,ヘイコウ,3,2,1,2,3,4,3,3,3,2,2,2,2,2,2,3,1,3,2,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,3,4,2,3,4,3,3,3,3,3,2,2,3,2,2,3,2,3
伊丹,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,4,2,1,1,3,1,1,2,1,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2
依る,よる,ヨル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,5,1,5,5,3,4,3,2,5,2,2,5,3,2,2,5,2,1,1,3,3,4,3,3,3,3,2,2,3,2,3,3,5,1,1,1,1,1,1,1,1,1,2,1,3,5,2,4,1,2,5
元素,げんそ,ゲンソ,3,3,3,2,3,4,3,3,3,2,2,2,4,2,3,3,1,2,3,3,2,2,2,3,3,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2
手続,てつづき,テツヅキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3
全曲,ぜんきょく,ゼンキョク,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1
涼子,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,4,3,1,1,4,1,1,1,2,2,2,1,1,1,2,4,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1
呪い,のろい,ノロイ,3,3,3,3,3,4,3,3,3,2,3,2,4,2,3,2,4,1,3,2,2,1,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,1,1,4,4,4,3,4,4,3,3,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,3,4,4,3,4,3,4,3,3
所要,しょよう,ショヨウ,3,2,2,2,4,4,3,3,3,3,2,2,2,3,2,3,1,1,3,3,3,1,1,2,2,2,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,3,3,2,3,3,3,3,2,1,1,1,2,1,1,2
渓,たに,タニ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,3,1,2,2,2,2,1,1,2,1,1,3,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1
岩田,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2,1
養,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,3,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,2
熱心,ねっしん,ネッシン,3,3,3,3,3,4,4,3,4,3,3,3,3,2,3,3,3,5,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,1,4,3,3,1,4,4,3,3,4,4,4,4,3,3,1,3,3,4,3,3,3,4,3,4,3,3,3,1,4,3,4,3,3
早朝,そうちょう,ソウチョウ,3,3,3,4,3,4,4,4,3,2,4,2,3,3,3,3,2,4,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,1,3,3,3,2,3,4,2,3,3,2,1,3,2,3,3,3,2,3,3,3,3,3,3,1,3,3,3,2,3
佐竹,さたけ,サタケ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2
大社,たいしゃ,タイシャ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,3,3,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,3
習慣,しゅうかん,シュウカン,3,3,3,2,3,4,4,3,4,3,3,3,3,3,3,3,2,4,4,4,4,2,3,3,3,4,2,3,4,2,2,3,3,3,3,4,3,2,4,2,3,3,3,3,3,3,4,3,3,3,3,2,1,4,4,4,4,4,5,4,4,4,3,3,3,1,4,3,3,4,4
常務,じょうむ,ジョウム,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,3,1,1,3,2,4,2,3,3,3,1,1,2,1,1,1,1,3,3,2,1,3,2,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2
漁港,ぎょこう,ギョコウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2
県議会,けんぎかい,ケンギカイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
怖い,こわい,コワイ,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
にわたる,にわたる,ニワタル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
きく,きく,キク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,5,3,5,4,3,5,5,5,5,5,3,3,3,4,1,1,3,5,1,5,5,4,4,3,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,5,3,3
精度,せいど,セイド,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,2,1,3,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,1,1,2,3,1,2,2,2,1,3,3,3,2,3,2,1,5,5,2,4,5,3,4,4,4,3,3,2,1,2,3,3,3,3
後日,ごじつ,ゴジツ,3,2,1,3,4,4,3,3,3,2,2,3,3,2,2,3,2,4,3,3,4,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,4,3,2,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,3,3
再発,さいはつ,サイハツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,2,2,3,3,2,1,1,2,1,1,1,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,3,2,2,3,2,3,2,1,3
罰,ばつ,バツ,3,2,3,2,3,4,3,3,4,3,2,2,2,3,2,3,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,1,3,4,4,4,4,4,4,4,3,3,3,4,4,4,2,2,3,2,2,2,2,2,2,2,3,4,4,3,4,3,4,3,4
セックス,セックス,セックス,3,2,2,2,3,4,3,3,3,2,2,3,2,3,2,3,2,1,4,4,4,3,4,4,1,4,1,1,3,2,2,2,4,4,4,4,5,4,4,2,2,1,3,3,3,4,3,2,1,4,1,3,4,2,1,2,2,2,2,2,2,2,4,2,4,1,4,4,4,3,3
佐久間,さくま,サクマ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,4,2,1,1,3,1,1,2,1,1,3,3,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,5
愛する,あいする,アイスル,3,3,3,3,3,4,3,3,4,4,3,2,3,3,3,3,4,1,4,4,4,5,4,5,5,4,4,4,5,4,4,4,4,1,1,3,4,1,5,4,5,5,5,5,5,5,5,4,5,5,5,3,2,4,2,4,4,3,4,3,4,3,4,4,4,5,4,3,5,3,4
砲兵,ほうへい,ホウヘイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
初戦,しょせん,ショセン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,1,3,2,2,3,2,2,2,2,2,3,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
水島,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1
拾う,ひろう,ヒロウ,3,4,4,4,4,4,4,5,4,4,4,5,4,4,4,1,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,4,4,4
載せる,のせる,ノセル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,3,4,4,1,4,1,1,1,3,3,3,3,1,1,2,3,1,4,3,3,4,4,4,3,3,4,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,1,4,4
ワークス,ワークス,ワークス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3
