word,hiragana,katakana,RSPEER_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
まり,まり,マリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,3,2,2,3,2,5,3,2,2,3,2,1,1,3,1,3,2,2,1,2,2,4,2,2,2,1,2,2,4,3,2,2,2,2,2,2,2,2,2,3,2,3,1,2,2,3,2,3
サウンド,サウンド,サウンド,3,2,3,2,3,4,3,3,3,3,3,2,2,2,2,4,2,1,2,3,3,1,2,3,1,1,1,1,2,1,1,2,1,2,2,3,2,4,1,2,1,2,1,1,2,1,1,2,1,1,2,2,3,3,4,3,3,3,3,3,3,4,1,2,1,2,2,4,3,3
ジャズ,ジャズ,ジャズ,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,4,2,1,3,3,3,2,3,3,1,2,1,1,3,1,1,3,1,3,3,4,1,5,2,2,1,2,1,2,2,2,1,2,1,1,2,3,3,2,4,3,3,4,3,3,3,3,1,3,1,2,1,4,3,2
スケジュール,スケジュール,スケジュール,3,4,4,4,5,4,3,4,3,4,4,3,5,4,4,3,3,1,3,3,4,3,3,3,1,3,1,1,3,2,2,3,3,3,3,4,3,2,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,4,5,4,3,3,3,3,4,3,3,3,3,3,3,4,4
ソ連,ソれん,ソレン,3,3,2,4,3,4,3,3,3,2,4,2,2,3,3,4,2,1,4,4,3,2,3,1,1,4,1,1,3,1,1,1,1,3,3,4,1,4,3,1,1,2,1,1,3,3,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,2,1,3,1,3,1,4,4,3
ゾーン,ゾーン,ゾーン,3,3,3,3,4,4,3,4,3,4,3,2,3,4,3,3,4,1,2,3,3,2,3,3,1,2,1,1,2,3,3,2,2,3,3,3,1,4,2,3,1,2,2,2,2,2,2,3,2,2,3,3,3,2,3,3,2,3,2,2,2,3,3,3,1,2,2,3,3,4
ティー,ティー,ティー,3,4,4,4,3,4,3,3,3,4,2,4,4,3,4,3,2,1,1,3,3,3,3,3,1,3,1,1,3,3,3,3,2,3,3,4,1,4,3,2,1,2,3,4,2,3,2,3,2,3,3,3,3,2,4,3,3,3,3,3,3,4,4,3,1,3,4,3,2,3
ハーフ,ハーフ,ハーフ,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,2,1,2,3,3,2,2,3,1,2,1,1,3,3,4,2,2,3,3,2,1,3,2,2,1,2,2,2,2,1,2,2,2,2,3,4,3,2,3,3,3,2,3,4,3,3,3,2,1,3,2,3,2,3
バナナ,バナナ,バナナ,3,4,4,4,5,4,5,4,4,5,4,2,4,4,4,2,3,1,3,3,3,3,3,4,1,2,1,1,3,2,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,2,2,2,2,1,4,4,4,4,4,4,3,3,3,3,3,4,2,3,1,2,3,3,3,4
フランク,フランク,フランク,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,2,1,2,3,2,3,4,3,1,3,1,1,2,2,2,1,2,5,5,3,2,5,3,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,4,2,2,2,2,4,1,2,2,3,2,2
ミリ,ミリ,ミリ,3,4,4,4,4,4,3,3,3,3,5,4,4,4,4,3,3,1,1,4,3,3,3,3,1,3,1,1,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,3,1,3,2,2,3,1,4,4,4,4,4,5,4,4,4,4,3,3,3,1,3,3,3,4,4
ユニ,ユニ,ユニ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,1,1,3,3,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,3,1
ライター,ライター,ライター,3,3,4,2,3,4,3,3,3,3,4,4,3,3,4,3,3,1,3,3,3,3,3,3,1,3,1,1,4,2,2,2,2,3,3,3,2,3,3,2,1,3,2,3,3,3,2,2,2,1,3,4,3,3,4,3,3,3,4,5,3,3,2,3,1,3,3,3,3,3
レーザー,レーザー,レーザー,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,3,1,3,3,4,2,3,3,1,3,1,1,2,2,2,3,2,3,3,3,1,2,3,3,1,2,2,2,2,2,2,2,2,1,3,4,2,3,2,2,2,2,4,2,2,4,3,3,5,3,2,3,3,3
ワンピース,ワンピース,ワンピース,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,2,3,1,1,3,1,1,1,1,1,1,2,1,1,2,3,2,3,2,1,2,3,2,3,3,3,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3
ワーク,ワーク,ワーク,3,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,1,1,1,4,4,2,2,2,1,2,1,1,2,2,2,2,1,2,2,4,1,3,1,1,1,2,1,2,1,2,1,2,1,1,1,2,4,4,3,3,3,3,3,3,3,4,2,2,3,2,2,3,3,4
下り,くだり,クダリ,3,3,3,2,3,4,4,3,4,3,3,3,2,3,3,4,2,1,2,3,2,1,2,2,2,3,2,2,1,2,2,2,2,4,4,3,2,3,1,2,1,2,2,2,3,2,2,1,2,1,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,4,3,3
不可,ふか,フカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,3,1,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,4,3,3,4,2,2,3,2,2
不安定,ふあんてい,フアンテイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,4,3,3,1,1,3,1,1,1,1,1,1,3,1,1,3,3,1,3,3,4,3,3,3,3,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,3,3,3
並ぶ,ならぶ,ナラブ,3,5,5,5,4,4,4,5,4,4,4,5,5,4,5,3,4,1,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,1,1,3,4,1,5,4,4,4,4,4,4,5,5,4,5,5,4,4,4,4,4,5,4,5,5,5,4,4,5,4,1,5,4,4,4,4
乱,らん,ラン,3,2,2,3,3,4,3,3,3,2,2,3,2,2,2,4,2,5,3,3,2,2,4,3,3,3,3,2,3,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,1,2,1,2,2,2,4,2,2,2,2,2,4,1,3,2,4,2,2
人格,じんかく,ジンカク,3,2,2,2,3,4,3,3,4,2,2,2,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,2,3,3,1,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3
傘,かさ,カサ,3,4,4,2,3,4,5,3,3,3,3,4,3,3,4,3,4,4,3,3,3,4,3,3,3,4,3,4,4,3,3,4,4,3,3,3,4,1,4,3,1,3,3,4,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,3,3,3
処女,しょじょ,ショジョ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,3,2,3,3,3,3,3,2,3,4,2,2,3,4,3,3,2,5,1,3,2,1,2,3,3,3,2,2,1,4,2,2,1,1,1,2,1,1,1,1,1,1,3,2,3,1,4,4,3,1,2
出口,でぐち,デグチ,3,4,4,3,4,4,3,3,5,3,2,3,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,3,3,3,3,4,1,3,4,4,3,3,4,4,4,4,4,1,3,2,3,3,3,2,3,3,3,3,4,4,4,3,4,3,3,3
出番,でばん,デバン,3,3,3,3,4,4,3,4,3,2,4,3,4,3,3,2,4,1,3,3,3,3,4,4,4,2,4,4,3,4,4,4,3,4,4,3,3,1,2,4,3,4,4,4,4,2,3,4,4,3,4,1,2,2,2,2,4,2,2,4,2,3,4,4,1,3,4,3,3,3
分割,ぶんかつ,ブンカツ,3,3,3,3,3,4,3,3,3,2,3,2,4,3,2,4,2,2,3,4,4,2,2,2,2,2,2,1,2,2,2,1,2,3,3,3,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,1,5,5,3,4,4,3,4,4,4,4,3,2,1,3,2,4,3,3
切ら,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
初日,しょにち,ショニチ,3,4,3,4,4,4,4,3,3,4,3,3,4,4,4,3,3,3,3,3,4,3,4,4,4,2,3,4,3,3,3,4,3,3,3,3,3,2,2,3,1,4,4,4,3,3,3,2,3,4,4,1,3,2,4,3,3,3,3,3,3,4,3,3,1,3,4,3,3,3
加速,かそく,カソク,3,3,3,2,3,4,3,4,4,2,2,2,3,3,2,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,1,3,3,3,2,3,3,2,3,4,3,4,4,3,1,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,3,4,4
勘弁,かんべん,カンベン,3,3,3,2,3,4,3,3,3,3,3,3,2,3,3,1,4,3,1,2,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,1,3,4,4,4,4,4,4,1,4,4,4,4,4,2,2,2,2,2,4,3,2,2,2,3,4,4,1,3,4,1,3,3
同期,どうき,ドウキ,3,4,4,3,3,4,3,4,3,4,4,3,3,4,3,4,3,2,2,3,3,4,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,4,3,3,3,3,2,3,2,1,3,1,4,4,4,4,4,3,4,4,4,3,3,2,4,3,2,4,3,3
品質,ひんしつ,ヒンシツ,3,2,2,3,3,4,3,3,3,3,2,2,3,2,3,3,2,2,4,4,4,2,2,3,3,2,2,1,2,2,2,1,2,2,3,4,2,2,1,1,1,2,2,2,1,3,2,3,1,2,2,1,4,4,3,4,4,3,4,4,4,4,3,2,1,2,2,3,3,4
回路,かいろ,カイロ,3,2,1,3,3,4,3,3,3,2,3,2,3,2,2,4,3,1,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,1,3,2,1,2,2,2,2,3,2,3,2,4,3,1,4,4,3,4,4,3,4,4,5,3,3,3,5,3,3,3,3,4
土産,みやげ,ミヤゲ,3,4,4,4,4,4,4,3,5,4,4,5,4,4,5,2,3,4,2,4,2,3,2,4,4,3,4,4,4,4,4,4,2,3,3,3,2,1,3,3,3,3,3,3,3,2,2,3,2,2,3,2,4,2,4,4,3,3,3,3,3,4,4,2,1,3,4,2,2,2
夜中,よなか,ヨナカ,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,3,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,3,4,4,2,3,1,4,3,4,4,4,4,4,4,4,3,4,3,3,1,4,2,4,4,4,3,4,4,4,3,3,4,1,4,4,2,3,3
妖精,ようせい,ヨウセイ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,3,2,2,3,2,3,4,4,4,4,5,4,3,5,5,4,4,4,4,3,4,2,4,3,1,2,3,3,2,2,3,3,2,3,4,2,1,1,1,1,1,3,1,1,1,3,4,4,1,4,4,3,4,3
完結,かんけつ,カンケツ,3,3,3,4,3,4,4,3,3,3,3,2,3,3,3,3,2,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,3,2,4,3,2,2,3,2,1,3,3,3,3,3,2,4,3,3,3,3,2,1,2,3,3,3,3
定,じょう,ジョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,1,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,1,2,2,4,2,2,1,2,1,2,4,3,3,3,3,3,3,2,3,3,3,2,2,4,1,3,2,4,2,2
屋敷,やしき,ヤシキ,3,3,3,3,3,4,3,3,3,2,3,3,4,3,2,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,1,4,4,3,3,4,3,4,3,4,4,3,4,4,2,3,2,3,3,3,5,3,3,3,3,5,4,1,4,4,4,3,3
情熱,じょうねつ,ジョウネツ,3,2,3,2,3,4,3,3,3,3,3,2,3,2,2,3,3,4,3,3,3,3,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,2,4,3,1,3,3,3,3,3,3,4,3,3,3,1,3,2,3,3,3,2,3,3,4,3,3,4,3,3,4,3,3,3
押す,おす,オス,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,1,5,4,4,4,4,4,4,5,4,4,5,4,4,4,5,1,1,3,5,1,4,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,5,5,4,5,5
抽選,ちゅうせん,チュウセン,3,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,3,1,4,4,4,3,2,2,2,1,2,3,1,2,2,3,2,2,1,3,2,2,1,2,1,3,2,3,2,2,1,2,1,1,2,1,3,2,3,3,3,2,3,3,3,4,2,2,1,1,2,3,3,3
揺れ,ゆれ,ユレ,3,3,3,2,3,4,4,4,4,2,2,2,3,2,3,2,2,1,3,3,3,1,2,2,2,2,3,1,1,3,3,1,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,4,4,3,3,5,3,3,3,3,2,3,2,1,3,3,2,3,3
損失,そんしつ,ソンシツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,4,3,3,2,1,2,2,1,3,2,2,2,3,2,2,2,2,3,1,3,4,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,3
摂取,せっしゅ,セッシュ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,2,3,2,4,4,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,1,2,2,2,2,2,3,2,2,3,2,1,3,3,3,3,3,2,3,3,3,3,3,3,4,2,3,3,2,3
暑,しょ,ショ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,4,3,1,3,1,1,1,3,3,3,4,4,4,3,1,1,1,4,1,2,2,3,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,3,3
暴れ,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
朝食,ちょうしょく,チョウショク,3,3,3,4,3,4,3,3,3,4,4,3,4,3,4,2,3,3,4,4,4,3,4,4,4,4,3,3,4,3,3,3,4,4,4,3,3,1,4,3,4,3,4,3,3,3,4,3,4,4,3,1,3,2,4,3,3,3,4,3,3,3,4,4,1,4,4,2,2,3
村上,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,3,2,1,1,3,1,1,2,1,1,3,4,1,1,4,1,3,3,1,3,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,4,3
水素,すいそ,スイソ,3,3,3,2,3,4,3,3,3,4,2,2,2,3,3,4,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,1,3,3,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,3,2,2,2,5,2,2,3,2,2,1,2,2,3,3,3
決意,けつい,ケツイ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,3,1,4,3,4,4,4,4,3,4,4,4,4,4,3,1,3,2,3,3,4,2,3,3,3,3,4,3,4,4,4,4,3,4
泣く,なく,ナク,3,4,5,4,3,4,3,5,4,4,5,5,4,4,5,5,5,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,3,5,4,4,4,4,4,4,4,5,5,4,5,5,3,4,4
泥,どろ,ドロ,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,3,5,3,4,3,3,4,4,3,3,3
満載,まんさい,マンサイ,3,2,2,3,3,4,3,4,3,2,2,2,4,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,4,3,2,1,2,2,2,2,2
珍しく,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
疾患,しっかん,シッカン,3,2,2,3,4,4,3,3,3,2,3,2,3,3,2,4,2,2,3,4,4,2,2,3,3,2,1,1,2,1,1,1,1,3,3,3,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,4,2,2,1,2,2,3,3,3
砂,すな,スナ,3,3,3,4,4,4,5,3,3,2,4,2,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,2,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,2,4,5,3,3,4,3,3,3,4,4,5,4,4,4,4,4
移民,いみん,イミン,3,2,1,2,4,4,3,3,3,2,2,2,3,2,2,4,2,2,3,3,3,2,3,3,3,2,1,1,2,1,1,1,1,3,3,4,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,3,3,3,3,3,2,3,3,3,2,2,3,1,2,2,3,3,3
稀,まれ,マレ,3,2,2,3,3,4,3,3,3,3,3,2,2,2,3,3,2,4,4,3,4,4,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,2,3,1,3,2,3,2,3,3,3,2,4,2,4,3,3,3,3,3,4,3,3,3,3,4,2,3,3,3,3,2,3
紳士,しんし,シンシ,3,2,2,2,3,4,3,3,3,2,3,2,2,3,2,2,3,4,3,3,2,2,3,3,3,4,3,3,4,3,3,3,3,4,4,3,3,1,4,3,1,2,3,3,2,3,3,3,3,2,3,2,2,2,3,2,2,2,4,2,2,3,3,3,1,4,3,3,2,2
絶滅,ぜつめつ,ゼツメツ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,2,2,3,3,3,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,1,3,2,3,3,3,2,3,3,3,2,2,3,5,2,2,3,3,3
脱,だつ,ダツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,3,2,2,2,2,2,3,1,2,3,1,1,2,2,4,4,3,4,1,2,2,1,2,2,3,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,3,2,3,1,2,3,3,2,2
自作,じさく,ジサク,3,2,2,2,4,4,3,3,3,2,2,2,3,3,2,3,1,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,3,3,2,3,2,3,3,2,3
著者,ちょしゃ,チョシャ,3,3,3,2,4,4,3,3,4,2,3,2,4,3,3,3,1,4,4,4,4,2,3,3,3,3,1,2,3,1,1,2,1,2,2,4,2,3,3,1,1,2,3,4,1,5,3,2,1,2,1,1,3,4,3,3,3,3,3,3,3,3,2,3,1,4,2,3,3,3
薬物,やくぶつ,ヤクブツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,3,3,3,4,4,2,2,1,2,2,2,1,2,4,4,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,3,3,3,3,2,3,4,2,2,3,2,3
虹,にじ,ニジ,3,2,2,2,4,4,3,4,3,2,2,2,3,2,3,3,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,2,3,3,3,2,3,3,3,1,3,2,2,3,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3,1,3,2,3,2,3
装着,そうちゃく,ソウチャク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,3,4,2,3,3,3,2,2,2,2,2,2,3,2,2,2,3,4,1,2,2,1,2,3,2,2,2,3,3,3,3,2,1,3,3,2,3,3,2,3,3,3,4,3,3,4,3,3,4,3,3
見方,みかた,ミカタ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,3,2,3,2,1,3,1,1,1,1,1,1,3,2,2,4,2,1,3,2,1,3,3,2,2,4,3,3,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,4,4
言,げん,ゲン,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,3,5,3,3,2,5,4,4,4,4,2,4,4,2,2,4,4,5,5,4,3,3,5,5,4,3,3,4,4,4,3,3,3,3,3,2,2,3,2,2,2,3,2,2,2,3,3,4,4,4,3,3,3,3
誇り,ほこり,ホコリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,3,3,1,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,1,1,4,3,4,4,3,4,3,3,4,3,3,4,3,4,4,4,3,3,3,4,3,4,3,4,4,4,3,4,3,3,3
誠,まこと,マコト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,4,4,4,3,1,4,1,1,3,4,4,3,2,3,3,3,2,3,4,3,4,3,2,3,4,2,2,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,4,3,3
調,ちょう,チョウ,3,3,2,2,4,4,3,3,3,2,3,2,4,3,2,3,2,5,1,3,2,2,3,2,2,3,1,2,3,1,2,2,2,2,2,3,2,4,3,2,4,2,2,3,2,4,2,2,2,1,3,3,4,4,3,4,4,3,4,4,4,3,2,3,3,3,2,4,2,2
負傷,ふしょう,フショウ,3,2,2,3,3,4,3,3,3,2,2,2,3,2,2,4,3,3,2,3,3,2,3,4,4,3,4,2,3,4,4,2,3,4,4,3,1,1,3,3,1,3,3,3,3,2,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,4,2,2
貼り,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
賠償,ばいしょう,バイショウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,4,4,2,2,3,3,2,1,1,2,1,1,1,1,2,2,4,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,3,2,2,2,2,2,2,4,3,2,1,2,2,3,3,3
贅沢,ぜいたく,ゼイタク,3,4,4,3,4,4,3,3,3,3,4,3,4,3,4,2,3,4,3,3,4,3,2,2,3,3,3,3,4,2,2,3,3,3,3,3,4,1,3,3,4,3,3,3,3,3,4,3,4,4,2,3,3,2,4,3,3,3,3,3,3,4,4,2,1,3,4,2,3,3
転職,てんしょく,テンショク,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,2,3,1,3,3,5,3,3,3,3,2,2,3,2,2,2,3,1,2,2,4,2,1,1,2,1,3,2,4,3,3,2,2,2,1,3,1,3,2,3,3,4,2,3,3,4,4,2,3,1,2,2,2,3,4
近代,きんだい,キンダイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,3,4,3,1,2,2,2,4,2,1,4,2,2,1,2,2,2,4,2,4,3,1,1,1,2,2,2,4,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,3,2,2,1,3,2,4,3,3
遅,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,1,5,5,3,1,1,1,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
遺体,いたい,イタイ,3,3,3,2,3,4,3,3,3,2,4,2,2,3,3,4,4,1,3,3,3,4,4,4,4,4,3,2,4,3,3,2,3,5,4,3,1,1,4,3,1,4,3,3,4,3,3,3,2,2,3,4,3,2,2,3,3,4,3,3,3,2,3,4,4,4,3,3,2,2
重大,じゅうだい,ジュウダイ,3,3,3,2,3,4,3,3,3,2,2,4,2,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3,4,3,3,3,3,4,4,4,3,1,4,3,4,4,4,3,4,4,4,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3
隠す,かくす,カクス,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,5,1,4,4,4,5,5,5,5,5,5,4,5,5,5,4,5,1,1,3,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,3,4,4,3,4,3,3,3,4,5,5,4,5,5,4,4,4
雄,おす,オス,3,3,4,2,3,4,4,3,3,3,4,2,3,4,3,4,3,4,4,4,2,4,4,3,3,4,4,5,4,4,4,5,3,2,2,3,4,2,4,3,1,2,2,3,3,3,2,2,2,2,5,4,3,3,4,3,4,3,3,4,3,3,3,4,3,3,4,4,2,2
願っ,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
