word,hiragana,katakana,NETFLIX_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
前任者,ぜんにんしゃ,ゼンニンシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
効果音,こうかおん,コウカオン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4
即時,そくじ,ソクジ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,3,3,2,3,3,2,3,3,3,2,2,2,1,2,2,2,2,1,2
同郷,どうきょう,ドウキョウ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,3,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,3,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1
呪術,じゅじゅつ,ジュジュツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,3,3,2,3,3,3,3,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,3,1,3,2,2,2,1,1
増し,まし,マシ,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,1,3,3,4,2,2,4,4,4,4,4,1,2,2,2,2,4,2,3,2,1,3,4,2,1,2,3,3,3,3,3,2,3,3,3,3,2,4,1,3,3,4,1,2,2
売り払う,うりはらう,ウリハラウ,2,2,2,3,3,4,3,3,3,3,3,2,2,3,2,1,2,1,1,2,2,2,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,2,1,1,1
夕焼け,ゆうやけ,ユウヤケ,2,4,3,4,4,4,3,3,4,4,2,3,3,4,4,1,2,1,2,2,2,2,2,1,2,2,1,2,3,1,1,2,3,2,2,2,3,1,2,2,2,1,2,2,1,3,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2
大がかり,おおがかり,オオガカリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1
好印象,こういんしょう,コウインショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
安部,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,2,2
寛治,かんじ,カンジ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,3
小っちゃ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
履ける,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
左目,ひだりめ,ヒダリメ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,3,2,2,3,3,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,2,2,2,2
廃業,はいぎょう,ハイギョウ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2
当落,とうらく,トウラク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1
快晴,かいせい,カイセイ,2,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,1,3,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,3,2,2,2,2,1,2,1,2,2,2,1,1,1
恩師,おんし,オンシ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,2,1,1
息づかい,いきづかい,イキヅカイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
扇子,せんす,センス,2,2,1,4,3,4,3,3,3,2,2,4,2,2,3,1,1,3,1,2,3,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1
手合わせ,てあわせ,テアワセ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,3,1,2,3,3,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,2,1,1,1
折り合い,おりあい,オリアイ,2,3,3,3,4,4,3,3,3,3,3,2,4,3,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,3,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2
抹茶,まっちゃ,マッチャ,2,4,4,3,3,4,5,3,4,4,3,4,2,4,4,1,2,1,2,3,3,2,2,1,2,1,1,3,1,1,1,3,2,1,1,2,3,1,2,2,2,1,2,2,3,2,2,4,2,2,2,2,3,2,2,1,2,3,2,1,2,3
携える,たずさえる,タズサエル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,4,2,2,2,1,3,2,2,1,3,1,1,1,1,1,3,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,3,1,3,1,3,2,1,2
日本料理,にほんりょうり,ニホンリョウリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
極寒,ごっかん,ゴッカン,2,2,2,2,3,4,3,3,3,2,2,3,3,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1
歯ごたえ,はごたえ,ハゴタエ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
死亡者,しぼうしゃ,シボウシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
水たまり,みずたまり,ミズタマリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,3,2,2,2,2,2,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2
汪,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
消防隊,しょうぼうたい,ショウボウタイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
煩わしい,わずらわしい,ワズラワシイ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,3,1,3,2
甲羅,こうら,コウラ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2
登録証,とうろくしょう,トウロクショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
神器,じんぎ,ジンギ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,1,2,2,4,1,2,4,4,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,1,2,1,2,1,2,2,2,1
移せる,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
素振り,そぶり,ソブリ,2,2,2,2,3,4,3,4,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,3,2,2,3,2,2,2,4,2,2,2,3,1,3,2,2,4,1,2,1,2,2,2,2,2,2,2,2,1,4,3,3,2,4,1,1,3
絞れる,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
美夏,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
蛙,かえる,カエル,2,4,4,2,5,4,5,3,4,4,4,2,4,4,4,1,2,4,2,2,1,3,2,1,4,3,3,4,3,3,3,4,2,2,2,3,2,1,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2
行く先,ゆくさき,ユクサキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1
装甲車,そうこうしゃ,ソウコウシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
解毒薬,げどくやく,ゲドクヤク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
解禁,かいきん,カイキン,2,2,2,2,3,4,3,3,4,2,3,2,2,2,2,2,2,1,2,3,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,3,1,1,2,2,1,1,2,1,3,2,2,2,2,2,2,3,1,2,1,1,3,2,2,2,2
あわせる,あわせる,アワセル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,5,5,2,2,2,5,4,4,4,4,5,2,2,3,4,1,1,2,4,1,4,2,2,4,4,5,5,5,4,5,4,4,4,5,5,4,5,3,3,3,5,3,3,3
いかだ,いかだ,イカダ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,3,2,2,2,3,1,2,2,1,1,1,2,1,2,2,3,3,2,3,3,3,2,3,3,3,1,2,2,1,2,1,2,1,1,2
インフラ,インフラ,インフラ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,3,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,3,2,2,3,4
おやま,おやま,オヤマ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1
グラフィック,グラフィック,グラフィック,2,3,2,2,4,4,3,3,3,2,2,2,4,3,2,3,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,3,1,3,1,1,2,2,1,3,3,3,3,3,4,5,3,3,3,1,1,1,2,3,1,3,2,2
グリップ,グリップ,グリップ,2,2,1,4,3,4,3,3,3,2,2,2,4,2,3,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2,2,2,2,3,3
ことわり,ことわり,コトワリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,3,2,2,3,1,2,2,2,2,3,3,2,2,1,1,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,3,1,2,2,3,1,2,2
サボり,サボり,サボリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,3,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2,3,1,1,1
さんぽ,さんぽ,サンポ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,4,4,2,2,1,4,4,3,4,4,3,3,2,4,4,4,4,4,2,4,4,4,2,2,4,2,5,5,5,3,4,4,4,4,2,4,4,4,2,4,3,3,3
タロット,タロット,タロット,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2
チャイルズ,チャイルズ,チャイルズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ちょっと見,ちょっとみ,チョットミ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1
ナレ,ナレ,ナレ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2
につれて,につれて,ニツレテ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,4,1,1,1,1,1,1,2,1,1,3,4,1,4,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1
ピア,ピア,ピア,2,3,3,2,3,4,3,3,3,3,3,2,2,3,3,2,2,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ぶと,ぶと,ブト,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1
へや,へや,ヘヤ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,2,2,1,5,2,5,5,5,5,5,2,2,5,5,5,5,1,5,5,5,2,2,5,4,5,5,4,4,5,4,5,5,2,5,5,2,5,5,4,5,2
ほのめかす,ほのめかす,ホノメカス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1
ロマンチスト,ロマンチスト,ロマンチスト,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ロメ,ロメ,ロメ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ワラ,わら,ワラ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
下げ,さげ,サゲ,2,2,2,2,3,4,3,3,3,3,2,2,3,2,2,3,2,1,1,2,1,2,1,1,1,5,1,1,1,1,1,1,2,4,4,4,2,1,1,2,1,4,3,2,3,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,2,3
不良品,ふりょうひん,フリョウヒン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1
倫太郎,りんたろう,リンタロウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
倶楽部,クラブ,クラブ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,4,2,4,2,2,1,1,2,1,1,4,3,3,2,2,4,4,3,3,5,4,3,3,4,2,4,2,5,4,4,3,4,4,4,4,2,3,1,2,3,4,4,2,2
入店,にゅうてん,ニュウテン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,2,2
刑法,けいほう,ケイホウ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,3,1,2,1,1,1,1,3,2,3,2,2,2,2,2,2,2,2,4,1,1,1,2,1,3,2,2
力石,ちからいし,チカライシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
励み,はげみ,ハゲミ,2,2,1,2,3,4,3,3,3,3,2,2,2,2,2,2,2,1,2,3,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,3,2
十字軍,じゅうじぐん,ジュウジグン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1
単独行動,たんどくこうどう,タンドクコウドウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
台頭,たいとう,タイトウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2
命知らず,いのちしらず,イノチシラズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
喬,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1
在宅,ざいたく,ザイタク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,3,2,1,2,1,1,1,2,3,2,3,3,3,2,3,3,3,3,2,2,1,2,2,2,2,2,3
地元警察,じもとけいさつ,ジモトケイサツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
塩水,しおみず,シオミズ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2
多摩,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,3,2,2,2,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,2,3
夢物語,ゆめものがたり,ユメモノガタリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
大きなお世話,おおきなおせわ,オオキナオセワ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
小清水,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
島津,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,1,3
心室細動,しんしつさいどう,シンシツサイドウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
恒夫,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
愛犬,あいけん,アイケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,1,1,1,1,2,2,2,1,2
手掛ける,てがける,テガケル,2,2,2,3,3,4,3,3,3,2,3,2,2,2,2,3,1,1,3,3,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,2,3,1,2,1,1,2,2,3,2,2
提起,ていき,テイキ,2,2,1,2,4,4,3,3,3,2,2,2,3,3,2,3,1,2,3,3,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,3,1,1,1,2,1,1,2,3,4,3,3,3,3,3,3,3,3,2,1,1,1,2,1,2,2,3
数千,すうせん,スウセン,2,3,3,2,3,4,3,3,3,3,2,3,3,3,2,3,1,3,2,3,2,2,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,3,2,1,1,1,3,3,3,3,3,4,3,3,3,2,1,3,4,3,1,2,1,1,3
未だに,いまだに,イマダニ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,1,3,1,1,1,1,1,1,3,1,1,3,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1
