word,hiragana,katakana,BCCWJ_SUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
エージ,エージ,エージ,2,2,2,2,3,4,3,3,3,2,2,3,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1
怪獣,かいじゅう,カイジュウ,2,3,3,2,3,4,3,3,3,2,3,3,3,3,3,3,4,2,2,2,3,3,3,3,2,3,3,2,3,3,3,2,3,3,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,3,3,3,3,2,3,4,3,3,2,4,4,3
滓,かす,カス,2,3,2,2,3,5,3,4,3,3,3,2,3,3,3,1,4,2,2,2,1,3,2,3,4,3,3,4,2,2,2,2,2,2,2,1,1,1,3,1,3,3,4,3,3,2,4,3,3,4,4,2,2,3,2,2,2,2,2,2,3,3,3,1,2,2,3,2,3,2
凝固,ぎょうこ,ギョウコ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,2,1,1
国歌,こっか,コッカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,3,2,1
賞味,しょうみ,ショウミ,2,3,3,3,3,4,3,3,3,3,3,4,2,3,3,1,1,2,1,3,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,3,2,2,2,2,2,2,3,2,1,1,1,2,2,1,1,2
ステロイド,ステロイド,ステロイド,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,3,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1
損ねる,そこねる,ソコネル,2,2,3,2,3,4,3,3,3,3,3,2,2,2,3,1,3,1,2,2,2,3,3,3,2,3,3,3,3,3,3,3,1,1,1,3,1,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,2,2
沈下,ちんか,チンカ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1
摘発,てきはつ,テキハツ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,3,1,2,2,2,2,2
付随,ふずい,フズイ,2,2,2,3,3,4,3,3,3,2,3,2,3,2,2,3,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,3,3,3,3,3,2,3,3,3,3,2,1,1,1,2,2,3,1,2
無残,むざん,ムザン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,2,3,3,2,4,3,3,2,2,2,1,2,3,1,3,2,1,2,3,2,2,2,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1,3,1,1,1
召し使い,めしつかい,メシツカイ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
ヤンキー,ヤンキー,ヤンキー,2,3,3,2,4,4,3,4,3,2,4,3,2,4,3,2,3,1,1,2,3,2,2,1,1,1,1,2,3,3,4,4,2,2,2,1,3,1,2,1,2,2,3,2,2,2,1,2,1,3,4,2,1,2,2,2,2,2,2,2,3,2,2,1,2,3,3,2,3,3
ライブラリー,ライブラリー,ライブラリー,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,3,3,3,3,3,3,3,1,1,1,1,2,1,3,2,2
威嚇,いかく,イカク,2,3,3,2,3,4,3,3,3,4,2,2,2,4,2,2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,3,3,2,2,2,2,1,3,2,1,2,3,2,2,2,3,2,3,3,2,1,2,1,2,2,2,2,2,2,2,2,3,2,1,3,2,3,2,2,2
異変,いへん,イヘン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2,3,2,2,2,3,1,3,3,3,3,3,3,2,2,4,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,3,2,2,2
織る,おる,オル,2,3,3,3,3,4,3,3,3,4,2,3,2,2,4,2,2,1,2,2,2,2,5,1,3,1,2,2,5,5,2,4,1,1,5,2,1,2,4,3,5,5,5,5,2,5,2,4,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,1,3,2,2
カンジ,カンジ,カンジ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
キャンパス,キャンパス,キャンパス,2,4,3,4,4,4,3,5,3,4,3,2,3,4,4,4,2,1,2,4,2,2,2,1,2,1,1,2,1,1,2,1,3,2,3,2,4,2,1,1,2,1,2,2,2,2,1,1,1,2,3,3,2,4,3,3,3,3,3,3,3,1,2,1,2,3,2,4,2,3
給水,きゅうすい,キュウスイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2
小石,こいし,コイシ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,2,4,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
攻勢,こうせい,コウセイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,2,2,2,2,2,1,3,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,3,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,2
催眠,さいみん,サイミン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,4,3,2,5,1,2,2,1,2,2,2,2,1,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,3,2,2,1,3,3,3,2,1,1
辞儀,じぎ,ジギ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,3,1,3,1,1,1
地場,じば,ジバ,2,3,3,2,4,4,3,3,3,3,3,3,2,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
ＧＫ,ジーケー,ジーケー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
宋,そう,ソウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,5,4,2,5,5,4,5,5,2,5,2,5,5,5,5,2,1,3,3,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,2,2,5,4,2,5
月日,つきひ,ツキヒ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,1,3,2,1,2,3,3,2,3,2,3,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,1
定理,ていり,テイリ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,2,1,1,1,1,2,1,3,1,2
手立て,てだて,テダテ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,3,2,3,2,1,3,3,2,3,2,3,3,2,2,1,2,2,1,2,1,2,1,3,2
手早い,てばやい,テバヤイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,3,2,2,3,2,2,2,3,1,1,1,3,1,3,2,1,2,3,2,1,2,3,2,3,3,2,1,2,1,3,2,2,2,2,2,2,2,3,2,1,3,1,3,1,1,2
点在,てんざい,テンザイ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,1,2,1,3,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,3,3,2,2,1,1,2,2,3,2,2,3,2,2,2,2,3,1,3,2,2,2,2,2,2
跳び,とび,トビ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,3,3,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,3,3,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2
胚,はい,ハイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,4,5,5,2,2,5,5,5,5,5,5,5,5,2,2,2,1,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,2,1,5,5,5,5,1,2,5,5
引き止める,ひきとめる,ヒキトメル,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,2,1,3,2,3,2,3,3,2,2,3,3,2,2,3,2,1,1,1,2,1,3,3,4,3,3,3,3,2,3,3,3,3,2,2,2,1,2,2,2,1,2,2,2,2,3,2,1,2,1,4,1,1,1
他人事,ひとごと,ヒトゴト,2,3,2,3,4,4,3,3,3,2,2,3,4,2,3,1,2,2,3,3,2,2,2,2,1,3,2,3,3,3,2,3,2,2,2,2,1,2,2,1,2,3,3,2,2,4,3,3,4,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,3,1,4,1,2,2
びっしり,びっしり,ビッシリ,2,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,1,1,3,2,2,1,1,1,3,2,2,3,2,2,2,2,1,1,2,4,1,3,1,1,2,2,2,2,1,3,2,2,2,2,4,2,1,2,2,2,3,2,2,2,2,3,1,1,3,1,3,1,2,2
紛失,ふんしつ,フンシツ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,2,3,1,3,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2
アリタ,ありた,アリタ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1
息苦しい,いきぐるしい,イキグルシイ,2,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,3,2,2,2,3,1,1,1,4,1,3,2,3,3,3,2,2,2,3,2,4,4,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,3,1,1,2
感嘆,かんたん,カンタン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,3,1,1,3,1,1,1,3,1,1,2,2,1,3,1,1,1,3,3,1,3,4,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,1,3,1,3,1,1,2
奇怪,きかい,キカイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,2,4,2,2,4,2,2,3,3,2,2,2,2,1,4,2,1,1,2,2,1,3,3,2,2,2,2,1,2,1,2,2,2,3,2,2,2,1,2,3,1,3,1,3,1,1,1
気まずい,きまずい,キマズイ,2,3,3,4,4,4,4,4,3,3,3,3,2,3,3,1,2,1,2,2,2,3,4,4,3,3,3,3,3,3,3,4,1,1,1,3,1,2,3,3,4,4,4,3,2,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,2,4,1,2,2
さして,さして,サシテ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,3,1,1,1,1,1,3,2,1,2,1,1,1,3,1,1,2,3,1,1,1,1,1,2,1,2,1,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1
サワ,サワ,サワ,2,3,3,2,4,4,3,3,3,3,2,2,4,3,3,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
タイマー,タイマー,タイマー,2,3,2,3,4,4,3,4,3,2,3,2,3,3,2,2,2,1,2,3,2,2,2,1,1,1,1,2,2,2,2,1,3,3,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3
破裂,はれつ,ハレツ,2,3,3,3,3,4,3,3,3,3,3,2,2,2,3,2,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,2,2,3,3,3,3,2,1,3,2,3,3,3,1,4,4,3,4,3,4,3,4,3,2,3,3,1,3,2,3,2,2,2
ホリ,ホリ,ホリ,2,3,4,2,3,4,3,3,4,4,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ワジマ,わじま,ワジマ,2,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
上げ,あげ,アゲ,2,2,1,3,3,4,3,4,3,2,2,2,3,2,2,4,2,1,1,2,4,2,2,2,3,2,2,1,2,2,2,2,4,4,4,3,1,4,3,1,3,3,3,3,3,3,2,2,2,3,1,2,1,2,2,2,2,2,2,2,3,3,2,1,2,4,2,2,3,4
葦,あし,アシ,2,2,2,3,3,4,3,3,3,2,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,3,2,3,2,2,2,2,1,1,2,1,1,1,2,1,2,2,3,2,3,1,3,1,1,2,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3
アルファベット,アルファベット,アルファベット,2,3,2,3,3,4,3,3,3,2,3,2,3,2,3,3,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2,1,2,2,2,3,3,4,3,3,4,3,3,3,3,3,2,2,1,2,2,2,4,3,3
一門,いちもん,イチモン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,2,1,2,2,2,1,3,3,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,3,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,1
追い越す,おいこす,オイコス,2,2,3,2,3,4,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2
オオウチ,おおうち,オオウチ,2,3,2,4,3,4,3,3,3,3,4,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
軌跡,きせき,キセキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,4,2,2,2,2,2,3,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,4,4,2,3,3,3,3,3,3,3,3,1,1,2,2,3,3,2,1
協,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,1,1,1,1,3,1,3,2,2
ぎゃあ,ぎゃあ,ギャア,2,3,3,4,3,4,4,3,3,2,4,4,2,3,4,1,3,1,2,1,1,2,2,3,2,4,4,3,3,4,3,3,2,1,1,1,1,1,4,1,2,3,4,2,1,2,3,3,2,3,4,2,1,2,2,2,2,2,2,2,3,1,2,1,2,1,1,1,1,1
心当たり,こころあたり,ココロアタリ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,4,1,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,1,2,3,4,4,4,3,4,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,4,3,3,3,3,4,1,1,2
将,しょう,ショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,3,2,3,3,3,4,3,3,3,3,3,3,4,4,4,2,1,4,3,3,3,2,2,3,2,2,2,2,2,4,4,4,2,1,2,2,2,3,2,2,2,2,4,4,4,4,3,3,4,3,2
儒教,じゅきょう,ジュキョウ,2,2,2,2,3,4,3,3,3,3,2,3,2,3,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2
透ける,すける,スケル,2,2,2,3,3,4,3,3,3,2,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,1,1,1,4,1,2,2,1,2,3,2,2,1,3,1,3,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2,1,3,1,3,3,3,3
ステー,ステー,ステー,2,2,3,3,3,4,3,3,3,3,2,2,3,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,4,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,1
背広,せびろ,セビロ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,2,3,1,1,4,1,1,1,2,1,1,2,1,1,3,1,1,2,2,1,3,1,2,1,1,1,1,1,2,2,2,2,4,2,2,5,2,1,1,2,1,3,1,2,1,2,1
タケムラ,たけむら,タケムラ,2,2,2,2,3,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
鎮痛,ちんつう,チンツウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,4,2,2,2,2,2,2,1,1,1,2,1,2,1,1
積み重ね,つみかさね,ツミカサネ,2,3,3,3,3,4,3,3,3,3,2,2,3,2,3,2,2,1,3,3,1,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,1,2,1,2,2,2,2,4,2,2,2,2,2,1,2,2,3,1,2,3
ノブ,ノブ,ノブ,2,3,3,4,3,4,5,3,3,2,3,3,2,3,3,2,2,1,2,2,2,3,2,1,3,1,1,3,2,2,3,2,2,2,2,1,1,3,2,1,2,2,2,2,1,2,1,2,1,2,4,1,1,1,1,1,1,1,1,1,3,3,3,1,3,2,3,2,2,2
麩,ふ,フ,2,3,3,3,3,4,3,3,3,3,2,2,2,2,3,3,1,2,2,2,1,1,4,2,1,3,3,1,5,5,5,1,3,3,4,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,4,4,4,1,1,5
節目,ふしめ,フシメ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,2,3,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3
変質,へんしつ,ヘンシツ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,2,2,1,2,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,2,3,1,3,2,2,3,2,2,1
道程,みちのり,ミチノリ,2,2,3,2,3,4,3,3,4,2,3,2,2,2,2,1,1,3,3,3,1,1,1,3,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,3,2,1,2,2,1,1,3,2,3,3,3,3,4,3,3,2,3,1,1,2,1,3,1,1,1
盛り,もり,モリ,2,4,4,4,3,4,4,3,3,4,3,3,4,4,4,3,2,1,2,3,1,2,2,2,3,2,3,3,2,2,3,2,2,2,3,3,4,1,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,4,2,2,1,2,3,3,2,2,3
モン,モン,モン,2,4,3,4,3,4,3,3,3,2,4,5,2,2,4,3,4,1,1,1,1,4,3,1,3,1,1,3,3,3,3,4,3,3,4,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,2,4,1,3,4,3,3,4,2
遊牧,ゆうぼく,ユウボク,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
力量,りきりょう,リキリョウ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,2,2,2,1
冷水,れいすい,レイスイ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,3,1,1,3,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2
アリストテレス,アリストテレス,アリストテレス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2
威張る,いばる,イバル,2,2,2,2,3,4,3,3,3,2,3,3,3,2,2,1,2,1,1,1,2,2,2,2,3,2,3,3,2,2,2,2,1,1,1,2,1,3,2,1,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1
オザキ,おざき,オザキ,2,3,3,2,4,4,3,3,3,3,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1
解禁,かいきん,カイキン,2,2,2,2,3,4,3,3,4,2,3,2,2,2,2,2,2,1,1,3,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,3,2,2,1,1,3,2,2,2,2
買い取り,かいとり,カイトリ,2,2,2,3,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,2,1,1,2,1
霞む,かすむ,カスム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,2,2,2,2,2,3,2,2,2,3,1,1,1,3,1,4,2,3,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,1,2,2,2,2,3,2,1,2,1,3,1,1,1
