word,hiragana,katakana,YOUTUBE_FREQ_V3_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
完璧,かんぺき,カンペキ,4,4,3,4,3,3,4,4,5,5,1,5,3,4,4,4,4,4,4,4,5,5,4,2,3,4,2,1,2,4,5,4,4,4,3,4
仮想,かそう,カソウ,4,2,3,1,2,2,4,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,3,2,1,3,2,3,3
人材,じんざい,ジンザイ,4,3,3,3,2,3,4,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,2,1,3,3,1,2,3,4,3,1,3,3,3,4
項目,こうもく,コウモク,4,4,4,2,2,4,4,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,3,1,2,2,1,3,3,3,2,4,3,3,5,4
ライト,ライト,ライト,4,3,4,4,1,3,4,3,4,4,1,1,3,1,1,4,4,4,3,3,4,4,1,5,3,3,4,3,2,3,4,4,4,3,4,4
手前,てめえ,テメエ,4,4,3,3,4,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,4,1,4,3,2,3,3,4,3,1,4,4,3,4
がんばる,がんばる,ガンバル,4,5,1,4,1,5,5,4,3,4,5,5,3,5,5,4,4,4,4,4,1,1,5,1,2,3,5,2,2,5,3,4,4,5,2,4
じ,じ,ジ,4,5,4,5,5,2,2,5,5,4,5,4,5,4,4,5,4,4,4,5,5,5,4,2,5,4,1,5,5,4,5,3,4,4,5,5
貰う,もらう,モラウ,4,5,3,3,1,5,5,5,2,2,5,5,4,5,5,5,2,3,2,4,1,1,5,1,4,5,5,4,2,5,2,4,4,5,3,4
エンド,エンド,エンド,4,3,3,4,1,2,3,2,2,3,1,1,2,1,1,3,3,3,3,2,3,3,1,4,2,2,3,2,1,3,2,1,3,3,3,5
キャンペーン,キャンペーン,キャンペーン,4,3,4,2,1,2,4,2,2,2,1,1,1,1,1,2,1,1,2,2,2,3,2,3,1,2,3,1,2,2,2,1,2,2,4,4
げ,げ,ゲ,4,1,3,5,2,1,3,4,4,4,1,1,5,1,1,1,4,4,4,5,5,5,1,1,4,4,5,5,5,1,4,4,5,1,4,4
初,ぞめ,ゾメ,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,3,5,5,4,4,4,4,4,5,4
約束,やくそく,ヤクソク,4,4,4,5,5,4,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4,4,5,5,5,5,5,4,4
そば,そば,ソバ,4,2,3,5,5,2,3,2,5,5,3,2,5,2,3,5,4,4,5,4,4,4,4,2,2,4,5,4,4,2,4,3,4,2,3,3
自ら,おのずから,オノズカラ,4,3,5,4,1,4,4,4,4,4,1,4,4,4,3,4,4,4,4,5,4,4,4,3,5,4,3,4,4,5,4,5,5,5,5,4
構築,こうちく,コウチク,4,2,4,3,2,3,4,2,2,3,1,3,2,3,2,3,3,3,2,2,4,4,2,1,2,2,1,2,3,4,2,3,3,3,4,4
使い方,つかいかた,ツカイカタ,4,1,1,3,1,3,4,3,3,1,1,1,3,1,1,1,1,1,1,3,1,1,4,1,3,4,1,2,3,1,3,3,1,1,2,4
伴う,ともなう,トモナウ,4,2,4,3,1,4,4,4,3,3,4,3,4,3,3,4,3,3,3,4,1,1,3,1,4,3,3,5,5,4,3,4,4,4,5,4
レン,レン,レン,4,2,3,3,1,1,2,1,3,2,1,2,3,3,4,1,3,3,4,3,3,3,1,2,1,2,3,3,2,2,3,1,4,1,3,2
アイテム,アイテム,アイテム,4,2,4,3,1,3,4,2,3,3,1,1,2,1,1,2,3,3,3,3,2,2,4,4,2,3,5,1,2,5,3,5,3,3,4,3
登る,のぼる,ノボル,4,1,2,4,1,1,3,4,4,4,1,1,4,1,1,4,4,4,3,4,1,1,4,3,5,4,4,3,3,1,4,1,4,1,3,4
保護,ほご,ホゴ,4,4,5,3,4,4,5,4,4,4,1,4,4,4,3,4,4,4,4,3,5,5,3,3,3,3,2,4,4,4,4,4,4,4,4,4
ただし,ただし,タダシ,4,3,5,4,1,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,2,5,4,4,5,3,3,1,4,4,4,1,5,4
巻く,まく,マク,4,4,1,4,1,4,3,4,4,4,5,4,4,3,4,4,3,3,4,4,4,4,4,1,4,3,5,4,4,4,4,1,4,4,3,4
気分,きぶん,キブン,4,4,3,4,5,4,5,4,5,5,1,5,5,4,5,5,4,4,5,5,5,5,5,1,5,4,1,4,4,5,5,5,5,5,3,4
弾,だん,ダン,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4,4,4,4,3,4,4,5,4,3,5,4
温度,おんど,オンド,4,4,4,3,3,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,4,4,4,3,3,3,4,4,4
毎回,まいかい,マイカイ,4,4,3,3,2,3,4,3,4,4,1,4,2,3,3,2,3,3,3,3,3,3,4,3,2,3,1,1,1,4,4,3,3,3,3,4
おめでとう,おめでとう,オメデトウ,4,1,1,5,1,1,4,4,5,1,1,1,3,1,1,1,1,1,1,4,1,1,4,2,3,4,5,1,1,1,5,5,1,1,1,4
うー,うー,ウー,4,5,1,1,1,3,1,1,1,3,1,5,1,5,5,1,4,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
オイル,オイル,オイル,4,4,3,2,1,3,4,1,3,3,1,1,2,1,1,2,3,3,3,3,3,3,1,3,1,2,4,2,2,3,3,4,2,3,3,3
小,さ,サ,4,5,5,4,5,5,4,1,4,4,5,4,5,4,5,5,4,4,5,4,4,4,4,5,1,5,4,5,5,4,5,4,5,4,5,4
たつ,たつ,タツ,4,5,2,4,3,5,3,5,4,4,5,5,5,5,5,5,4,4,4,4,2,2,5,1,5,4,5,5,5,5,4,3,4,5,3,4
猫,ねこ,ネコ,4,5,3,4,4,4,4,4,4,4,1,4,5,5,5,5,5,5,5,4,4,4,5,3,4,4,3,4,4,4,4,1,5,5,4,4
まさか,まさか,マサカ,4,4,2,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,2,5,5,4,5,5,1,4
身体,しんたい,シンタイ,4,3,4,3,5,4,4,2,3,3,1,3,5,3,3,1,3,3,3,5,4,4,5,3,5,3,4,4,4,5,3,5,5,5,4,4
年齢,ねんれい,ネンレイ,4,4,4,3,4,4,5,4,4,4,1,4,4,3,3,4,3,3,3,3,4,4,4,4,4,3,1,4,4,4,4,1,4,4,4,4
到着,とうちゃく,トウチャク,4,3,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,3,3,4,4,4,4,4,4,4
無駄,むだ,ムダ,4,4,2,5,4,3,4,4,4,4,1,4,4,5,4,4,5,5,4,4,5,5,5,1,4,4,3,3,3,5,4,5,4,5,2,4
暑い,あつい,アツイ,4,5,2,4,1,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,1,1,4,1,4,4,4,4,4,4,4,3,4,4,2,4
思考,しこう,シコウ,4,4,3,3,3,3,4,2,3,3,1,3,4,3,3,4,3,3,3,4,4,4,4,2,4,3,1,3,3,4,3,5,4,4,3,4
店舗,てんぽ,テンポ,4,4,5,3,2,3,5,3,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,2,3,3,2,4,3,3,5,4
う～ん,-,-,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1
空く,すく,スク,4,5,1,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,1,4,1,4,4,4,2,2,4,4,3,4,4,2,4
ヤツ,ヤツ,ヤツ,4,2,1,3,1,1,1,5,3,5,1,1,1,2,1,1,5,5,5,3,5,5,1,1,4,5,1,1,1,1,3,5,4,1,1,3
鏡,かがみ,カガミ,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,2,4,4,3,5,5,4,4,4,4,4,4,3
ゴール,ゴール,ゴール,4,3,4,4,1,3,4,3,4,4,1,1,3,1,1,3,4,4,4,3,3,3,1,3,3,4,4,3,3,3,4,4,3,3,4,4
工夫,くふう,クフウ,4,4,3,3,4,3,4,3,3,3,1,3,3,3,2,4,3,3,3,3,2,2,3,1,3,3,3,3,4,3,3,1,3,3,3,4
ワーク,ワーク,ワーク,4,4,3,1,1,3,4,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,3,1,1,2,3,1,2,2,3,2,2,3,3
久しぶり,ひさしぶり,ヒサシブリ,4,1,1,5,1,1,4,5,4,1,1,1,4,1,1,1,1,1,1,4,1,1,5,1,4,5,3,1,1,1,4,4,1,1,2,3
充電,じゅうでん,ジュウデン,4,4,3,2,1,2,4,2,3,3,1,3,1,2,2,2,2,2,2,2,3,3,3,1,1,2,1,1,2,2,3,3,2,2,3,5
マーク,マーク,マーク,4,4,4,4,1,3,4,3,4,4,1,1,3,1,1,4,4,4,3,3,4,4,1,5,3,3,4,3,3,3,4,5,3,3,4,4
一瞬,いっしゅん,イッシュン,4,4,2,4,4,3,4,4,4,4,1,4,5,5,4,5,5,5,4,5,4,4,4,1,5,4,2,2,2,5,4,3,5,5,3,4
お知らせ,おしらせ,オシラセ,4,1,1,3,1,1,4,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,2,3,2,1,1,1,2,4,1,1,3,3
複数,ふくすう,フクスウ,4,3,5,3,2,4,5,3,3,4,1,3,3,3,2,3,3,3,2,3,4,4,3,2,3,3,1,4,4,4,3,5,4,4,5,4
ごちそう,ごちそう,ゴチソウ,4,2,1,4,4,2,2,4,4,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,3,4,4,2,2,1,4,3,1,1,1,2
場面,ばめん,バメン,4,4,4,3,4,4,4,2,3,3,1,3,4,3,3,4,3,3,3,4,3,3,4,1,4,3,1,4,4,4,3,1,4,4,4,5
着く,はく,ハク,4,5,2,4,1,4,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,1,4,4,5,3,3,4,5,5,4,4,3,4
気付く,きづく,キヅク,4,5,2,4,1,5,5,5,4,4,5,5,4,5,5,1,5,5,5,5,1,1,4,1,4,4,2,2,2,5,4,4,5,5,3,4
感染者,かんせんしゃ,カンセンシャ,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3
はは,はは,ハハ,4,3,5,5,5,2,2,5,5,3,3,4,5,5,5,3,4,4,4,4,2,2,4,4,5,5,5,5,5,5,5,4,3,5,5,4
児童,じどう,ジドウ,4,4,4,3,3,4,4,4,3,3,1,3,2,2,3,3,2,2,3,1,3,3,1,3,2,2,1,4,4,2,3,1,3,2,4,5
ちっちゃい,ちっちゃい,チッチャイ,4,1,1,3,1,1,1,2,3,3,1,1,1,1,1,1,3,3,4,3,1,1,4,1,1,3,4,1,1,1,3,3,2,1,1,4
デバイス,デバイス,デバイス,4,3,3,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,2,2,4,3,2,2,1,2,3,1,1,1,1,4,2,1,3,4
叩く,はたく,ハタク,4,4,2,4,1,4,4,4,4,4,5,4,5,4,4,4,3,3,3,5,1,1,5,1,5,4,4,2,3,5,4,4,5,5,3,5
たっぷり,たっぷり,タップリ,4,3,1,4,1,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,3,5,1,4,4,5,2,2,4,4,1,4,4,2,3
鍵,けん,ケン,4,4,3,4,4,4,4,4,5,5,1,5,4,4,4,5,4,4,4,4,5,5,4,2,4,4,2,3,3,4,5,5,4,5,3,4
言い方,いいかた,イイカタ,4,1,1,4,1,4,3,4,4,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,4,4,2,4,5,1,4,1,1,1,2,4
まあまあ,まあまあ,マアマア,4,4,1,4,1,2,3,4,4,2,3,2,1,3,3,2,2,2,3,4,3,3,3,1,3,4,5,1,1,3,4,1,3,3,1,4
姿勢,しせい,シセイ,4,4,4,3,4,4,4,3,3,3,1,3,4,3,3,4,3,3,3,4,3,3,4,1,4,3,1,4,4,4,3,4,4,4,4,4
番号,ばんごう,バンゴウ,4,4,5,4,3,4,5,4,4,4,1,4,4,4,4,4,4,4,4,3,5,5,3,2,3,3,1,3,3,3,4,4,4,4,5,4
父,ちち,チチ,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,2,5,5,5,5,4,5,5,5,4
食,しょく,ショク,4,4,4,4,5,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,5,5,3,3,4,4,2,4,4,4,4,4,4,4,4,4
候補,こうほ,コウホ,4,4,5,3,2,3,4,3,4,4,1,4,3,4,4,4,4,4,4,3,4,4,3,1,3,3,1,2,3,4,4,3,4,4,4,3
採用,さいよう,サイヨウ,4,4,5,3,4,4,5,4,3,3,1,3,3,2,3,3,2,2,3,2,3,3,3,2,3,3,1,3,4,3,3,4,3,3,5,4
マイクロ,マイクロ,マイクロ,4,3,4,1,1,2,3,2,2,3,1,1,2,1,1,2,1,1,1,1,3,3,1,2,1,1,2,2,2,2,2,1,2,2,3,3
北海道,ほっかいどう,ホッカイドウ,4,1,5,4,4,4,4,4,3,1,1,1,3,1,1,3,3,3,3,2,1,2,1,5,3,3,1,4,4,1,3,1,3,1,5,4
五,ご,ゴ,4,5,5,4,5,5,4,3,4,5,1,1,5,1,1,5,5,5,5,4,4,4,4,3,5,5,5,5,5,5,4,3,5,5,5,4
アドレス,アドレス,アドレス,4,4,3,2,1,3,5,2,2,3,1,1,2,1,1,2,2,2,3,2,3,3,2,1,2,2,4,1,2,2,2,1,3,3,3,2
エンジン,エンジン,エンジン,4,3,5,4,1,4,4,1,4,4,1,1,4,1,1,4,3,3,3,3,4,4,2,4,1,4,4,4,3,3,4,4,4,3,5,4
楽しめる,-,-,4,1,3,3,1,4,4,1,4,4,1,1,2,1,1,1,3,3,4,3,1,1,4,1,1,1,1,1,2,1,4,4,3,1,2,4
脳,のう,ノウ,4,4,4,4,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,5,2,4,4,5,4,4,4,4,4,4,4,4,4
メートル,メートル,メートル,4,5,5,4,2,4,4,3,4,4,1,1,5,1,1,5,4,4,4,4,4,4,4,3,5,4,5,5,5,5,4,3,4,4,4,4
乾燥,かんそう,カンソウ,4,4,4,2,3,3,4,2,3,3,1,3,3,2,2,3,2,2,2,2,3,3,3,2,2,2,1,4,4,3,3,1,3,3,3,3
毎年,まいとし,マイトシ,4,5,4,4,4,4,4,4,4,4,1,4,3,3,4,4,3,3,4,3,4,3,3,4,3,4,2,4,4,3,4,3,3,3,4,4
結論,けつろん,ケツロン,4,4,4,3,4,4,4,4,4,4,1,4,4,3,3,4,3,3,3,4,4,4,3,1,4,3,1,3,3,4,4,4,4,4,3,4
充実,じゅうじつ,ジュウジツ,4,3,3,3,3,4,4,3,3,3,1,3,3,2,3,3,2,3,3,3,2,2,3,1,3,3,1,2,3,3,2,4,3,3,3,4
袋,ふくろ,フクロ,4,4,3,3,4,4,4,3,4,4,1,4,4,3,4,4,3,3,4,4,4,4,4,1,4,3,2,4,4,4,4,1,4,4,3,4
ありがたい,ありがたい,アリガタイ,4,4,1,4,1,3,2,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,5,3,3,4,4,4,4,4,1,4
自民党,じみんとう,ジミントウ,4,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,3,3
規模,きぼ,キボ,4,4,5,3,3,4,4,3,3,4,1,4,3,3,3,4,3,3,3,3,4,4,3,3,3,3,1,4,4,4,3,3,4,4,5,4
発展,はってん,ハッテン,4,4,5,3,4,4,4,3,3,3,1,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,1,5,5,4,3,4,4,4,4,4
息子,むすこ,ムスコ,4,5,5,5,4,4,4,5,5,5,1,5,5,5,4,5,5,5,4,4,5,5,5,3,5,4,2,3,3,4,5,5,4,4,4,4
吸う,すう,スウ,4,5,2,4,1,4,4,5,4,4,5,4,4,4,4,4,4,4,4,5,1,1,5,1,4,4,4,3,4,4,4,4,4,5,3,4
神社,じんじゃ,ジンジャ,4,4,5,4,4,4,4,3,3,3,1,3,4,3,4,4,3,3,4,4,2,2,3,3,4,3,1,5,5,3,3,1,4,4,5,5
しゃべる,しゃべる,シャベル,4,5,1,4,1,4,4,3,4,4,5,4,4,5,4,4,5,5,4,3,1,1,4,1,3,4,5,3,3,4,4,4,4,5,2,4
主人公,しゅじんこう,シュジンコウ,4,1,1,4,4,3,4,3,3,1,1,1,4,1,1,1,1,1,1,3,1,1,5,4,4,3,1,4,4,1,3,1,1,1,5,5
県民,けんみん,ケンミン,4,2,3,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
向上,こうじょう,コウジョウ,4,2,4,2,3,4,4,2,3,3,1,3,2,3,2,3,3,3,2,2,3,3,3,1,2,3,1,3,4,4,3,3,3,3,4,4
明確,めいかく,メイカク,4,3,4,2,4,4,4,3,3,3,4,3,3,2,3,4,2,2,3,4,4,4,3,1,3,3,1,3,3,4,3,1,4,4,4,4
共同,きょうどう,キョウドウ,4,4,5,2,4,4,4,3,3,4,1,4,4,3,3,4,3,3,3,2,4,4,3,1,3,2,1,4,4,3,3,1,4,3,5,4
社長,しゃちょう,シャチョウ,4,4,5,5,3,4,4,5,5,5,1,5,4,3,4,4,3,3,4,3,4,4,3,4,4,3,1,3,3,3,5,4,4,3,5,4
北朝鮮,きたちょうせん,キタチョウセン,4,3,4,1,1,3,4,1,2,1,1,1,2,1,1,2,1,1,1,1,3,3,1,4,2,1,1,1,2,1,2,3,2,1,4,4
共通,きょうつう,キョウツウ,4,4,4,3,4,4,4,3,3,4,1,4,4,3,3,4,3,3,3,3,4,4,3,1,4,3,1,4,4,4,3,1,4,4,4,4
恋愛,れんあい,レンアイ,4,3,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,3,3,4,4,3,4,4,4,4
結ぶ,むすぶ,ムスブ,4,3,4,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,3,5,5,4,4,4,4,4,5,4
日常,にちじょう,ニチジョウ,4,4,4,3,4,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,1,4,4,4,3,4,4,4,4,4
最終,さいしゅう,サイシュウ,4,5,5,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,3,1,3,4,1,3,3,4,4,5,4,4,5,4
あい,あい,アイ,4,4,3,4,5,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,3,5,3,3,5,4,4,4,4,4,5,3,3
黄色,きいろ,キイロ,4,4,3,3,4,3,3,2,3,3,1,3,3,2,3,4,2,3,3,2,4,4,3,3,2,2,1,4,4,3,3,1,3,3,3,4
風呂,ふろ,フロ,4,5,2,4,4,3,4,4,3,4,1,4,4,4,4,4,4,4,5,4,4,4,5,1,4,4,2,4,4,4,3,3,4,5,3,3
ストレス,ストレス,ストレス,4,4,3,3,1,4,5,4,4,4,1,1,3,1,1,3,3,3,4,3,4,4,4,2,2,3,4,2,2,3,4,4,3,4,3,4
知れる,しれる,シレル,4,5,1,4,1,5,5,4,4,4,5,5,5,5,5,5,4,4,4,5,1,1,4,1,5,5,5,4,4,5,4,5,5,5,3,5
工場,こうじょう,コウジョウ,4,4,5,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,3,3,4,4,3,3,4,3,1,4,4,3,4,5,4,3,5,4
適当,てきとう,テキトウ,4,5,3,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,3,4,1,4,4,3,4,4,4,4,4,4,4,3,4
ほ,ほ,ホ,4,4,3,4,5,4,2,4,4,4,4,2,5,3,3,5,4,4,4,5,3,3,4,2,4,2,1,4,4,2,4,4,4,2,4,4
ちょー,ちょー,チョー,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
すっ,すっ,スッ,4,4,1,1,1,2,3,5,1,3,4,3,1,4,4,4,4,4,4,1,2,2,1,1,4,4,4,1,1,4,1,3,4,4,1,1
山本,やまもと,ヤマモト,4,1,4,4,3,2,2,4,3,1,1,1,4,1,1,3,3,3,4,2,1,1,2,4,4,2,1,3,3,1,3,1,4,1,4,5
確率,かくりつ,カクリツ,4,4,4,3,1,3,4,3,3,4,1,3,3,4,4,3,4,4,4,3,3,3,3,1,3,3,1,2,3,4,3,5,3,4,3,4
他人,たにん,タニン,4,4,3,4,5,4,4,4,4,4,1,4,5,4,4,5,4,4,4,4,4,4,4,1,4,4,1,5,5,4,4,4,5,4,3,4
驚く,おどろく,オドロク,4,4,3,5,1,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,5,1,5,5,4,4,4,5,5,4,5,5,3,4
映る,うつる,ウツル,4,4,2,4,1,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,4,3,3,4,4,1,4,4,3,4
端,はした,ハシタ,4,3,4,3,5,3,3,3,3,3,3,4,4,3,4,5,3,3,3,4,4,3,4,1,4,3,3,5,4,4,3,3,4,4,4,4
アウト,アウト,アウト,4,4,4,4,1,3,4,3,4,4,1,1,2,1,1,3,4,4,4,3,4,4,1,4,2,3,4,3,2,3,4,1,3,4,3,4
る,る,ル,4,1,5,5,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,5,5,5,1,4,1,5,1,5,5,1,5,3,1,1,4,5
ワン,ワン,ワン,4,5,4,4,1,4,4,1,4,5,1,1,3,1,1,4,5,5,5,2,4,4,1,5,1,4,1,3,2,4,4,1,4,4,4,4
丸,がん,ガン,4,5,4,4,5,3,4,1,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,2,1,4,4,4,4,4,4,3,4,4,4,4
える,える,エル,4,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,5,3,5,5,5,5,5,4,5,5,4,4
いき,いき,イキ,4,4,4,3,5,4,4,4,2,3,4,4,2,4,4,5,2,2,3,2,3,3,5,2,5,3,4,4,4,5,2,4,2,5,2,3
教会,きょうかい,キョウカイ,4,3,5,3,3,3,4,3,4,4,1,4,4,3,2,4,3,4,2,4,4,4,3,4,4,3,1,4,4,4,4,3,4,4,5,3
だす,だす,ダス,4,5,2,5,1,5,3,5,4,4,5,5,5,5,5,5,4,4,4,5,1,1,5,1,5,4,5,4,4,5,4,3,5,5,3,4
クルマ,クルマ,クルマ,4,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,5
界,さかい,サカイ,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,5,5,4,3,4,4,3,3,4,4,5,4,4,4,4,1,4,4,5,5
腕,かいな,カイナ,4,4,4,5,5,4,4,4,5,5,1,5,5,5,4,5,5,5,4,5,5,5,5,2,5,4,3,4,4,5,5,5,5,5,4,4
熱,ねつ,ネツ,4,4,4,4,5,4,4,1,4,4,1,4,4,4,4,4,4,4,4,5,4,4,5,2,1,4,2,4,4,4,4,4,4,5,4,4
がち,がち,ガチ,4,4,3,3,2,1,4,2,3,3,3,2,4,3,3,4,3,3,3,4,3,3,1,1,3,3,5,3,3,3,3,3,4,3,3,4
オレンジ,オレンジ,オレンジ,4,4,3,3,1,3,3,3,3,4,1,1,3,1,1,4,3,3,3,2,3,3,3,4,3,2,4,2,2,3,3,1,3,3,3,3
素敵,すてき,ステキ,4,5,2,4,3,4,5,5,4,4,4,5,3,4,4,4,3,3,4,4,5,5,5,1,4,4,4,1,1,4,4,4,4,4,2,4
ばい,ばい,バイ,4,4,2,4,4,2,4,4,3,3,4,2,3,2,2,4,2,2,2,3,4,4,4,1,3,2,3,5,4,5,3,5,2,4,2,3
ヨーロッパ,ヨーロッパ,ヨーロッパ,4,4,5,3,3,4,4,2,3,1,1,1,4,1,1,4,2,2,3,2,4,4,2,5,4,3,4,5,5,1,3,1,4,1,5,4
肩,かた,カタ,4,4,3,4,5,4,4,4,4,4,3,4,5,4,4,5,4,4,4,5,4,4,5,2,5,4,4,4,4,5,4,4,5,5,3,4
左側,ひだりがわ,ヒダリガワ,4,4,3,2,4,3,3,2,3,3,1,3,3,2,2,4,2,2,2,2,3,3,4,1,3,2,1,2,3,3,3,1,3,2,3,4
来週,らいしゅう,ライシュウ,4,4,1,4,2,2,4,4,4,4,1,4,2,3,4,3,3,3,4,3,4,4,3,1,2,4,1,1,1,3,4,1,3,3,1,4
現象,げんしょう,ゲンショウ,4,3,4,3,4,4,4,3,3,3,1,3,4,3,4,4,3,4,4,4,3,3,3,2,4,3,1,5,5,4,3,3,4,4,4,4
同士,どうし,ドウシ,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,4,2,3,4,4,4,4,5,4,4
否定,ひてい,ヒテイ,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,5,4,4
はー,はー,ハー,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,4,4,1,1,2,1,1,1,3,1,1,1,1,1,3,2,1,1,1
ダーマ,だーま,ダーマ,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
すら,すら,スラ,4,4,4,4,1,4,4,4,4,4,5,4,4,5,4,5,5,5,4,5,4,4,1,1,4,4,5,3,3,2,4,4,5,2,4,4
なか,なか,ナカ,4,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,3,3,5,2,5,3,5,5,5,5,4,5,5,5,4,4
うわっ,うわっ,ウワッ,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,1,3,3,1,1,1,5,1,1,1,1,1,4,3,1,1,1
専門家,せんもんか,センモンカ,4,1,1,3,4,3,4,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,3,1,3,3,1,4,1,1,1,1,4
城,き,キ,4,4,5,5,4,4,3,4,5,4,5,4,5,5,3,4,5,5,3,4,4,4,4,3,5,4,1,5,5,5,5,5,5,4,5,5
小池,-,-,4,1,2,3,2,1,1,3,3,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,3,1,2,1,3,2
ドア,ドア,ドア,4,4,4,5,1,4,4,5,5,5,1,1,5,1,1,5,4,4,5,4,5,5,1,3,5,4,5,3,3,4,5,1,5,5,4,4
