word,hiragana,katakana,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3,RSPEER
揚げ,あげ,アゲ,4,4,3,3,4,4,4,4,3,3,3,4,3,4,2,1,1,1,3,2,5,1,2,2,2,1,2,1,1,1,3,1,3,3,3,1,1,5,2,1,2,2,3,2,2,1,2,2,1,3,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,2,2,2,3,4
朝市,あさいち,アサイチ,4,4,4,3,4,4,4,4,3,4,4,3,2,4,1,3,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
味わう,あじわう,アジワウ,4,4,4,3,4,4,4,4,4,3,3,3,4,3,1,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,1,1,3,5,1,4,4,5,4,5,4,4,5,5,5,5,5,4,2,4,3,5,5,4,4,4,4,5,4,4,4,5,4,5,2,4,4,2
厚揚げ,あつあげ,アツアゲ,4,4,3,3,4,4,4,4,2,2,3,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1
アドバイス,アドバイス,アドバイス,4,3,4,4,4,4,4,4,3,3,3,4,3,4,3,3,1,4,4,5,3,4,4,1,2,1,1,3,3,3,4,4,4,4,4,3,1,2,4,4,4,4,4,3,4,4,4,4,3,4,5,4,3,4,3,3,4,4,5,4,4,4,4,3,3,4,3,4,4,4
あはは,あはは,アハハ,4,3,4,4,5,4,4,4,4,3,4,3,4,3,1,1,1,3,3,2,5,1,3,4,1,5,5,3,3,3,4,1,1,1,1,1,1,4,3,5,3,4,5,3,1,4,4,5,4,1,5,1,1,1,1,1,1,1,1,1,3,1,1,4,3,1,1,1,4,1
合わす,あわす,アワス,4,3,4,4,4,4,4,4,4,4,3,3,4,3,1,3,1,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,1,1,1,3,1,3,2,1,3,2,2,3,1,2,2,2,1,3,3,3,4,3,3,3,3,3,3,3,2,3,2,1,2,3,1,2,2,1
アワノ,あわの,アワノ,4,4,3,3,4,4,4,4,2,2,5,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
アンドウ,アンドウ,アンドウ,4,4,3,3,4,4,4,4,4,4,3,3,3,4,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
イイダ,いいだ,イイダ,4,3,3,4,4,4,4,4,4,3,3,4,4,3,1,1,1,1,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1
行かす,いかす,イカス,4,4,3,3,5,4,4,5,4,3,3,4,3,4,1,3,1,1,1,1,1,2,2,2,1,3,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3,3,4,3,3,1,2,2,1,1,2,1,2,2,1
イシノマキ,いしのまき,イシノマキ,4,4,3,3,4,4,4,4,2,2,5,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
伊勢丹,いせたん,イセタン,4,4,3,3,4,5,4,4,3,4,4,3,3,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,2,1,1,1,1,1,2,1,1,2
痛める,いためる,イタメル,4,4,4,3,4,4,4,4,4,4,3,4,4,4,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,1,3,1,3,3,3,3,2,3,3,3,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,1
市場,しじょう,シジョウ,4,4,3,4,4,4,4,4,4,3,4,4,3,4,5,3,4,5,5,5,3,4,4,4,4,2,2,4,2,3,2,3,4,4,5,2,3,4,3,1,3,3,3,3,4,3,4,2,3,3,1,4,4,4,5,4,3,4,4,4,5,4,4,3,4,3,5,4,5,5
一歩,いっぽ,イッポ,4,4,4,3,4,4,4,4,4,4,3,3,4,3,1,2,5,4,3,4,4,1,3,3,1,4,3,4,4,4,3,1,4,4,3,3,1,4,4,1,4,5,4,4,5,5,4,5,5,4,2,4,3,4,4,4,4,4,4,4,2,4,1,4,4,4,1,1,4,1
祝う,いわう,イワウ,4,4,4,3,4,4,4,4,4,3,4,4,3,4,2,3,1,3,3,3,4,4,4,4,3,3,4,3,3,3,4,3,1,1,2,2,1,3,3,1,4,4,4,4,3,3,4,3,4,3,2,2,2,3,2,2,2,2,2,2,3,4,4,1,3,4,3,3,3,3
ういーん,ういーん,ウイーン,4,4,4,3,4,4,4,4,4,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
映す,うつす,ウツス,4,3,3,4,4,4,4,4,4,3,3,4,3,4,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,1,3,3,4,3,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,2
エンジン,エンジン,エンジン,4,4,3,4,4,4,4,5,3,3,4,4,4,3,5,4,1,4,5,4,1,5,4,1,4,1,1,4,3,3,4,3,5,5,4,3,4,1,4,1,3,4,3,4,3,3,4,3,2,4,5,4,5,4,4,4,3,4,4,4,4,3,5,4,4,3,5,5,4,4
遠足,えんそく,エンソク,4,4,3,3,4,4,4,4,3,4,3,4,4,3,1,3,3,2,2,2,3,3,3,3,2,2,4,2,2,2,4,2,2,2,2,1,1,2,3,1,3,3,3,3,2,2,2,2,2,3,1,3,2,3,3,3,2,3,3,3,3,2,2,1,2,3,2,2,2,2
エンド,エンド,エンド,4,4,3,4,4,4,5,4,2,3,5,3,4,3,4,4,1,1,3,4,2,2,3,1,2,1,1,3,3,3,3,2,3,3,3,1,4,2,3,1,1,1,1,1,1,1,1,1,2,2,4,3,4,2,3,3,3,3,3,3,4,3,2,1,3,3,3,5,4,3
応用,おうよう,オウヨウ,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,1,3,3,3,2,4,3,3,3,4,3,2,4,5,3,4,4,4,5,4,4,3,4,2,1,3,3,4,4,4,4
オオハシ,オオハシ,オオハシ,4,4,3,3,4,4,4,5,4,4,3,3,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1
大盛り,おおもり,オオモリ,4,4,4,3,4,4,4,4,4,3,3,3,3,4,1,3,1,2,2,2,3,2,2,2,1,3,2,1,3,3,2,2,1,2,2,2,2,1,2,1,3,2,2,3,1,2,2,2,1,3,1,2,1,2,2,2,1,2,2,2,3,2,2,1,1,3,1,2,2,2
おっかない,おっかない,オッカナイ,4,4,3,3,4,4,4,4,2,3,5,3,3,4,1,2,1,1,1,1,3,2,3,3,2,3,3,2,3,3,3,2,1,1,1,4,1,2,3,1,3,3,3,3,1,2,3,2,3,3,4,2,2,3,2,2,2,2,2,2,1,2,2,1,2,3,1,2,1,1
御襁褓,おむつ,オムツ,4,3,4,3,4,4,4,4,3,4,4,3,3,4,1,1,1,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,3,2,1,1,1,2,1,1,1,1
オリジナル,オリジナル,オリジナル,4,4,4,3,4,4,4,4,4,4,3,4,4,4,5,3,1,3,4,5,4,5,5,1,2,1,1,3,3,3,3,3,3,3,4,3,5,2,3,1,3,3,4,3,3,3,4,3,3,4,5,4,4,4,4,4,4,4,4,4,5,3,5,5,3,3,5,4,4,5
オーケストラ,オーケストラ,オーケストラ,4,4,3,4,4,4,5,4,4,2,3,3,4,3,4,1,1,3,3,3,1,2,2,1,3,1,1,3,1,1,4,1,2,2,3,1,4,3,1,1,1,1,1,2,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,5,3,1,2,1,2,1,4,3,2,2
回数,かいすう,カイスウ,4,3,3,4,5,4,4,4,4,3,3,4,4,3,4,3,2,4,4,4,3,3,3,3,2,3,4,3,3,3,4,3,3,3,4,4,1,2,3,1,3,3,3,3,4,4,4,4,4,3,1,4,5,4,4,5,3,4,5,4,4,4,3,4,3,3,5,4,4,4
柿,かき,カキ,4,3,3,3,5,4,4,4,4,3,3,4,2,4,2,3,4,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,3,1,3,3,4,3,3,3,5,3,3,3,2,2,1,2,2,2,2,3,3
加工,かこう,カコウ,4,3,4,3,5,4,4,4,3,4,3,4,3,4,4,2,2,3,4,4,3,3,4,4,2,2,3,3,2,2,3,2,2,2,4,4,3,2,3,4,3,3,3,3,4,3,4,3,3,3,1,4,4,4,4,4,5,4,4,4,5,4,3,4,3,3,4,4,4,4
カッター,カッター,カッター,4,3,4,4,4,4,4,4,3,4,5,3,3,4,2,3,1,2,2,2,2,2,3,1,2,1,1,3,2,2,3,2,2,3,2,2,1,2,2,1,2,2,3,2,1,2,2,2,1,3,3,2,2,3,2,2,2,2,2,2,3,3,2,4,2,2,2,3,3,2
河童,かっぱ,カッパ,4,4,3,3,5,5,4,4,3,4,4,3,3,4,1,2,3,3,3,2,1,2,2,2,2,2,3,2,2,2,3,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,3,3,3,3,3,3,2,3,3,3,3,2,2,1,3,2,2,2,2,2
からすみ,からすみ,カラスミ,4,4,3,3,4,4,4,4,2,2,5,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
関心,かんしん,カンシン,4,3,4,4,4,4,4,4,4,2,3,4,4,3,4,3,4,5,5,4,3,4,4,4,4,3,3,5,3,3,3,3,4,4,5,3,1,4,2,4,3,3,3,3,5,4,3,3,4,3,1,5,5,5,5,4,5,4,4,5,4,4,4,3,4,4,4,4,4,4
カーテン,カーテン,カーテン,4,4,4,3,4,5,4,4,2,3,4,4,3,4,2,3,1,4,4,3,3,3,3,1,4,1,1,4,2,2,4,3,3,3,3,4,1,4,3,4,3,4,3,3,3,4,2,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,2,3,3,3
外食,がいしょく,ガイショク,4,4,3,3,4,4,4,4,4,3,3,3,3,4,2,2,1,3,3,3,2,3,3,3,2,1,2,2,1,1,2,2,2,2,3,3,1,1,1,4,3,2,3,2,3,2,1,2,1,2,1,3,2,3,3,3,3,3,3,3,3,2,3,1,2,3,2,2,3,3
危機,きき,キキ,4,3,3,4,5,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,5,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
基地,きち,キチ,4,3,4,3,5,4,4,4,3,4,4,3,4,3,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,3,1,4,3,1,3,3,3,3,3,2,3,2,2,4,3,3,2,4,3,3,3,3,3,3,4,3,4,5,4,3,5,4,4,5
却下,きゃっか,キャッカ,4,3,4,4,4,4,4,4,4,3,3,4,3,4,3,3,1,1,3,2,3,3,4,4,2,3,4,2,3,3,4,3,3,3,3,3,1,2,3,1,3,3,3,2,2,3,3,3,4,4,1,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,2,3,2,3
キャリア,キャリア,キャリア,4,3,4,3,4,5,4,4,4,3,3,3,3,4,4,3,1,3,4,5,4,4,4,1,2,1,1,3,2,2,2,2,4,4,4,1,5,2,2,1,4,2,3,3,3,2,2,2,1,3,4,4,4,4,4,4,3,4,5,4,4,2,4,1,3,2,4,4,4,4
休日,きゅうじつ,キュウジツ,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,4,4,3,3,4,4,2,3,3,4,4,4,4,3,4,4,3,4,3,3,1,3,2,4,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,4
気楽,きらく,キラク,4,4,3,4,4,4,5,4,3,3,4,3,4,4,1,3,4,3,3,3,3,3,4,4,3,3,3,4,3,3,4,4,3,3,3,3,1,3,3,4,4,4,4,4,3,4,4,4,4,3,1,3,3,4,3,3,4,3,3,4,3,4,3,3,3,4,1,3,3,3
キリシマ,きりしま,キリシマ,4,4,4,3,4,4,4,4,4,4,4,3,3,4,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
ギター,ギター,ギター,4,4,3,3,4,4,4,4,3,4,3,3,4,4,4,3,1,4,4,4,4,4,4,1,3,1,1,3,2,3,4,3,3,3,4,1,5,3,3,4,3,3,3,4,3,2,3,2,1,4,4,4,2,5,4,4,3,5,4,5,5,2,4,3,3,3,5,4,3,4
ギャル,ギャル,ギャル,4,4,3,4,5,4,4,4,4,2,3,4,3,4,2,2,1,1,2,3,2,2,3,1,2,1,1,2,3,3,3,2,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,3,4,3,2,3,3,3,2,3,3,3,4,2,2,1,2,2,3,1,2,4
クオリティー,クオリティー,クオリティー,4,3,4,4,5,4,4,4,4,4,3,4,3,4,1,2,1,1,2,4,2,2,2,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,3,3,2,3,2,2,2,2,2,2,2,4,2,2,1,1,2,1,3,2,2
悔しい,くやしい,クヤシイ,4,4,3,3,4,4,4,4,4,3,3,3,3,4,1,5,1,4,4,4,4,4,4,4,3,5,5,3,5,5,5,4,1,1,3,5,1,4,4,4,5,5,4,5,3,4,4,5,4,5,4,4,2,5,4,4,3,4,4,4,4,5,4,4,4,5,2,4,4,3
クラヨシ,くらよし,クラヨシ,4,4,3,3,4,4,4,4,2,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
繰り返し,くりかえし,クリカエシ,4,4,4,3,4,4,5,4,4,4,3,3,4,3,4,3,1,4,3,3,2,3,3,3,3,3,4,1,3,3,4,4,3,3,5,4,1,2,3,1,4,4,3,3,4,4,3,4,4,3,2,4,5,4,4,5,3,4,4,4,3,3,3,3,3,3,2,4,4,4
クロダ,くろだ,クロダ,4,4,4,3,4,4,4,4,4,2,4,3,4,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,5,3,1,1,1,1,1,1,1,1,1,1
軽トラ,けいトラ,ケイトラ,4,3,3,5,4,4,5,4,2,2,4,3,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
警備,けいび,ケイビ,4,3,3,4,4,4,4,4,4,2,3,3,4,3,4,4,3,3,4,3,4,4,5,5,4,4,3,4,4,4,3,4,5,5,4,3,2,4,4,4,4,4,3,4,3,3,4,3,3,4,1,4,2,4,3,3,3,3,3,3,3,5,4,4,4,4,4,2,3,4
蹴る,ける,ケル,4,4,3,3,4,5,5,5,3,3,3,3,4,3,1,4,1,4,4,3,5,5,4,4,5,4,4,4,4,4,4,4,1,1,2,5,1,5,4,1,4,4,4,4,2,4,3,4,5,4,5,3,3,4,3,3,5,3,3,3,3,4,5,4,4,4,4,3,3,2
厳密,げんみつ,ゲンミツ,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,2,4,4,3,3,2,3,3,3,3,2,2,3,2,2,2,3,3,3,3,2,1,3,2,1,2,3,2,2,4,3,3,3,4,3,1,4,4,2,4,5,4,5,4,4,4,3,2,3,3,3,3,2,3,1
香,こう,コウ,4,4,3,3,4,4,4,4,3,4,3,3,3,4,3,5,5,3,3,2,4,4,3,3,5,4,5,4,4,4,5,4,2,2,3,3,2,4,3,5,3,3,4,3,3,2,2,2,5,4,5,5,5,2,5,5,3,5,5,5,3,3,4,5,5,3,4,3,3,4
後悔,こうかい,コウカイ,4,4,4,3,4,5,4,4,4,4,3,3,3,4,2,5,4,3,4,4,5,5,5,5,4,5,4,4,5,5,4,5,5,5,4,5,1,4,5,5,5,5,5,5,4,5,5,5,5,5,2,4,2,4,3,4,3,3,5,3,4,4,5,4,4,5,2,4,4,4
講評,こうひょう,コウヒョウ,4,3,3,5,4,4,5,4,2,2,3,4,3,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
コキン,コキン,コキン,4,4,3,3,4,4,4,4,2,2,5,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
コクブンジ,こくぶんじ,コクブンジ,4,4,3,3,4,5,4,4,4,3,3,3,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1
コラボ,コラボ,コラボ,4,4,4,3,4,4,4,5,4,3,3,3,3,4,3,2,1,1,2,4,2,3,3,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,3,2,3,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,3,4,4,4
ゴタンダ,ごたんだ,ゴタンダ,4,3,3,5,4,4,5,4,4,2,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
作,さく,サク,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,4,4,4,3,3,4,5,4,4,3,3,3,2,2,3,4,3,4,3,3,3,3,3,3,5,3,4,5,4,3,5,4,4,5
昨年,さくねん,サクネン,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,5,5,5,3,3,3,3,3,2,2,4,2,2,3,2,4,3,5,2,1,3,3,1,3,3,4,3,3,3,2,2,2,3,1,4,4,5,5,5,5,4,4,4,4,3,3,1,3,2,2,5,5,4
鯖,さば,サバ,4,4,3,3,4,5,4,4,4,4,3,3,4,4,1,2,2,3,3,3,2,2,2,3,1,2,4,3,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,4,2,2,1,2,2,1,1,2,3
酸化,さんか,サンカ,4,4,3,3,4,5,4,4,3,3,3,3,3,4,4,1,1,2,4,3,4,1,3,3,1,3,2,2,3,3,2,1,3,3,3,1,1,3,1,1,3,2,3,3,1,1,2,1,1,2,5,3,2,4,3,3,4,3,3,3,4,2,1,1,2,2,4,2,3,3
サンガネ,さんがね,サンガネ,4,4,3,3,4,4,4,5,2,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三平,さんぺい,サンペイ,4,4,3,3,4,4,4,4,4,3,3,3,3,4,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
ざあ,ざあ,ザア,4,3,4,4,4,4,5,4,3,3,4,4,3,4,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1
シア,しあ,シア,4,3,4,3,4,4,4,4,2,3,4,4,3,4,3,1,1,1,1,1,1,1,4,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,3,1,1,2,3,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,1,1,1,1,1
シゲジ,しげじ,シゲジ,4,3,4,3,4,4,4,4,4,2,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
執行,しっこう,シッコウ,4,1,4,5,4,4,4,4,2,2,3,5,4,2,5,3,3,4,5,4,4,3,4,4,3,3,2,4,3,3,2,2,4,4,4,3,1,3,2,1,3,2,2,3,3,2,3,2,2,3,1,3,3,3,3,3,3,3,3,3,4,3,3,1,3,3,4,3,3,4
しつこい,しつこい,シツコイ,4,4,3,4,4,4,4,4,3,4,3,4,3,4,1,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,5,5,4,5,3,4,5,4,3,4,5,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,1,3,3,3
支店,してん,シテン,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,3,3,3,4,3,4,2,3,3,4,2,1,3,2,2,1,1,4,4,3,2,2,3,2,1,3,2,2,3,3,2,2,2,1,3,1,3,3,4,3,3,3,3,3,3,3,3,2,3,3,2,5,2,3,3
視点,してん,シテン,4,4,3,4,5,4,4,4,4,3,3,4,4,3,4,2,2,5,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,1,3,2,1,3,3,3,2,5,4,4,4,4,3,1,5,5,4,4,4,4,5,4,4,4,4,3,1,4,4,3,5,5,4
縛る,しばる,シバル,4,4,3,4,4,4,4,4,4,3,4,3,3,4,1,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,5,1,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,3,4,4,2
島忠,しまちゅう,シマチュウ,4,3,4,3,5,4,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
喋り,しゃべり,シャベリ,4,4,3,4,5,4,4,4,4,4,4,3,4,3,2,1,1,2,4,2,3,1,4,4,1,3,3,1,2,2,3,1,3,3,2,1,1,4,2,5,3,2,2,2,2,3,2,2,3,1,3,4,3,4,4,4,3,5,5,4,4,4,1,3,3,4,1,2,3,3
シャンハイ,シャンハイ,シャンハイ,4,4,3,3,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,3,3,3,1,1,3,1,1,3,1,1,1,1,3,3,4,2,4,3,1,1,2,1,1,3,2,1,1,1,1,2,1,3,2,4,3,3,5,3,3,5,4,1,3,1,3,1,4,3,3,3
小説,しょうせつ,ショウセツ,4,4,3,3,5,4,4,4,4,4,4,3,3,4,5,4,5,5,5,4,4,4,4,4,5,3,5,5,3,4,5,4,4,4,5,3,5,5,3,4,4,4,4,4,5,5,3,3,4,4,1,5,4,5,4,4,5,4,5,4,5,4,4,1,5,4,5,4,4,5
処分,しょぶん,ショブン,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,3,4,4,4,4,3,4,4,4,4,4,1,4,3,4,4,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4
進学,しんがく,シンガク,4,4,3,4,4,4,4,4,4,2,4,4,3,4,5,3,1,2,4,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,1,2,3,1,3,3,3,3,3,3,1,3,2,3,1,4,3,4,4,4,4,3,4,4,3,2,3,1,3,3,4,2,3,3
深夜,しんや,シンヤ,4,4,3,4,4,5,5,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,4,3,3,4,4,3,4,3,3,4,4,4,3,4,4,3,4,3,3,1,4,3,4,4,3,3,3,3,3,4,4,3,1,4,4,4,4,3,4
