word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
周期,しゅうき,シュウキ,3,2,2,3,3,4,3,3,3,2,2,2,3,2,2,4,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,4,4,3,4,4,4,4,4,4,3,2,2,1,2,3,2,3,2,2
だす,だす,ダス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,5,5,5,4,4,5,5,5,5,5,4,4,4,5,1,1,3,5,1,5,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,3,5,3,5,3,4,4
堂,どう,ドウ,3,4,4,4,3,5,4,4,5,4,4,5,4,4,4,5,4,4,2,4,4,4,4,4,4,4,5,4,4,4,5,4,3,3,4,3,1,4,3,3,3,3,4,3,4,2,2,2,5,2,5,4,3,4,4,3,4,3,5,3,4,3,4,5,4,4,4,5,3,3
裏側,うらがわ,ウラガワ,3,4,3,4,4,4,3,3,4,4,3,3,4,3,4,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,1,3,3,3,3,3,3,2,3,3,3,4,3,3,1,3,3,3,3,3,4,4,3,3,3,3,3,1,3,3,4,2,3,4
見所,みどころ,ミドコロ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,2,3,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,3,2,3,3,3,4,3,3,4,3,2,1,1,1,2,2,2,2,2
拍手,はくしゅ,ハクシュ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,4,4,3,3,5,4,4,4,3,3,4,4,3,3,4,3,3,4,4,3,1,3,4,1,4,4,3,4,3,4,3,3,3,4,2,3,3,3,3,4,2,3,3,3,4,4,4,1,3,3,4,2,4,4
治癒,ちゆ,チユ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,2,1,2,2,1,1,2,2,1,2,3,3,2,4,2,1,2,2,2,2,2,2,4,2,2,2,4,2,1,3,2,3,2,1,2
ストック,ストック,ストック,3,3,3,3,4,4,3,3,3,3,2,4,3,2,3,3,2,1,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,4,2,3,3,2,2,2,2,2,2,3,3,2,1,2,3,2,3,3,3
ムダ毛,ムダげ,ムダゲ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
イヤホン,イヤホン,イヤホン,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,4,1,1,2,1,2,2,2,2,2,2,1,2,2,2,3,3,3,2,3,4,2,2,2,2,3,1,2,1,2,1,2,1,5,4
連邦,れんぽう,レンポウ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,5,3,2,2,4,3,4,4,4,3,2,1,2,2,2,1,1,4,4,4,1,2,3,2,1,1,1,2,1,2,1,2,1,2,3,1,3,3,3,3,3,2,3,3,3,3,2,4,3,3,4,1,5,4,3
インスタグラム,インスタグラム,インスタグラム,3,2,2,2,4,4,3,3,3,2,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3
精神科,せいしんか,セイシンカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2
実証,じっしょう,ジッショウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,3,2,2,2,2,1,1,3,4,2,3,3,3,3,3,3,3,2,2,1,2,3,2,3,3,3
書き方,かきかた,カキカタ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,2,2,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,3
スプレー,スプレー,スプレー,3,3,3,3,3,4,3,3,3,3,4,3,3,2,3,2,2,1,2,3,2,3,3,1,2,1,1,2,2,2,2,2,3,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,2,3,3,2,3,3,3,2,3,3,3,3,2,3,1,2,3,2,2,3,3
バブル,バブル,バブル,3,3,3,2,3,4,3,3,3,4,3,2,2,3,3,3,2,1,3,3,2,2,3,1,2,1,1,2,2,2,1,1,2,2,4,1,2,2,2,1,2,2,2,2,3,1,2,1,1,2,3,4,3,4,4,3,3,3,3,3,3,2,2,1,2,3,1,3,2,3
療法士,りょうほうし,リョウホウシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
コラボレーション,コラボレーション,コラボレーション,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,1,3,1,3
内蔵,ないぞう,ナイゾウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,3,2,1,1,2,3,2,3,4,3
リモート,リモート,リモート,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,3,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,5,1,2,1,1,2,4
損なう,そこなう,ソコナウ,3,2,2,2,3,4,3,3,3,3,3,2,2,2,2,2,2,1,3,3,2,2,3,3,2,3,3,3,3,3,3,3,1,1,2,2,1,3,2,1,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,4,3,2,3,2,2,3
目茶苦茶,めちゃくちゃ,メチャクチャ,3,4,4,4,4,4,3,5,4,5,4,5,4,4,4,1,4,1,3,2,3,3,3,3,2,3,4,3,3,4,4,4,3,3,3,4,1,2,4,5,4,4,4,4,3,4,4,4,3,4,5,3,2,3,3,4,3,4,4,3,3,4,3,1,3,4,4,1,4,5
御祭り,おまつり,オマツリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
放射性,ほうしゃせい,ホウシャセイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
良心,りょうしん,リョウシン,3,2,2,2,3,4,3,3,3,2,3,2,3,2,2,2,2,4,3,3,2,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2,1,3,2,1,3,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,2,2,3
商材,しょうざい,ショウザイ,3,2,2,3,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3
改訂,かいてい,カイテイ,3,2,1,2,4,4,3,3,3,2,2,2,4,2,3,3,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,3,1,1,1,2,2,1,3,4,2
税抜き,ぜいぬき,ゼイヌキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
王国,おうこく,オウコク,3,2,3,2,3,4,3,4,3,3,2,3,2,3,2,5,4,3,3,3,3,4,4,4,3,4,2,3,4,4,2,3,4,4,3,3,2,3,3,1,2,3,3,2,3,3,4,2,4,4,1,2,2,3,2,2,2,2,2,2,3,5,4,5,4,4,3,5,3,4
大阪市,おおさかし,オオサカシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
ギャンブル,ギャンブル,ギャンブル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,3,3,3,1,2,1,1,2,4,4,2,2,3,3,3,3,2,2,2,1,3,2,2,3,2,2,3,2,2,4,4,3,2,4,3,3,2,3,3,3,3,2,3,1,2,3,2,2,3,3
ロケーション,ロケーション,ロケーション,3,2,2,3,3,4,3,3,4,2,2,2,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,2,2,2,2,2
消去,しょうきょ,ショウキョ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,3,1,2,3,3,3,3,3,2,2,3,2,2,3,3,2,3,3,2,2,1,2,3,1,3,3,2,2,2,2,3,2,2,2,1,3,3,2,3,2,3,2,4,2,3,2,2,4,2,3,3,2,1,2
多岐,たき,タキ,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,1,2,2,2,1,1,3,1,2,1,1,2,2,2,4,1,1,1,2,1,1,1,1,1,2,2,2,3,2,1,2,1,1,1,3,2,3,3,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2
飲酒,いんしゅ,インシュ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,3,3,3,2,1,2,2,1,1,2,1,3,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,3,3,2,2,2,2,2,2,3,2,2,1,2,3,2,2,1,2
候補者,こうほしゃ,コウホシャ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,4
独占,どくせん,ドクセン,3,2,3,2,3,4,3,3,3,3,3,2,3,2,3,4,3,3,2,4,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,1,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,2,2,2,2,2,3,3,3,1,3,3,3,3,3,3
発売日,はつばいび,ハツバイビ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,3,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
作曲,さっきょく,サッキョク,3,3,3,2,3,4,3,3,3,3,3,3,2,3,2,5,2,2,3,4,2,3,3,3,3,2,3,3,2,2,3,2,3,3,4,1,5,2,2,1,2,2,2,2,3,1,2,1,1,2,1,3,3,4,3,3,3,3,5,3,3,2,2,1,2,3,2,5,2,2
付,つき,ツキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,2,3,2,2,1,3,1,1,4,2,2,3,2,5,5,4,3,1,3,2,1,3,2,3,2,3,2,2,2,2,1,4,1,2,1,1,1,1,1,1,1,3,1,3,4,3,4,1,4,3,3
値引き,ねびき,ネビキ,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2
本学,ほんがく,ホンガク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2
売上,うりあげ,ウリアゲ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,2,2,3,1,2,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,2,2,2,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,4,3,3
福島,ふくしま,フクシマ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,3,2,1,1,3,1,1,3,2,2,2,1,1,1,3,1,3,3,1,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,5,3,4
カメラマン,カメラマン,カメラマン,3,3,3,2,4,4,4,3,4,2,2,3,3,3,3,2,3,1,3,3,3,3,3,1,3,1,1,3,1,1,3,2,3,3,3,2,2,3,2,1,3,2,2,3,2,2,2,2,1,3,4,2,1,2,2,2,2,2,2,2,3,1,3,1,3,3,2,3,3,3
グレード,グレード,グレード,3,2,3,2,3,4,3,3,3,3,2,3,2,3,2,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,2,2,2,3,2,2,2,3,2,1,1,1,3,2,3,3,2
根本,こんぽん,コンポン,3,3,3,3,3,4,3,4,3,3,3,3,2,3,3,3,2,4,3,4,3,2,3,3,3,3,2,4,3,3,3,3,3,3,4,4,2,3,2,3,2,3,2,2,4,3,2,3,4,2,1,4,4,4,4,3,4,3,3,3,3,3,3,1,4,3,4,3,3,3
文部,もんぶ,モンブ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,4,1,2,1,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,5,3,3,3,3,1,1,1,2,2,2,3,3,3
県民,けんみん,ケンミン,3,2,2,2,3,4,3,3,3,2,2,3,2,3,2,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,2,4
巣,す,ス,3,3,3,3,3,4,4,3,3,3,3,2,2,3,3,3,3,4,4,4,5,3,4,4,3,4,3,4,4,4,3,3,4,4,3,3,3,5,3,1,2,3,3,3,3,3,4,2,2,3,1,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3
褒美,ほうび,ホウビ,3,3,3,2,3,4,3,3,3,2,3,4,2,2,3,1,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,5,1,2,3,1,2,2,2,2,1,2,3,2,3,2,2,2,2,2,5,2,2,2,2,2,3,4,3,3,3,3,4,2,1,3
草,くさ,クサ,3,4,4,3,3,4,4,5,4,4,4,4,2,4,4,3,4,5,4,4,3,4,3,3,4,3,4,4,3,3,4,4,3,3,3,3,2,4,3,4,3,4,4,3,3,4,4,3,4,4,3,4,2,4,4,3,5,3,3,5,4,4,4,1,4,4,4,4,4,4
台数,だいすう,ダイスウ,3,3,2,4,4,4,3,3,4,3,2,2,4,3,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,1,1,1,1,2,1,3,2,2
ジョン,ジョン,ジョン,3,4,4,2,3,4,3,3,4,4,3,3,3,4,3,5,3,1,3,4,3,5,1,1,4,1,1,3,2,2,2,1,5,5,4,1,5,4,3,1,3,2,3,3,3,2,2,1,1,1,4,3,4,3,3,3,3,3,5,3,3,1,5,1,3,4,1,4,4,3
補正,ほせい,ホセイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,2,1,1,2,2,1,1,2,2,2,3,2,1,4,4,2,4,4,3,3,3,3,4,3,2,3,2,3,2,3,3,4
逃れる,のがれる,ノガレル,3,3,2,4,3,4,4,3,3,3,3,2,2,2,3,2,3,1,4,3,3,3,4,4,4,4,3,4,4,4,3,4,1,1,2,4,1,4,4,3,4,4,3,4,4,4,4,4,4,3,2,3,2,3,3,3,3,3,3,3,2,4,3,4,4,2,4,3,3,3
不味い,まずい,マズイ,3,5,5,4,5,5,3,4,5,5,4,5,5,5,5,1,5,1,4,4,4,4,4,4,2,5,4,4,5,5,4,3,1,1,3,3,1,4,4,4,5,2,3,4,4,3,2,3,3,2,5,4,4,4,4,4,4,5,4,5,3,5,4,3,2,2,5,1,3,3
長所,ちょうしょ,チョウショ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,3,2,2,2,1,2,1,3,3,3,3,3,2,3,3,4,2,3,3,1,2,2,2,2,3,2
座,ざ,ザ,3,4,3,4,3,5,4,3,3,4,4,4,4,3,4,5,4,5,4,4,5,4,4,4,4,4,3,4,4,4,3,4,5,5,4,3,2,5,4,1,4,4,4,4,4,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,4,4,4,1,4,4,4,5,3,3
シェフ,シェフ,シェフ,3,2,3,3,3,4,3,3,3,2,3,2,2,2,3,2,3,1,2,3,4,4,4,1,1,1,1,2,3,3,2,2,3,3,3,1,2,2,2,1,3,2,2,2,2,2,3,2,1,3,4,2,1,2,2,2,2,2,2,2,3,2,4,1,2,3,2,2,3,3
お迎え,おむかえ,オムカエ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,2,1,1,1,1,1,1,2,1,1,2,3,1,2,3,3,4,3,3,4,2,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,2,3
生息,せいそく,セイソク,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,2,2,1,3,2,3,3,3,1,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,2,2,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3,2,3,3,4,2,3,2,4,1,3
イラク,イラク,イラク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,3,1,1,2,1,1,2,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,4,3,3,3,3,3,3,3,1,3,3,2,3,1,3,2,2
稼ぎ,かせぎ,カセギ,3,2,2,3,3,4,3,3,4,2,2,2,3,2,2,2,2,1,2,2,1,3,3,3,3,4,2,3,4,4,2,2,4,4,3,2,1,1,2,1,3,3,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,3,1,3,4,3,2,2,2
綴る,つづる,ツヅル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,4,2,2,2,2,3,3,2,2,3,1,3,2,3,3,2,2,2,2,2,2,3,2,2,3,2,1,3,2,1,2
最優先,さいゆうせん,サイユウセン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,3,3,3,3,3,2,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,2
通訳,つうやく,ツウヤク,3,3,3,2,3,4,3,3,3,4,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,1,2,3,2,1,3,2,2,3,3,2,1,2,2,2,1,4,3,4,4,3,4,4,3,3,2,3,3,1,3,3,2,3,2,3
ハーフ,ハーフ,ハーフ,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,2,1,2,3,2,2,3,1,2,1,1,3,3,4,2,2,3,3,2,1,3,2,2,1,2,2,2,2,1,2,2,2,2,3,4,3,2,3,3,3,2,3,4,3,3,3,2,1,3,3,2,3,2,3
ふう,ふう,フウ,3,4,4,4,4,4,4,5,4,4,5,4,4,4,4,2,5,4,2,2,4,4,4,4,5,4,4,3,4,4,4,5,4,4,5,2,1,2,4,3,5,4,2,5,4,3,4,4,3,5,5,2,1,2,2,2,2,4,2,2,3,3,4,3,5,3,4,3,5,5
論理的,ろんりてき,ロンリテキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3
プロミス,プロミス,プロミス,3,2,2,2,3,4,3,3,3,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
理事,りじ,リジ,3,4,3,4,4,4,5,3,3,3,4,2,4,4,3,5,2,2,3,4,2,3,4,4,3,3,4,3,3,3,4,2,2,2,4,1,4,2,1,1,3,2,2,3,1,1,1,1,1,1,2,3,3,4,3,3,3,3,4,3,4,2,3,1,3,3,3,4,2,3
源泉,げんせん,ゲンセン,3,2,3,3,3,4,3,3,4,2,2,2,3,3,2,2,1,3,3,3,1,1,1,1,2,2,1,2,2,2,1,2,2,2,3,2,1,2,1,1,1,2,2,1,3,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,1,2
大ヒット,だいヒット,ダイヒット,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2
満開,まんかい,マンカイ,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,2,2,2,3,1,1,2,2,2,2,3,2,2,2,3,2,1,1,3,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,3,2,2,3,2,2,2,3,2,1,1,2,2,2,2,2,2
慢性,まんせい,マンセイ,3,2,2,2,3,4,3,3,3,2,3,2,3,2,2,3,1,2,1,3,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,2,2,2,2,3,2,1,3,2,2,2,3,2,2
少数,しょうすう,ショウスウ,3,3,2,2,4,4,3,4,3,2,2,2,4,3,3,4,2,4,3,3,1,2,3,3,3,3,2,3,3,3,2,2,3,3,3,2,1,3,2,1,2,2,2,1,4,3,3,2,2,3,1,4,4,3,4,3,3,4,4,3,3,4,2,3,3,3,3,3,2,3
賑やか,にぎやか,ニギヤカ,3,3,3,3,3,4,3,3,3,2,3,3,3,2,3,1,2,1,3,3,3,3,3,3,3,3,4,4,2,2,2,3,2,2,2,3,1,3,3,4,2,3,3,4,2,3,3,4,3,2,4,3,2,4,3,3,3,3,3,4,3,3,3,1,3,2,4,1,2,2
ブライダル,ブライダル,ブライダル,3,3,3,3,3,4,4,3,3,2,3,2,2,2,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,2,2,2,2,3,1,1,1,2,2,1,1,1,1
あっさり,あっさり,アッサリ,3,4,4,3,3,4,3,4,4,3,3,4,3,4,3,2,3,1,4,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,3,4,1,4,4,4,4,4,4,3,3,4,3,4,4,4,5,3,2,3,3,4,2,3,3,3,3,4,3,3,4,3,4,2,3,3
代替,だいたい,ダイタイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,3,1,2,2,2,4,1,1,2,4,4,4,2,3,3,3,4,1,1,3,5,4,4,4,4,3,2,2,4,3,2,5,4,4,2,3,3,3,3,3,3,3,2,2,1,2,3,2,4,3,3
数千,すうせん,スウセン,3,3,3,2,3,4,3,3,3,3,2,3,3,3,2,3,1,3,1,3,2,2,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,3,2,1,3,2,2,2,3,3,3,2,2,1,1,3,3,3,3,3,4,3,3,3,2,3,2,4,3,1,2,1,1,3
本線,ほんせん,ホンセン,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,1,2,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,1,1,1,2,2,1,4,2,3
