word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
零す,こぼす,コボス,2,4,4,4,3,4,3,3,3,4,4,4,3,4,4,1,3,1,3,3,3,3,3,3,2,3,3,4,3,3,3,3,1,1,1,3,1,4,3,3,1,3,2,3,3,3,3,3,3,2,3,5,2,1,2,2,2,2,2,2,2,2,4,3,1,3,1,4,2,2,3
夫婦間,ふうふかん,フウフカン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
よっぽど,よっぽど,ヨッポド,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,4,3,3,1,3,1,1,1,4,4,4,4,2,2,3,4,1,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,3,3
ころころ,ころころ,コロコロ,2,3,4,4,3,4,4,3,4,3,4,3,3,3,4,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,4,1,2,1,2,1,2,2,1,2,1,2,1,3,2,1,4,2,2,3,2,2,3,2,2,2,3,3,1,1,2,1,3,1,1,2
メッセンジャー,メッセンジャー,メッセンジャー,2,2,2,3,3,4,3,3,3,3,2,2,3,2,3,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,3,2
私服,しふく,シフク,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,3,1,2,2,2,4,2,3,3,2,1,3,2,3,3,3,1,2,1,2,2,4,2,2,2,2,3,3,2,1,3,2,3,2,2,2
朝方,あさがた,アサガタ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,3,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2
掘り出す,ほりだす,ホリダス,2,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,2,2
強め,つよめ,ツヨメ,2,2,2,3,3,4,3,3,3,2,3,2,3,2,2,3,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,3,1,1,1,2,2,1,2,3,2,2,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3,3,1,1,3
改憲,かいけん,カイケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,3
下水道,げすいどう,ゲスイドウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2
噴水,ふんすい,フンスイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,1,2,2,2,1,2,2,2,2,1,3,3,3,2,2,1,3,2,3,3,3,2,3,3,3,2,3,2,1,3,2,3,2,2,2
魅する,みする,ミスル,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,3,2,1,4,2,1,2,1,1,2
厚意,こうい,コウイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,3,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1
キャラメル,キャラメル,キャラメル,2,2,3,2,3,4,3,3,4,2,3,2,2,3,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,3,1,2,2,2,1,1,1,2,2,4,2,2,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,3
ペアー,ペアー,ペアー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
助,すけ,スケ,2,4,1,4,3,4,3,3,3,2,2,2,4,4,3,4,4,5,2,3,4,4,3,3,5,4,4,4,4,4,4,2,3,3,3,2,1,4,3,3,3,3,3,4,3,2,2,3,2,2,4,1,4,4,2,4,4,4,4,5,4,3,3,4,3,4,3,4,4,3,2
失点,しってん,シッテン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,3,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,1,3,2,1
アダム,アダム,アダム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,2,4,1,1,2,1,1,2,1,1,1,2,4,4,2,1,4,2,2,2,1,1,1,2,1,3,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,4,5,2,3,1,3,3,3
弥生,やよい,ヤヨイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,4,2,1,1,3,1,3,2,1,1,3,4,1,1,2,1,2,3,1,1,1,2,1,2,2,2,1,1,1,1,2,2,3,2,2,3,3,5,3,3,3,2,1,2,1,3,2,2,3,2,2
ブリーダー,ブリーダー,ブリーダー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
ラケット,ラケット,ラケット,2,3,3,2,3,4,3,3,3,4,2,2,2,3,2,1,2,1,2,2,1,2,3,1,1,1,1,2,1,1,2,2,2,2,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,3,3,3,3,3,3,2,3,3,5,2,2,2,1,2,2,2,2,2,2
オペレーティング,オペレーティング,オペレーティング,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
ロイター,ロイター,ロイター,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1
ピット,ピット,ピット,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,3,1,3,1,1,2,1,1,1,1,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,1,2
寝たきり,ねたきり,ネタキリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
昔話,むかしばなし,ムカシバナシ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,1,2,3,3,1,3,3,3,2,2,3,3,3,2,2,1,3,3,3,3,3,2,4,3,3,2,3,2,1,2,2,3,2,3,2
バケーション,バケーション,バケーション,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
取り決め,とりきめ,トリキメ,2,2,2,2,3,4,3,4,3,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1
モデリング,モデリング,モデリング,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,3,3,2,3,3,3,2,1,1,1,1,2,1,2,1,2
生死,せいし,セイシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,1,2,3,3,1,3,3,3,3,3,3,3,2,3,3,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,2,3,2,1,2
文科省,もんかしょう,モンカショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
適格,てきかく,テキカク,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,3,2,3,3,3,2,2,1,1,1,2,1,2,1,2
優先度,ゆうせんど,ユウセンド,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
書き換える,かきかえる,カキカエル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,3,1,1,2,3,1,3,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,3
リバー,リバー,リバー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2
関,せき,セキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,2,2,3,3,3,1,4,1,1,3,2,2,2,3,5,5,3,2,3,3,2,2,1,2,2,3,3,2,1,3,1,1,2,3,2,1,2,2,2,2,2,2,2,2,1,3,3,3,4,2,4,3,3
タルト,タルト,タルト,2,3,2,4,3,4,3,3,3,2,3,4,2,2,3,1,2,1,2,2,2,2,3,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,1,2,3
おかず,おかず,オカズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,1,2,1,1,3,3,3,3,3,1,1,2,1,1,2,3,3,1,3,3,3,3,3,3,2,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,2,3
ジャンボ,ジャンボ,ジャンボ,2,2,2,2,3,4,3,3,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,4,3,1,2,1,1,2,2,2,2,2
振り付け,ふりつけ,フリツケ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,2,1,1,1,3,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,1,3
弾道,だんどう,ダンドウ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2
知財,ちざい,チザイ,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
植毛,しょくもう,ショクモウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
気合,きあい,キアイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,3,1,2,1,1,1,3,3,3,3,2,2,3,4,1,2,3,3,1,3,3,3,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,2,3
装い,よそおい,ヨソオイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,3,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,2,3,1,4,2,2,2,1,1,1
近未来,きんみらい,キンミライ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
千葉市,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
親善,しんぜん,シンゼン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,1
リサ,リサ,リサ,2,2,2,2,3,4,3,3,3,2,2,3,3,2,2,2,3,1,3,3,1,4,1,1,2,3,1,1,3,3,1,3,4,4,2,1,3,1,1,2,1,2,1,2,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,4,1,3,2,1,2,3,2
折り返し,おりかえし,オリカエシ,2,2,1,3,3,4,3,3,3,2,2,3,2,2,2,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,3,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2
バイパス,バイパス,バイパス,2,2,3,2,3,4,3,3,4,2,2,2,2,2,3,4,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,3,2,2,2,2,1,2,1,1,2,1,4,2,2
地価,ちか,チカ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,3,1,3,3,3,2,3,1,2,1,1,2,2,2,2,2,1,1,3,1,4,2,2,2,1,2,2,3,2,1,1,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2
家財,かざい,カザイ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1
天然石,てんねんせき,テンネンセキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
繰り出す,くりだす,クリダス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,2,2,2,2,2,2,3,2,3,3,3,2,3,1,1,2,2,1,3,3,3,1,2,3,2,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,4,3,2,2
ランドマーク,ランドマーク,ランドマーク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1
体験者,たいけんしゃ,タイケンシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
先取り,さきどり,サキドリ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2
大山,たいざん,タイザン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,2,2,3,1,2,2,1,1,3,2,1,1,2,1,2,3,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,3,2,2
怪しむ,あやしむ,アヤシム,2,2,3,2,3,4,3,3,3,2,3,3,2,3,2,1,3,1,2,2,3,3,3,3,3,3,2,3,3,3,2,3,1,1,1,3,1,3,3,3,1,3,3,3,3,2,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,2,3,3,1,3,1,3,1,2,2
不運,ふうん,フウン,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,1,4,2,3,1,3,3,2,2,3,3,3,2,2,3,1,2,2,3,2,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2
使命感,しめいかん,シメイカン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
占星術,せんせいじゅつ,センセイジュツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
メーリング,メーリング,メーリング,2,3,3,3,4,4,4,3,3,3,3,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
勢,ぜい,ゼイ,2,2,2,3,3,4,3,4,3,2,2,2,2,3,2,4,3,5,1,3,2,2,2,2,4,2,2,3,2,2,2,2,1,1,3,2,1,4,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,3,2,1,4,4,2,3,3,3
古事記,こじき,コジキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,5,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2
ガチャ,ガチャ,ガチャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,1,1,1,1,1,3,3,2,2,1,1,1,1,1,2,2,2,1,3,2,4,2,1,2,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,4
たんぱく質,たんぱくしつ,タンパクシツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
立ち,たち,タチ,2,2,2,3,3,4,3,3,3,2,3,3,2,3,2,3,2,1,1,2,1,2,2,2,4,1,2,5,5,2,2,3,3,3,4,4,2,1,3,2,4,2,2,2,2,2,2,5,2,5,2,5,2,1,2,2,2,3,2,2,2,2,3,2,5,3,4,3,3,2,2
機動隊,きどうたい,キドウタイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2
彷彿,ほうふつ,ホウフツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,3,1,3,2,2,2,2,1,1
介護士,かいごし,カイゴシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
先送り,さきおくり,サキオクリ,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,3,2,2,2,2,2,1,1,1,2,2,1,1,2
ソール,ソール,ソール,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,2,3
従軍,じゅうぐん,ジュウグン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,3,1,2
韓,から,カラ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,5,2,5,2,2,2,3,5,5,2,5,5,5,5,2,2,4,1,3,3,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,2,2,5,2,4,2,4,4,2
工学部,こうがくぶ,コウガクブ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2
控除額,こうじょがく,コウジョガク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
浸す,ひたす,ヒタス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,3,1,3,2,2,1,2,2,1,2,2,3,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,2,1,2,1,3,1,2,2
アツシ,アツシ,アツシ,2,4,4,2,3,4,5,3,3,2,4,2,2,3,4,1,1,1,1,3,1,2,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
リーチ,リーチ,リーチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,3,2,3
