word,hiragana,katakana,RSPEER_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
略し,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
異動,いどう,イドウ,2,3,3,3,4,4,3,3,4,3,4,3,3,4,3,3,3,1,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,4,2,2,3,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,3,2,3,1,2,2,3,2,2
県知事,けんちじ,ケンチジ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2
着き,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
石鹸,せっけん,セッケン,2,4,4,4,3,4,3,3,4,3,4,4,4,2,4,2,2,3,3,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,3,2,3,4,3,2,3,3,3,4,3,2,1,2,3,2,2,3
祖先,そせん,ソセン,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,4,3,3,2,2,3,3,3,3,2,1,3,2,2,1,2,3,3,2,1,1,3,2,2,1,2,2,2,2,3,2,3,2,1,2,1,3,3,3,3,3,2,3,3,3,2,2,3,1,2,2,3,2,2
種子,しゅし,シュシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,2,1,2,2,2,2,1,3,2,2,1,2,2,2,2,1,3,2,1,1,1,1,1,2,1,3,1,2,1,2,1,1,2,1,2,2,2,3,2,2,2,2,2,1,1,2,2,3,2,2
紋,もん,モン,2,2,3,2,3,4,3,3,3,2,2,4,2,2,2,3,2,4,1,2,2,2,2,2,2,3,2,1,3,2,3,5,2,5,5,2,1,1,3,2,2,5,2,2,2,2,4,2,2,5,2,2,5,2,1,2,2,2,3,2,2,2,2,3,2,4,3,2,3,5,5
納,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,3,1,1,2,1,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1
純正,じゅんせい,ジュンセイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,3
紛れ,まぎれ,マギレ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,3,3,4,3,3,3,3,3,3,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,3,2,2,2,2,3,2,1,3,4,1,1,2
素晴らし,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
絵師,えし,エシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2
絶え,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
絶叫,ぜっきょう,ゼッキョウ,2,3,3,2,3,4,3,4,3,2,2,2,3,3,2,1,2,3,2,2,2,1,2,2,2,3,2,2,4,2,2,2,3,2,2,2,3,1,3,2,2,1,2,3,2,2,2,4,2,4,4,2,1,2,1,2,2,2,2,2,2,2,3,4,2,3,3,4,2,2,2
聴か,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
興行,こうぎょう,コウギョウ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,1,3,2,3,3,1,1,2,2,3,2,1,3,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,3,2,2,2,2,2,2,3,2,1,1,2,2,4,3,2
苦笑,くしょう,クショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,1,1,1,1,4,1,1,4,1,1,1,4,1,1,4,3,1,4,1,1,1,1,3,2,1,2,4,2,4,5,1,3,1,1,2,1,1,1,1,1,1,4,4,2,3,4,4,1,2,1
苺,いちご,イチゴ,2,4,4,3,3,4,4,3,3,4,4,4,4,3,4,2,4,2,3,3,3,3,3,2,3,2,2,4,2,2,2,2,4,1,1,2,3,2,2,3,2,1,2,2,2,2,1,2,2,2,1,4,1,3,3,3,3,3,2,3,3,3,4,3,3,1,2,4,2,2,2
行なわ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
装甲,そうこう,ソウコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,2,2,2,2,3,3,3,2,3,3,2,2,3,3,3,3,2,2,1,3,3,3,1,2,2,2,1,1,2,3,2,3,3,4,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,4,2,2
西宮,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
西田,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,3,1,1,3,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,2
親方,おやかた,オヤカタ,2,2,3,2,3,4,3,3,3,3,2,2,2,3,2,2,3,3,2,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,1,1,3,2,2,1,3,2,2,3,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,3,2
記し,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
諜報,ちょうほう,チョウホウ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,3,2,1,1,2,2,1,2,3,3,2,2,1,2,2,2,1,2,4,4,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,3,1,2
諸々,もろもろ,モロモロ,2,3,3,3,4,4,3,3,3,2,3,3,4,2,3,1,2,1,3,3,3,1,1,2,2,2,3,3,3,2,2,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,4,2,3,3,3,2,3,1,1,2,3,1,2,2
譲,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,3,3,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2
豊洲,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
賭博,とばく,トバク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,1,2,3,3,2,2,1,3,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,2,2,1
赤外線,せきがいせん,セキガイセン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2
込む,こむ,コム,2,2,3,2,3,4,3,3,3,3,3,2,2,3,2,1,4,1,2,4,3,4,3,3,3,4,4,3,4,4,4,3,4,1,1,2,5,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3,4,4,3,4,3
迷わ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
追い出さ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
送金,そうきん,ソウキン,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,2,1,2,2,3,3,2,3,3,3,2,1,1,2,1,1,1,1,3,3,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,3,1,2,1,1,1,2,2,2
過失,かしつ,カシツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,1,1
過疎,かそ,カソ,2,2,2,2,3,4,3,3,3,2,3,3,2,2,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,2,2,1,1,1,1,2,1,2
金庫,きんこ,キンコ,2,3,3,3,3,4,3,3,3,3,2,3,4,3,3,3,4,3,1,3,3,3,3,4,4,3,3,2,3,3,3,2,2,4,4,2,2,1,3,2,3,4,3,2,2,3,2,2,3,2,1,3,1,3,2,3,3,3,2,3,3,3,3,3,3,1,3,2,2,2,2
面倒くさい,めんどうくさい,メンドウクサイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,1,1,2,1,1,1,1,1,1,3,1,1,2,3,1,2,4,4,4,4,4,3,4,3,3,3,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1
頂上,ちょうじょう,チョウジョウ,2,3,3,2,3,4,3,3,3,3,2,3,2,3,2,3,3,4,3,3,3,2,3,3,3,3,3,2,4,3,3,2,2,3,3,2,2,1,3,3,3,1,2,2,2,2,3,3,3,2,3,2,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2
鯨,くじら,クジラ,2,3,3,3,3,4,3,3,3,3,3,2,3,3,2,2,2,3,3,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,1,1,3,2,2,1,1,1,1,2,1,2,1,1,1,2,1,3,3,3,3,3,4,3,3,3,3,2,2,1,2,2,3,2,1
黒崎,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,3,2,1,1,2,1,1,1,5,5,2,1,3,3,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1
al,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
app,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
boy,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nec,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
read,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
set,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
shop,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sl,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
thank,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tt,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tweet,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
°),-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ぁぁ,ぁぁ,ァァ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
いまさら,いまさら,イマサラ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,4,2,3,4,3,4,4,4,3,3,3,3,2,2,2,3,1,4,3,3,4,3,3,3,3,3,2,3,3,2,3,4,3,3,4,3,3,3,3,3,3,4,4,2,3,3,5,1,2,3
ぎん,ぎん,ギン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,4,3,3,3,2,4,2,4,3,4,4,4,3,4,4,3,3,4,4,4,3,2,1,2,2,3,2,4,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,4,4,3,1,4,3,2,3,3
ここら,ここら,ココラ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,2,1,1,3,1,1,1,1,1,1,3,1,1,2,1,1,3,3,3,3,3,3,3,3,1,2,3,3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1
こわ,こわ,コワ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
じゃー,じゃー,ジャー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,3
ぜんぶ,ぜんぶ,ゼンブ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,5,5,4,5,3,3,5,3,5,5,5,5,5,2,3,2,3,2,5,1,5,2,3,5,3,3,3,3,2,3,4,4,3,2,4,5,5,5,4,5,5,5,4,5,5,5,3,5,3,5,3,2,2
ちなん,ちなん,チナン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
てえ,てえ,テエ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,1,3,3,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ばっ,ばっ,バッ,2,4,4,3,4,4,3,3,4,4,2,5,4,4,4,1,1,1,1,2,1,1,1,2,2,1,3,3,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,4,4,3,4,2,3,1,1,2,4,1,1,3
ひざ,ひざ,ヒザ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,4,4,4,3,3,3,3,3,3,3,5,2,2,2,2,3,3,2,5,1,5,2,2,4,2,2,2,2,3,5,2,2,5,2,4,3,2,4,3,4,3,3,3,4,4,4,3,1,2,4,2,2,2
まったり,まったり,マッタリ,2,2,2,3,3,4,3,3,3,2,3,3,3,2,3,1,2,1,2,2,3,1,1,2,2,1,2,3,1,2,2,3,3,1,1,2,4,1,1,2,2,1,2,2,2,1,1,2,2,3,2,2,4,1,1,1,1,1,3,1,1,1,3,3,1,1,1,3,1,3,2
みずほ,みずほ,ミズホ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,4,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,3,1,3
ゆで,ゆで,ユデ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
アキ,アキ,アキ,2,4,4,4,4,4,3,3,5,4,3,4,4,4,4,2,4,1,1,2,1,1,3,2,1,2,1,3,1,2,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,1,3,1,3,1,3,1,1
アルゼンチン,アルゼンチン,アルゼンチン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,3,2,1,3,1,1,2,1,1,2,1,1,2,1,2,2,3,1,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,3,3,1,1,4,2,2
アントニオ,アントニオ,アントニオ,2,3,3,2,3,4,3,4,3,3,3,2,2,3,2,3,2,1,1,2,1,1,3,1,1,2,1,1,2,1,1,1,1,2,2,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,1,2
ウルフ,ウルフ,ウルフ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,3,3,1,2,1,1,2,2,2,1,1,3,3,2,1,4,2,2,2,1,1,1,1,2,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,2,4,3,1,3,1,3,2,2
エンタープライズ,エンタープライズ,エンタープライズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,4,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,2,1,3,2,3
オスカー,オスカー,オスカー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,2,3,1,1,1,1,1,2,1,1,3,1,3,3,2,1,4,1,1,2,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,2,2,3,2,2,2,2,1,3,1,2,1,2,1,1
オーケストラ,オーケストラ,オーケストラ,2,3,4,2,4,4,3,4,3,4,2,2,3,4,3,4,1,1,3,3,3,1,2,2,1,2,1,1,2,1,1,3,1,2,2,3,1,4,2,1,2,1,1,1,1,2,2,1,1,1,1,1,3,3,3,3,3,3,2,3,3,4,3,1,2,1,2,1,3,3,2
キッズ,キッズ,キッズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,2,1,2,2,2,1,3,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3
キムチ,キムチ,キムチ,2,4,4,2,3,4,3,3,3,4,3,4,2,3,4,1,1,1,3,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,3,1,3,1,1,1,1,2,3
クロック,クロック,クロック,2,2,2,2,3,4,3,3,4,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,3,2,1,4,1,1,2,3,2
グレ,ぐれ,グレ,2,3,3,2,3,4,3,3,3,2,4,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
コントローラー,コントローラー,コントローラー,2,3,2,3,3,4,3,3,4,3,3,2,3,3,2,2,2,1,1,2,3,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,3,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,4,1,2,2,3,3
サイコー,さいこー,サイコー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,3,3,1,3,1,1,2,2,1,2,2,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
スリ,スリ,スリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,3,1,2,1,1,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,2,3,2,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2
タトゥー,タトゥー,タトゥー,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,2,2
チェリー,チェリー,チェリー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,3,1,2,1,1,2,2,2,3,1,3,2,2,3,3,1,2,2,1,2,1,2,2,1,1,2,1,1,2,3,2,1,2,2,2,2,2,4,2,3,1,2,1,2,2,2,3,2
