word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
シェフ,シェフ,シェフ,2,2,3,3,3,4,3,3,3,2,3,2,2,2,3,2,3,1,2,3,3,4,4,4,1,1,1,1,2,3,3,2,2,3,3,3,1,2,2,2,1,3,2,2,2,2,2,3,2,1,3,4,2,1,2,2,2,2,2,2,2,3,2,4,1,2,3,2,3,3
エデン,エデン,エデン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2
孟,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
瓜,うり,ウリ,2,3,3,2,3,4,3,3,3,2,4,3,2,3,2,2,2,3,1,2,1,2,2,2,2,2,2,3,3,2,2,3,3,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,4,2,1,2,2,2,3,2,2,2,2,2,3,1,2,2,2,1,2
機内,きない,キナイ,2,3,3,3,3,4,3,3,5,2,3,2,2,3,2,2,2,1,2,2,3,2,2,3,3,2,1,2,2,1,1,2,1,2,2,3,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,2,1,2,1,2,2,1,3,3
原油,げんゆ,ゲンユ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,3
傷害,しょうがい,ショウガイ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,2,2,2,1,1,1,1,2,1,3,3,2,3,3,2,3,3,3,3,2,2,1,2,2,2,1,1
ペルソナ,ペルソナ,ペルソナ,2,2,2,2,3,4,3,3,3,3,2,2,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
みのる,みのる,ミノル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,4,2,2,2,2,2,4,2,2,2,4,2,1,1,1,3,3,3,2,1,3,3,2,2,3,2,3,3,2,4,2,2,2,2,2,2,3,2,2,2,2,3,2,1,2,1,3,3,2
福本,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
塩尻,しおじり,シオジリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
竹原,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
南郷,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
仕込む,しこむ,シコム,2,3,3,3,3,4,3,3,3,3,3,3,3,2,3,1,3,1,2,2,2,3,3,3,3,3,4,3,3,4,4,3,3,1,1,1,4,1,3,3,3,4,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,4,3,1,3,1,3,3,3
ニューオーリンズ,ニューオーリンズ,ニューオーリンズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1
震源,しんげん,シンゲン,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2
宮前,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
交替,こうたい,コウタイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,3,1,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,2,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
シモン,シモン,シモン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,3,3,1,2,3,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1
グロ,グロ,グロ,2,3,1,4,3,4,3,3,3,4,2,2,2,2,4,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2
脊椎動物,せきついどうぶつ,セキツイドウブツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
牡丹,ぼたん,ボタン,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,3,2,3,3,3,3,3,3,3,2,2,2,1,2,2,2,1,1
亮太,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
青山学院大学,あおやまがくいんだいがく,アオヤマガクインダイガク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
若菜,わかな,ワカナ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,3,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
地味,じみ,ジミ,2,4,4,4,3,4,4,4,4,3,4,3,3,3,4,2,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,2,2,3,3,1,3,3,1,4,4,4,3,3,4,3,3,4,4,2,3,2,4,3,3,3,4,3,4,3,4,3,3,3,3,3,4,3
マルクス主義,マルクスしゅぎ,マルクスシュギ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
タンゴ,タンゴ,タンゴ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,1,2,1,1,1
虚偽,きょぎ,キョギ,2,2,1,2,4,4,3,3,3,2,2,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,2,2,1,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2
髄,ずい,ズイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3
吉沢,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
パーソナル,パーソナル,パーソナル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,2,2,2,1,2,1,1,1,1,1,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,2,3,3,3,3,2,2,4,1,2,1,2,3
イケ,イケ,イケ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2
アームストロング,アームストロング,アームストロング,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2
獲る,とる,トル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,4,2,2,2,2,5,3,5,4,5,2,2,5,3,1,1,4,3,1,2,3,4,5,2,3,2,2,2,2,2,4,3,5,4,4,4,4,4,5,4,4,4,4,1,2,5,2,4,1,3,3
東京工業大学,とうきょうこうぎょうだいがく,トウキョウコウギョウダイガク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
同義,どうぎ,ドウギ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,3,4,1,3,3,2,3,3,3,2,3,1,1,2,2,3,1,1
ロク,ロク,ロク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,1
ブラウザ,ブラウザ,ブラウザ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,3,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,3,4,2,3,3,3,3,3,3,4,1,1,1,1,3,2,3,3
セレクト,セレクト,セレクト,2,2,2,3,3,4,3,3,3,3,3,2,2,2,2,2,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,2,3,2,2,2,2,2,2,2,3,2,1,4,1,2,1,2,2
香美,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
年産,ねんさん,ネンサン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ヴァンパイア,ヴァンパイア,ヴァンパイア,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
むつ,むつ,ムツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,3,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
度重なる,たびかさなる,タビカサナル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,1,2,2,2,1,2,1,3,2,2,2,1,2
竹島,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3
到来,とうらい,トウライ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,1,1,3,2,1,2,2,2,2,3,2,3,2,3,2,1,3,4,2,3,3,3,3,3,3,3,2,2,1,2,3,3,2,2
みかん,みかん,ミカン,2,3,1,2,4,4,3,3,3,2,2,2,4,3,2,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,1,2,1,3,3,3,2,3,3,3,3,3,3,3,3,2,3,1,2,3,3,2,3
丸善,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
サキ,サキ,サキ,2,3,3,4,3,4,3,3,3,3,4,4,2,2,4,1,3,1,1,2,2,1,2,1,1,2,3,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1
輝き,かがやき,カガヤキ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,4,1,3,3,3,1,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,1,1,3,4,3,4,3,2,3,4,4,4,4,3,2,2,1,2,2,4,2,2,2,2,3,4,3,3,4,3,4,2,3
執り行う,とりおこなう,トリオコナウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2
分隊,ぶんたい,ブンタイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,3,1,2,3,3,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1
ズーム,ズーム,ズーム,2,4,3,2,5,4,4,3,4,4,2,4,4,4,2,2,1,1,2,3,3,1,2,3,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,2,2,2,2,2,2,3,1,2,1,1,2,2,3,3
サイモン,サイモン,サイモン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,3,1,1,2,1,1,1,2,2,3,1,4,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,2,1
里奈,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2
執政,しっせい,シッセイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
ライカ,ライカ,ライカ,2,3,1,2,4,4,3,3,3,2,2,2,4,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1
エーカー,エーカー,エーカー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
県境,けんざかい,ケンザカイ,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,2,2
匿名,とくめい,トクメイ,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,3,1,1,2,2,4,3,2,2,3,3,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,3,2,3,1,2,4,2,3,2
仮設,かせつ,カセツ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,2,1,2,3,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,3
だれ,だれ,ダレ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,3,5,4,4,5,5,5,5,5,4,4,3,4,4,4,4,5,1,5,3,5,3,4,4,3,4,3,4,3,3,3,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4
さわ,さわ,サワ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,3,2,4,3,3,2,3,2,4,4,2,2,4,2,3,3,2,2,2,3,2,1,2,2,3,2,1,1,1,2,1,3,3,1,1,2,1,1,1,1,1,1,2,1,3,1,3,2,2,2,2
盃,さかずき,サカズキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,3,3,1,3,1,1,1,2,2,3,2,1,1,1,2,1,3,2,1,1,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1
法務省,ほうむしょう,ホウムショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3
平衡,へいこう,ヘイコウ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1
地底,ちてい,チテイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,2,2,1
深沢,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
園内,えんない,エンナイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,4,2,2,2,2,2,1,1,4,2,2,2,2,2
全廃,ぜんぱい,ゼンパイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ブルゴーニュ,ブルゴーニュ,ブルゴーニュ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
キヤノン,キヤノン,キヤノン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1
直下,ちょっか,チョッカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2
東海道新幹線,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ローラー,ローラー,ローラー,2,2,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,3,2,2,2,2,2,2,3,1,2,1,2,2,2,2,3
エコー,エコー,エコー,2,3,2,4,3,4,3,3,3,2,3,3,4,2,3,2,2,1,1,2,2,3,3,3,1,1,1,1,2,1,1,2,1,3,3,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,3,3,4,3,3,3,3,3,3,3,2,2,3,1,1,2,2,3,2
ブランデンブルク,ブランデンブルク,ブランデンブルク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ほんの,ほんの,ホンノ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,1,5,4,3,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4
染める,そめる,ソメル,2,4,4,4,3,4,5,3,3,4,4,4,2,3,4,1,3,1,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,1,1,1,4,1,4,3,4,3,4,3,3,3,4,3,4,4,3,2,3,2,3,3,3,2,3,3,3,3,4,3,3,4,2,4,3,3
小字,こあざ,コアザ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
レフ,れふ,レフ,2,3,3,2,3,4,3,3,3,3,2,2,2,3,2,2,1,1,1,2,3,1,1,3,1,1,2,1,2,2,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,2,1,2
オールド,オールド,オールド,2,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,2,1,1,2,2,1,2,3,1,2,1,1,2,1,1,1,1,3,3,2,1,4,2,1,1,1,1,1,1,1,1,2,1,1,2,2,3,4,2,3,3,2,3,3,3,2,2,2,1,1,2,1,2,2
エフエム放送,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
