word,JPDB_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
はめ,7767,7460,22038,7493,5125,11459,6597,17406,10361,11214,-1,6119,11516,10164,6694,4711,10164,9528,6440,18218,3753,4216,12278,-1,12339,12448,13753,10927,3595,10767,-1,14534,3385,24207,20729,21300
のぞみ,7775,20704,18811,9393,-1,9483,7199,6395,12332,1149,-1,1184,20738,2241,4283,1704,2241,2079,4129,8666,22673,927,1337,4340,18554,23574,21994,5855,3116,12763,3710,23936,1875,10734,9814,10983
りつ,7785,1567,4264,6391,3203,884,1432,4977,15248,2372,-1,2445,4471,3738,4421,4413,3738,3487,7131,11219,4030,4011,4851,24234,6462,24516,780,2262,2374,15770,584,3323,3618,4344,1750,52098
いきおい,7791,1873,6267,2731,-1,3231,3211,3510,3427,2862,3903,2947,15217,2781,2841,1032,2781,2589,2743,1115,6718,6372,12122,-1,1882,2514,21896,18478,639,3598,8407,23929,607,7620,2852,50475
おもい,7793,1726,2216,3923,-1,891,522,1193,3325,19006,8225,966,5667,811,926,817,811,749,12815,11167,1462,1599,972,-1,774,935,1111,1849,596,3485,1758,16071,353,7089,6274,9140
じょう,7822,1607,2670,5203,2166,2564,4005,6984,6574,4701,631,1864,1711,3462,3200,1194,3462,24169,6556,5753,16803,18656,3647,11548,3586,9408,201,194,1757,4653,3486,1873,2904,1030,4016,10850
あらた,7833,4252,559,1069,-1,1063,711,1977,1378,1339,963,1379,11980,1321,3351,1673,1321,1229,3231,2171,1632,1771,4131,23194,2306,1460,12887,12408,1034,1446,574,19800,1705,891,1115,36216
きち,7838,16266,14337,14433,594,16827,12514,4214,7288,12229,5390,6152,16100,1935,24998,4379,1935,1798,9907,5498,13166,14081,12632,20516,2836,21223,2266,4128,14199,7593,9348,3441,16227,10679,9048,30606
じぶん,7859,137,366,124,24,123,52,93,105,7591,-1,104,66,139,130,33,139,128,121,88,111,124,42,13731,21,184,213,133,47,107,157,7166,43,340,71,9940
ひみつ,7861,5383,16943,1023,1048,3844,2120,1167,658,8823,-1,606,1069,1107,1230,727,1107,1028,1185,1465,477,528,1321,12921,1165,14686,2849,2426,1409,675,2041,1228,883,1777,2274,19859
つゆ,7916,16266,10188,12890,1038,12273,11414,10255,20582,19806,-1,10007,18843,7919,3748,3209,7832,23687,9994,2541,20580,23860,5568,6867,5204,24726,3131,4679,4716,21171,5435,20664,5298,20894,18050,17207
むよう,7938,16266,20343,3459,2252,14341,8292,5679,3535,2995,-1,3083,4536,3045,5724,2572,3045,2839,5519,4461,3714,3812,6437,-1,3205,3974,11591,7861,3005,3699,4710,4280,2482,15291,15954,77956
さかん,7943,6453,22361,16556,12606,4330,4728,13904,13058,9950,1342,10204,7071,16695,19926,3007,16695,15639,19152,14460,19746,20607,9656,-1,4106,17192,7982,4537,6154,13525,-1,13413,8024,3649,9096,43081
はじ,7951,6453,20585,13927,525,9757,8012,4669,6240,5489,-1,1891,11603,3197,2894,2019,18468,17313,17030,18805,20160,23003,2118,-1,3525,4386,5311,5961,3890,6485,3693,3746,2902,15662,8547,19849
べん,7981,5116,3742,6060,2045,9435,11353,2984,11482,13987,-1,7789,3880,16251,7229,4330,11406,10699,13021,12149,17765,11773,16863,-1,3092,17131,1181,816,11301,11910,-1,22843,8660,2536,8242,14619
たくみ,7993,10047,9526,15106,5488,9082,10623,16772,17091,10767,1519,11045,13268,13829,17286,2972,13829,12968,16610,4297,9069,10236,9564,9718,5257,16359,7101,7896,6805,17627,-1,5413,6450,11599,13525,11370
いのち,8017,3322,19252,13782,347,1731,1530,474,13395,11497,-1,391,8028,268,1316,409,268,249,15557,589,358,394,932,20195,766,22544,7329,8619,485,13862,316,11708,600,8303,2009,5901
はと,8028,2581,20570,20372,3378,16206,11322,3604,17768,17155,-1,6995,6219,11351,5374,4809,19008,17810,8700,23142,10662,11545,13216,21704,2499,21016,6725,14070,6935,18318,-1,9147,7967,10490,16176,24136
うめ,8034,1998,21549,2674,1676,9526,6082,3370,7300,21613,7957,11328,14496,13089,10659,2771,16187,15167,12882,12476,22896,23665,10351,10267,4189,18395,2825,7447,16687,7637,-1,4794,12866,14320,6198,7344
はれ,8052,5116,10819,2859,393,10694,6257,4422,7600,10062,-1,10319,3020,9950,1962,9228,17971,24553,1897,6589,4219,4155,8794,-1,10412,21976,7194,8742,9260,7662,7493,3852,6734,4427,23303,54651
わざ,8079,4252,1496,4708,5504,6429,4268,3406,10250,13246,6029,1596,7107,495,2586,2565,24583,23039,2500,17481,4517,4372,1875,11154,3148,15801,2168,1943,1131,10655,7769,18404,1849,698,5105,11706
ひょう,8104,16266,16669,17869,22748,5857,4416,8115,7382,10439,7320,12984,21110,15400,10627,7852,23231,21778,10219,7599,3094,3697,14831,-1,15481,21070,505,2416,7245,7700,2351,8850,6849,16114,3725,31258
あみ,8105,4252,2203,14247,1721,6905,10002,6106,12096,20475,2311,6832,22400,6531,7258,2179,22887,21453,7310,7190,3396,3800,5028,15014,3955,9890,1287,3492,4566,12951,-1,3222,4958,12698,5618,16617
まつり,8144,1822,6676,7757,1420,3812,2807,17124,11371,16791,1456,2969,21851,2530,1277,2646,2530,2351,6756,4953,6058,7676,15563,20747,21488,4058,1187,4023,2076,11782,-1,18051,1750,4027,4588,7696
もじ,8153,938,619,2638,839,1222,951,3125,3013,1855,-1,1908,1301,2199,1500,563,2199,2040,1447,2679,2062,2118,2579,4915,1485,3101,460,456,917,3122,2587,825,964,660,1046,37111
ひろう,8161,1663,9288,1748,2273,5392,4991,2086,21694,20467,851,2220,9968,1624,1729,1395,1624,1508,1670,1971,12455,13787,3875,17409,1663,1665,16011,17986,1831,22290,1785,2228,1635,7033,2638,29570
かげん,8169,1528,18792,17938,934,5924,4550,5495,17851,2245,-1,1676,15134,1132,1754,1225,1132,1050,1786,2618,7554,8037,1472,-1,5275,5195,8515,14687,1962,18403,2669,8324,1703,21915,4899,18955
なま,8171,226,216,1546,22,638,2146,968,1092,15522,296,535,942,774,200,4047,774,714,16618,1353,19488,20806,469,4504,945,12877,453,495,986,805,833,325,588,374,614,28628
おおいに,8180,11455,5363,7014,-1,3756,3773,6902,7762,6765,891,6930,15526,8356,7263,1472,8356,7820,6988,6560,6448,7031,13883,-1,2104,6538,5718,5605,3609,8077,4091,20386,4072,7624,11548,50314
ずみ,8183,6059,5235,12832,595,6123,2603,15666,11311,2612,2053,2691,9721,4014,5940,9715,4014,3749,5724,19253,2766,2655,2872,-1,17976,3883,2326,4482,2553,11745,5401,5766,3279,11502,6591,42077
はり,8263,4252,23091,18591,1463,7012,5259,3588,10897,14065,1653,3486,12041,2090,7095,1314,24541,22999,6828,21571,3148,3619,3975,11211,3141,14527,1586,1790,3185,11309,-1,23277,2803,18956,17054,16801
あき,8274,1447,8778,17603,390,1900,1371,3509,23244,17445,10832,3558,14487,2615,2609,919,2615,2432,2899,20925,6510,6733,6526,8082,1750,11249,9872,7291,3959,23866,-1,15266,1209,5934,23991,16613
きん,8282,20704,7708,1666,1754,6136,14666,23387,3675,6962,1554,7131,8752,2511,10632,2424,2511,2332,6599,8758,6846,22233,7213,7387,13545,11772,193,671,6665,3843,-1,23641,20928,5470,9186,10449
うみ,8289,944,15915,419,427,1103,1193,861,438,8914,1412,656,522,409,483,410,409,24210,1272,600,1000,996,1306,2137,615,13714,457,419,938,426,8435,561,642,578,683,16565
たいせつ,8333,3170,6205,780,826,877,240,688,844,14126,746,677,1647,764,789,1139,764,706,760,845,972,1106,769,-1,1651,845,3275,2513,1124,887,5283,20546,509,5178,814,32624
せかい,8335,585,13225,228,276,360,189,432,252,7453,-1,198,298,161,276,169,161,148,22398,304,211,228,264,2440,312,23787,536,464,90,252,116,192,238,80,230,13424
あい,8373,2278,4482,2020,309,1945,12577,236,3377,2844,3667,2929,3826,1751,2073,1592,1751,1625,2003,3271,9115,8745,229,4370,811,6245,575,1901,2008,3551,2254,3897,748,4436,7944,2045
つね,8382,1902,15567,16431,384,1352,829,8351,2908,20094,-1,1143,17544,1450,2786,757,24627,23077,19884,6106,13084,13619,11610,-1,15678,22455,6682,7461,1248,3063,1738,6552,1425,21336,7004,6124
しんしん,8385,20704,12513,19251,5786,8027,3693,21501,15844,13076,4813,13415,11141,23252,19862,11602,23252,21798,19090,9942,24810,24136,24376,-1,11877,15462,13101,20441,11024,16327,9743,8794,7848,11805,8021,64649
ふとん,8408,1753,18707,4807,4821,5699,3792,4828,6569,5072,-1,5202,3083,7012,1820,2345,7012,6565,1759,1615,14036,13448,588,-1,2782,5176,4435,7108,2868,6835,4041,21180,1164,24660,5073,56174
いこう,8433,1703,13553,9859,9818,1689,723,2422,6273,4420,7612,4531,5508,5773,4939,4201,5773,23540,4760,10864,4533,4875,2830,124,5185,4939,4400,8556,2357,6532,3162,2972,3235,265,1612,38195
はか,8438,1800,2693,3883,1741,6015,3978,3332,3278,17843,14589,3016,9506,2622,5512,1951,2622,2439,18366,17715,2597,2676,9454,15592,1405,24351,5927,4758,5080,3382,3341,3420,5285,3087,2216,28506
いだい,8496,6881,6539,5262,1818,7022,6126,8125,2286,14922,1426,2224,3911,5002,7377,2893,5002,4667,7100,7258,1147,1240,10132,-1,3953,4195,10445,9913,3956,2387,3738,4398,5187,7963,8136,6052
すみ,8514,8967,12974,19217,672,6768,8269,4800,22119,20306,7514,6913,6699,8527,9651,1339,8527,7980,6640,846,22201,24701,3790,-1,1920,5513,5561,4491,2726,22723,-1,13950,2313,16373,6765,28949
めし,8525,1447,8341,8629,915,8873,8774,1380,19368,20632,4820,3394,8424,1096,2447,2066,1096,1018,12075,23159,7274,6027,6777,-1,2712,3608,1650,2922,2468,19928,-1,17227,1968,15737,3267,15877
はこ,8561,1285,3869,2208,759,3410,2291,1012,1313,7877,-1,1183,888,2757,1757,645,2757,2566,1697,2494,992,1085,2736,14884,354,23451,850,1187,1600,1290,753,1196,1223,2340,1426,29989
あつかい,8574,2278,1830,2737,-1,5998,2723,5281,1866,1670,-1,1717,3074,2516,2530,1956,2516,2337,2445,1937,1898,2046,1348,-1,10536,2080,5655,5316,1079,1968,1992,2222,1334,1806,3209,82267
おんな,8579,766,19039,12066,76,455,908,170,16048,19142,2767,172,17121,259,376,103,259,241,357,17587,24227,249,168,3339,58,500,1961,4597,270,16566,504,158,228,10079,1305,45074
やくそく,8585,2944,3097,509,596,3114,1866,565,408,10971,-1,389,801,521,664,534,521,479,637,635,315,357,562,11731,953,604,1925,1696,857,431,790,839,436,2965,2047,87975
かち,8587,11455,1915,2053,1212,1709,720,2093,1425,19861,4925,1236,1949,18545,22358,15981,1876,1743,15492,2520,739,798,2050,23002,2485,12350,1472,1185,21662,1493,1024,1257,18392,2826,1312,28578
ひびき,8590,6881,10942,10034,453,8787,8713,6087,7856,6868,5309,7035,3746,9675,7243,4720,9675,9070,680,3059,7447,7921,4760,23528,7177,7102,11305,10441,4429,8174,-1,18541,2403,16988,13149,62896
にく,8612,468,4056,1455,838,3038,1909,1314,954,17657,-1,989,996,926,930,667,926,860,18219,588,3421,3425,333,6009,1039,20617,868,721,478,933,562,916,691,3307,1158,31115
めす,8625,3966,7882,12548,6699,6232,8986,19900,12492,15205,1708,3659,12483,11547,6372,7520,17447,16347,18326,13348,16430,14425,2591,-1,10283,6358,5416,5097,4958,12934,-1,12436,4597,7726,19415,7996
おつ,8650,20704,7123,16600,3349,17497,10013,2852,17727,23452,6719,24075,7878,17908,15700,5730,17908,16783,15083,17617,2011,2629,9851,9851,3542,20944,6499,6617,16026,16129,1665,8119,22317,5026,6148,336
しり,8660,1587,4340,13334,1077,6315,9264,7514,16369,12958,-1,1516,16184,3605,3387,2892,3605,3364,15447,18791,16114,22965,52,-1,2546,17958,1442,2207,2661,16897,-1,16451,418,13172,19210,14650
しごと,8666,261,937,196,201,345,140,123,148,7742,-1,153,257,417,327,170,417,386,311,356,132,153,609,6581,246,429,512,395,224,155,4816,233,240,1041,304,19115
おと,8701,568,929,4018,119,704,1031,96,3503,11375,-1,647,7444,631,102,120,631,586,3164,2727,499,531,61,6554,190,16059,1602,2521,251,3671,597,196,165,8885,16037,21314
かべ,8703,1753,2214,1540,588,1683,1668,1910,913,10430,2934,1005,491,875,2257,320,14232,13348,12082,961,759,776,918,5317,541,1510,857,1050,438,961,2160,559,890,2090,846,38767
おおかみ,8746,8967,8441,3740,3558,12300,9370,11902,3300,4179,-1,3697,2498,2665,2900,2891,2665,2478,14839,2020,2570,2569,7330,16695,2780,7839,7613,8225,1031,2920,7014,14486,3064,3395,7792,56124
あざやか,8755,16266,13374,10842,-1,7209,6559,10747,10117,8727,1417,8950,8981,11055,10208,2806,11055,10373,9824,5816,22720,19000,7902,-1,3688,8714,11635,9551,4497,10520,-1,19121,3977,15371,9320,70183
おとこ,8762,556,24117,153,68,329,597,120,109,117,2278,124,82,170,252,58,170,157,239,200,125,147,78,4105,35,20616,274,262,84,111,508,112,139,399,535,39188
ばしゃ,8771,16266,6940,10139,2481,13715,16927,16254,6173,5284,9548,5415,1675,8051,19998,3706,8051,7529,19221,7863,5706,5197,9304,-1,1850,7694,9764,9109,396,6406,-1,1697,21214,8366,7920,92526
じゅく,8781,1587,24466,3218,8669,8700,2847,2902,9715,18632,6555,8757,6500,6410,4215,7517,6410,5993,22516,15323,17406,20155,8059,-1,6686,9241,6698,8348,21682,10094,-1,6016,12696,3474,10250,41977
じゅん,8806,1663,9864,16716,2191,3511,3138,4078,8568,11027,3027,6267,3648,4762,4901,2266,4762,23846,11579,21983,10098,8859,6572,2840,4398,9034,907,4797,4078,8912,-1,4148,4393,8028,8995,19015
ふゆ,8947,1285,2043,10059,553,2026,1347,2286,17595,17795,-1,2456,1318,4374,1772,968,4374,4087,10618,1070,2892,2905,5213,3424,1627,3282,3758,9669,2142,18144,-1,1562,1932,21696,2285,83523
かず,8952,1025,18158,652,306,965,259,1198,392,17150,-1,1413,248,1100,2810,177,1100,1022,9435,452,281,321,692,5934,660,17925,203,175,255,399,502,13211,502,93,367,22286
いみ,8956,271,353,401,149,357,264,402,337,11314,1728,314,291,371,352,185,371,342,335,237,253,279,495,5483,305,8803,677,91,195,356,8437,231,164,520,238,24422
すきま,9003,4442,10817,6952,1920,6349,4277,8128,8409,7030,-1,7203,3146,6152,5632,1556,6152,5753,5431,2101,7320,8210,1500,-1,2893,6190,22552,11008,2056,8755,-1,23351,1603,12815,2892,34509
かがみ,9011,2751,1902,2012,1188,4437,4361,3443,2115,10357,1282,2377,1346,1963,427,911,1963,24444,407,2256,2138,2024,1893,11762,1589,19376,484,461,2770,2190,3829,1237,2242,2527,5286,43854
ほんもの,9021,2581,7413,830,3453,4321,2930,1225,686,14168,-1,720,2329,840,1366,1448,840,776,1317,1903,812,841,1290,-1,2224,919,9838,8145,1766,717,2854,22633,1365,6596,2417,44668
はあく,9022,3704,5631,5503,4807,3843,1244,4547,4103,3613,-1,3708,5441,3584,5309,3572,3584,3346,5119,2409,3245,3424,3727,-1,3686,3460,8156,5448,1425,4050,2468,2802,1774,7222,1560,1657
さか,9029,2090,3445,1641,832,8418,7532,4401,5647,4957,-1,5082,2017,13072,3715,3065,13072,12250,14137,2434,11474,12249,13743,-1,3614,9265,2106,2148,10013,5524,-1,2687,6002,1626,2714,4916
てきとう,9075,880,8439,2958,1646,4179,2806,2764,3286,2955,-1,3042,2579,2601,1426,1880,2601,2418,1375,1394,4257,4077,1752,-1,2764,2060,3364,3200,1197,3462,1339,2011,1025,9731,1529,39949
あお,9133,890,2479,1657,288,6248,4270,6507,1690,2097,11261,2158,1417,2322,3707,1054,2322,2155,11792,4004,16242,15080,5463,1276,5733,11132,753,1149,1713,1395,8463,2046,2648,1280,1274,19251
はた,9142,3704,17393,12973,2025,10309,10749,3962,16741,18266,5003,5147,8049,20425,16314,4229,19813,18569,6395,8541,4221,4527,17746,13948,1859,14422,4620,4311,21814,17275,4811,15837,21239,16892,13563,18164
だんな,9181,898,23988,9806,1407,3538,1217,603,2565,14734,-1,1821,6954,1542,1833,2008,6276,5868,1772,3935,13099,12284,257,-1,1013,17894,8988,9145,1504,2695,-1,21287,2646,19386,5795,56398
いずみ,9182,7460,12041,10201,2412,13254,11349,1806,6890,13715,5144,8465,20344,9150,3690,5203,8160,7630,3559,21117,7369,8048,3273,5627,3180,7113,8764,10962,5250,7176,-1,23911,6774,7401,10020,66985
ものごと,9244,7460,14970,9085,3339,5858,3066,7773,5277,4663,-1,4784,7237,8358,8065,4026,8358,7821,7757,6249,2826,2901,6438,-1,5796,7356,191,114,5409,5485,4562,12216,4216,12797,1847,28948
ていど,9262,709,642,1386,681,798,323,2151,1849,1575,-1,1621,1172,748,1813,637,748,692,1752,782,2176,2234,414,5300,1196,1186,591,443,223,1883,2513,661,533,1019,760,54233
つぶ,9286,4880,12546,13552,3852,9987,5096,9112,14796,15386,16214,7627,14268,7274,6268,1496,7274,6812,6039,23886,4803,5104,4761,-1,4954,21454,3797,6426,4871,15289,-1,5048,3812,9802,16143,28998
にんげん,9296,505,527,188,65,341,294,235,214,10412,-1,218,150,133,277,89,133,122,264,254,208,24042,189,2631,117,330,475,390,108,223,323,159,187,393,229,42229
わかい,9318,438,2417,14260,11264,799,797,635,734,20852,175,676,13967,727,1220,219,727,673,1176,1773,4306,4929,788,-1,290,1314,5565,8912,722,757,3140,22930,1230,19606,1703,54425
なみだ,9328,4442,5166,1486,291,2002,2545,1569,1590,21500,-1,1569,688,1702,2042,430,7943,7424,13477,723,2869,2891,3216,20085,856,2237,1261,1367,946,1672,356,586,596,2899,4176,73188
ふし,9346,8120,1167,6155,1000,3697,4161,5547,15680,24604,-1,8088,10397,11325,9182,2530,11325,10623,8832,21165,8717,8231,12558,9506,3863,11616,2319,2542,5058,16251,5603,24318,4443,1381,7631,61360
みや,9355,2944,9770,8932,1402,8659,11269,17500,6676,18373,876,3188,18703,3588,4970,6133,3588,3349,4791,2350,14098,19321,11926,10335,12651,22669,1872,4704,9682,6945,-1,24447,4700,6104,22468,9652
うず,9398,13446,14534,7632,2523,15847,16123,16670,10388,8917,-1,9147,20567,4107,15575,2219,4107,3837,14962,4927,12703,13938,4435,6664,4210,9388,4495,6276,3926,10800,8639,5095,4173,12721,22622,31912
てんねん,9399,4114,2568,7982,4433,6328,2821,4463,9171,5868,-1,6017,10172,6194,3857,6097,6194,5791,3717,6327,24396,17955,6498,-1,11109,24235,2215,2017,4682,8949,5264,6086,3885,3250,5124,24685
なまえ,9400,345,506,373,749,697,447,355,245,11777,-1,258,421,425,332,267,425,394,316,491,180,210,818,2924,427,419,2662,2115,259,258,742,398,310,338,438,27094
てつ,9486,2944,7366,11255,1209,6179,5613,3112,4668,6433,1819,3262,1378,1210,8057,1042,1210,1125,7749,3305,1800,1950,4117,19945,1681,6892,1551,3983,1697,4881,1791,1655,2966,7097,15392,3833
ゆうき,9495,5116,16187,1317,1173,4519,2345,1565,1487,15071,-1,1616,2304,1522,1855,1527,1522,1411,9108,2145,1466,883,2662,2274,2564,21081,8542,6172,2988,1556,-1,2111,1504,6843,4197,39046
つえ,9513,4442,10874,13423,1808,11596,10507,7530,6434,6047,-1,5235,2355,5479,6242,2425,5479,5117,9531,6380,3893,3366,7366,23868,2550,17809,6249,7628,1145,6697,3200,2728,6432,7776,19249,50061
とち,9526,1684,959,3038,573,1236,1051,2402,1542,1453,-1,1497,1096,3737,3827,758,3737,3486,3687,3373,1615,1718,6894,5881,1136,24211,481,422,1476,1555,3359,1494,2593,1347,1738,47916
あかし,9553,2125,5262,22515,3822,5029,4891,9679,21609,22670,2070,2991,23446,5340,5713,5868,5340,4984,5508,8457,1782,2008,1554,-1,7418,12469,7633,10341,3907,22203,914,3092,6912,4924,7733,31889
にわ,9560,1967,6161,2998,426,2535,2760,3383,1704,17442,7860,1735,867,4029,3427,703,4029,3763,3305,2798,2462,2687,6079,24776,946,4168,1296,1384,2053,1685,-1,1354,2559,5106,4170,42888
ぶた,9562,1703,9156,14142,3177,8205,6085,2747,12491,24720,-1,2853,4112,3006,3331,3721,3006,2803,20490,6876,2203,2250,483,11178,3560,6608,3262,6714,3082,12933,9545,5495,5120,19829,15444,22408
しょうか,9572,5383,6043,12948,6564,8144,3527,13221,10989,6869,-1,7036,10064,8582,7239,7502,8582,8028,6965,11421,9022,9014,3159,-1,13468,11714,7878,7472,6350,9293,3512,8954,7102,5949,8888,7134
いろ,9597,435,15456,972,140,887,539,1256,840,20220,1525,859,365,1369,1109,225,1369,1269,13520,909,2193,2332,898,4306,470,16666,184,169,461,817,626,18014,548,247,456,12324
どだい,9614,13446,14251,19792,3856,13990,6213,17986,12227,10675,5995,10950,11814,14036,17669,20775,14036,13162,16974,17110,18637,18284,17061,-1,10524,17731,7788,7469,8316,12690,-1,10907,13309,18705,7502,114037
まんなか,9642,644,14561,4624,-1,5293,4258,5161,3808,2996,-1,3084,9438,3461,3560,1960,3461,3231,3435,3996,3592,3715,20344,-1,2897,4071,15096,15669,2456,4008,-1,19813,2298,13966,1295,30800
たんなる,9648,5383,5932,3933,-1,3559,3767,3555,3695,3319,1107,3410,13934,4942,5582,1953,4942,4609,5381,3231,2333,2537,4607,21644,2676,4267,10900,12254,3799,3861,1268,20469,2751,7212,1795,83373
さいご,9681,318,410,298,259,588,369,444,259,8702,-1,269,393,294,425,240,294,273,405,313,255,287,138,8044,432,374,1184,1017,295,268,280,383,234,454,209,14360
きつね,9692,4252,11941,14565,1853,10103,12382,7000,18604,18372,-1,8766,21426,5295,7843,3261,22648,21229,8966,10079,12334,13209,480,-1,3190,12882,7393,8520,2825,19163,-1,3387,7086,24500,24147,28587
けっこん,9694,552,528,451,983,1055,372,259,13646,11643,-1,266,542,989,1154,610,989,916,18089,24423,318,359,1245,2082,585,1890,15046,1802,818,14121,-1,521,1212,745,1817,56709
てき,9696,154,22425,870,154,65,277,482,667,7465,71,133,102,253,189,4557,23468,22001,13401,564,120,134,206,22461,263,7808,124,104,50,73,1088,84,83,35,148,10469
やみ,9706,16266,5814,9961,928,3828,5093,2467,20593,13624,-1,1578,10651,905,2170,551,905,841,22860,1169,1428,1454,2456,14565,888,12046,5484,4755,839,21181,4742,931,1131,22782,2971,17521
かま,9711,16266,14437,5981,4411,12011,13840,14326,6101,16552,7937,8095,8379,8602,9289,3463,8602,8048,22757,12956,1810,2286,19713,-1,10081,10324,1847,2666,3921,6360,-1,6810,5682,14290,12069,24281
いぬ,9753,789,2514,5425,726,1550,1287,1025,4844,550,2118,573,10804,287,1064,690,287,266,1026,8475,562,594,465,5052,800,1678,1345,2162,1603,5066,-1,1014,1310,10690,8780,29554
へび,9758,5687,8732,4142,1644,7966,10633,3330,4679,5007,-1,2935,2064,1872,4674,1746,1872,1739,4504,4494,4046,3758,2919,16322,2077,5869,10304,12503,1788,4424,-1,2452,3387,5665,3952,65136
おもて,9849,1052,1271,2350,434,738,1962,2181,3055,2209,-1,2274,1254,2750,2872,870,2750,2560,2773,3240,1646,1809,3126,8089,1614,2885,565,719,2173,2258,7719,21248,2240,672,984,51913
みょう,9862,8967,18866,19036,300,4129,5339,11541,13916,14993,5990,1543,711,1031,1770,453,17358,16267,1709,611,2381,2532,2641,-1,8101,1565,1041,3923,1288,14387,-1,895,696,6054,9154,42990
くふう,9882,2944,6543,8959,1372,4261,1758,9363,8332,6810,-1,6976,5053,7025,10003,3483,7025,6578,9626,8240,19759,18791,6788,-1,5174,8265,4761,3897,4862,8560,-1,4906,4875,8120,1428,186850
かぶ,9931,20704,3317,5630,2938,3036,2789,3830,3861,14341,2180,14722,5607,23163,11604,4729,23163,21713,11156,14210,4714,4746,13598,375,4956,14247,2324,1858,9066,4011,4021,5745,9599,2954,3884,17382
みなみ,9936,1726,7520,7429,905,2492,2771,1434,9546,15308,-1,1681,1248,2587,2182,1019,2587,2405,2306,4307,1510,1607,11184,5167,1565,23906,6690,9891,2136,10092,5623,1365,5824,5170,2255,25819
じく,9943,20704,2027,8565,4701,6705,3841,13524,14742,9055,-1,9289,7690,8378,6064,4472,8378,7840,5843,12210,9748,10571,8782,23421,8146,19089,1456,1675,7800,15284,-1,6495,6255,1970,4604,54147
いぎ,9949,5383,6178,16207,1768,5300,4389,16205,10754,5584,-1,5722,7835,8098,6451,5140,8098,7574,6211,10520,6616,6309,16835,10147,8979,14555,5427,4983,5679,10597,2676,5330,4092,8096,5646,4869
はつ,9951,1607,14754,6808,762,4735,2973,2297,9399,15849,689,1383,13762,939,2527,1125,939,872,2442,13547,17191,20842,960,13827,1901,4390,888,2284,1459,9782,5921,12602,1781,16069,1370,30055
すえ,9983,2581,19189,4675,628,2248,2660,3161,4678,4460,1504,4573,13436,5818,3215,1392,5818,5432,3102,5286,4911,4861,8070,16483,2129,7057,3326,6488,3877,4550,3329,24646,3629,1068,3223,45633
かぜ,10020,244,20555,6772,48,553,1219,765,7706,8472,695,1487,21753,746,1024,145,20256,18983,5506,346,802,871,243,2638,245,13213,1788,3621,533,8018,7121,338,459,9276,251,11955
とくべつ,10035,1483,486,1055,778,1155,686,1165,15762,13244,654,693,24685,1149,1197,960,1149,1065,1153,1206,674,711,517,-1,1527,929,6450,12303,1167,16283,1018,1159,871,372,1064,70312
はだ,10038,2809,9116,3967,1175,2604,292,3336,2825,2605,-1,2684,1447,3674,3606,984,3674,3426,3478,773,3939,3626,610,-1,1424,17404,2252,2358,1219,2766,9498,1013,627,6221,5559,36683
せっけん,10045,2246,18119,23446,6814,11144,5099,11850,15354,13016,-1,12455,11028,18273,11605,6643,18273,17129,11157,11245,10685,11021,21288,-1,12449,23512,13315,13877,5841,15867,-1,16416,6099,16982,10562,38621
さいしょ,10082,241,316,496,342,583,327,521,368,12870,-1,379,413,590,496,266,590,547,475,458,313,337,232,4646,404,518,737,657,294,388,1197,403,332,464,220,16077
なべ,10087,1567,10758,4026,2331,4508,4860,2959,18070,3600,-1,3695,22500,5055,2365,2653,5055,4715,13472,4060,23973,10154,8135,-1,3767,6679,2833,5082,2465,18627,-1,3865,2698,8563,22318,18865
ふところ,10099,16266,12418,7512,866,10620,11850,7764,9644,8011,-1,8210,6756,5899,8041,1822,5899,5511,7733,4638,12404,13783,11182,-1,2831,7671,6493,8047,1887,10028,6759,14831,3508,10158,9252,39202
みき,10161,16266,14953,10002,2031,12718,13887,3965,10042,23380,8312,16108,4765,22473,4064,3107,22473,21073,2341,15480,15252,13165,5065,4143,4252,19120,8682,11050,5594,10442,-1,18707,6730,9320,5653,8196
みぞ,10171,5116,6135,12416,2441,12152,9175,13064,7440,17952,4476,8051,20791,11594,10681,3601,11681,10956,16832,9398,6412,7941,1907,-1,6152,15285,5256,7118,7769,7495,-1,7475,6166,6363,7206,32716
げん,10226,20704,8705,3727,54,15920,18505,486,3079,5626,6709,3819,5584,16025,2939,1858,16025,15018,10118,11871,44,51,4908,6956,742,14502,178,574,8690,3236,1044,2961,7265,5871,16067,14056
