word,JPDB_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
かじる,1816,3966,-1,9953,-1,17458,16731,11616,10062,9669,2686,9918,9159,9686,11141,7054,9686,9079,10713,9200,-1,-1,-1,-1,7446,10048,13514,13518,4399,10491,4552,11097,4688,23833,12959,9967
にらむ,1817,20704,-1,6231,-1,7634,16913,5356,7976,7202,1003,7379,3802,8360,7073,3257,8360,7823,6806,7962,-1,-1,4689,-1,1568,6414,7108,9342,1307,8299,-1,5773,1266,-1,24419,25778
おまけ,1818,3704,15597,3192,-1,5837,10629,10177,4965,4422,-1,4533,2900,3020,3685,2132,3020,2816,3554,3729,5934,6641,-1,-1,16387,6261,-1,23509,2701,5181,10030,3398,2353,11088,1205,3778
ほお,1820,4252,19389,5877,506,5116,7966,2953,7558,7424,-1,7065,9829,6572,5239,598,5362,5004,4425,8403,10341,9779,1171,8141,759,4630,5035,4910,643,7882,9652,14940,368,14194,15457,11495
あむ,1823,11455,-1,2355,-1,11867,9937,1956,3405,24483,2747,11645,7307,14259,12204,6416,16454,15412,12364,2475,-1,-1,15227,-1,3175,7485,6535,10363,7200,3568,-1,10667,1937,21970,9589,39934
やわらかい,1825,1467,14446,8855,-1,5393,3499,8405,15032,13486,1421,3940,4190,5812,4128,4661,17087,16014,11634,4264,-1,-1,1019,-1,4059,13268,6198,4501,1608,15541,9227,6033,620,23678,13599,8509
おろす,1826,1192,-1,7373,-1,2637,5820,4006,11555,12182,411,2410,1153,4980,5082,1308,10743,10077,11031,5946,-1,-1,793,-1,3887,4299,1655,2204,1261,11988,5871,3145,955,14073,14008,9068
しゃがむ,1832,8967,-1,21051,-1,24757,21321,20767,18944,16023,2652,16443,6088,18746,17347,6347,18746,17573,16667,5897,-1,-1,5698,-1,8645,20372,16638,22531,6996,19514,-1,7965,6582,-1,12091,8905
たてる,1837,612,9172,12092,-1,820,939,1379,21495,19720,204,968,983,1287,1843,226,14252,13368,13502,3960,-1,-1,799,-1,555,1656,1785,1501,473,22080,1933,2475,444,19203,13527,11941
おす,1841,13446,9860,4669,1685,1483,1101,1439,13126,4915,9385,16383,4292,1370,6463,467,8574,8021,3898,9742,17721,15532,518,16852,1126,17019,3108,3233,1170,13586,7130,10334,762,22356,16036,10821
はな,1846,705,11398,2144,187,773,21136,854,2855,3640,2736,878,12316,1013,411,358,5535,5170,2857,6517,13663,11964,931,12384,893,3067,4097,4321,942,3008,418,13219,673,9251,11044,8281
はじまる,1848,667,18127,5989,-1,736,633,670,22054,22074,412,630,1808,514,596,1005,17357,16266,8299,4657,-1,-1,5639,-1,693,19491,7774,5906,733,22648,2068,3332,625,7336,9212,7658
まぶしい,1849,8120,-1,4989,-1,12150,13133,4567,8059,6971,1833,7142,7048,5459,3607,5092,5459,5098,4121,7610,-1,-1,8647,-1,3985,4644,10707,14480,3805,8382,-1,7620,2125,-1,9905,16123
とくに,1850,500,6113,1269,-1,406,263,1215,924,919,429,952,2043,1282,980,644,1282,1193,12067,5683,21927,17976,801,3959,787,982,19689,6986,385,979,5056,3108,524,8031,14708,11559
さわる,1853,938,-1,12646,-1,4196,2551,1512,17029,14535,959,877,3825,1347,1403,3272,12751,11954,22558,3153,-1,-1,102,-1,2417,18290,7332,7578,1660,17563,6022,6612,390,10279,16936,16740
たくましい,1860,16266,-1,6093,-1,11709,12835,15916,9274,7861,1557,8054,6554,3220,6893,4016,3220,3004,6632,9825,-1,-1,1913,-1,6399,6721,15354,13819,5531,9665,5656,8698,3936,20416,16986,15735
よみがえる,1866,16266,-1,2509,-1,6383,7037,10092,4646,4109,1283,4210,5135,2643,9433,3741,2643,2459,9075,11697,-1,-1,11303,-1,6680,4078,-1,19321,3496,4848,-1,7186,2243,21712,20842,8555
あきれる,1868,11455,-1,5032,-1,8283,10231,21712,3986,3554,1152,3649,4665,5026,4888,2635,5026,4687,4711,12418,-1,-1,7725,-1,3264,5090,7976,8177,1099,4170,-1,6924,1304,17886,7776,35593
つぶす,1870,2751,-1,3143,-1,6413,4982,1479,5624,5111,1271,2165,4101,1675,3438,2585,3117,2907,6450,9931,-1,-1,883,-1,2675,7348,6776,6473,1318,5871,7560,8144,1486,9141,13534,9564
たいてい,1871,2376,15731,15896,999,3628,3411,5564,17130,14408,815,4388,2382,7544,3986,1335,19566,18336,12719,11831,5117,5757,10821,-1,2033,20827,18706,18257,2400,17663,-1,4033,3076,17024,22242,12956
かわいらしい,1892,4442,-1,7548,-1,12458,19182,7185,10063,8711,2018,8932,11342,9684,4660,5703,9684,9077,4490,6772,-1,-1,4198,-1,5206,6477,15962,13937,1835,10560,7828,8527,1234,22547,17931,12149
とらえる,1898,3492,12062,8330,-1,1644,5491,9130,12386,10617,10820,3047,2859,1692,7488,1851,7334,6867,15262,9544,-1,-1,11458,-1,4198,12657,2339,2127,1121,12829,9567,4058,1369,13081,5035,5789
とたん,1904,4114,24461,12892,2370,3715,19806,6176,15605,12823,-1,5638,1950,6080,6595,841,8761,8201,8580,8727,12372,14232,2877,-1,1846,14342,-1,-1,1648,16119,4278,2763,1117,22602,9339,24651
ことごとく,1915,13446,16396,9103,-1,11088,17857,12607,17633,14650,1484,15036,4289,8803,11698,2887,8803,8242,11248,13023,18800,21601,23356,-1,3605,9015,12692,9696,4992,18183,-1,5788,5732,16798,14653,14053
ときどき,1920,1285,10053,11441,364,2983,2324,2163,22976,19078,-1,2038,1955,5368,2088,1512,10723,10060,12752,7239,8629,9301,15271,9313,1151,15613,9303,22534,2907,23597,-1,3607,1768,20040,24379,15747
こだわり,1929,3410,11918,8370,-1,9780,2522,5013,10238,7696,-1,7887,15990,11380,8796,9422,11380,10674,8456,10664,15866,14623,13986,-1,12549,7575,-1,23098,8595,10641,5411,10659,7002,12093,7410,5167
すすめる,1934,1703,4635,18102,-1,842,750,1607,1397,10650,934,1439,2481,1991,2290,1409,20360,19083,4909,18090,-1,-1,12880,-1,2465,1552,6774,5514,1057,1467,974,4257,1147,20252,11700,3748
まぶた,1935,13446,-1,18845,3058,11299,9953,9746,16661,13720,-1,14081,8533,13551,7398,1810,19142,17937,7120,6080,-1,24988,3525,-1,3705,17359,13340,10797,3989,17234,-1,8132,2258,-1,18180,10256
もとより,1950,20704,13078,12101,-1,7228,14932,12620,22584,17973,1370,18457,4333,9360,17969,2664,9360,8773,17267,6808,-1,-1,13942,-1,3485,9303,-1,22922,4886,23210,-1,5345,4908,16481,14166,10711
つながり,1955,2041,6778,5101,-1,6841,3291,4103,5014,4594,-1,4712,6259,3431,4405,3722,3431,3203,4248,10255,4684,5400,10974,-1,4696,5041,5444,5029,2777,5232,-1,6734,2622,10317,3545,3893
あいだ,1956,460,8240,16114,12,287,298,623,9198,8740,828,390,532,387,422,107,6825,6383,5038,5921,14547,13251,155,7153,207,14393,8945,5824,147,9578,7697,1192,177,10393,10095,12604
ほぐす,1961,8120,-1,18841,-1,12509,15370,7142,14836,12893,3884,13227,14604,14900,14726,11073,14900,13969,14142,5113,-1,-1,2841,-1,17386,15985,11498,12477,8098,15367,-1,12488,3596,18951,10155,6595
おさまる,1963,3410,18824,10640,-1,4181,3863,6186,4759,23175,910,4287,3537,4468,5495,2403,11327,10625,12757,8952,-1,-1,2979,-1,5485,16720,8671,7074,1627,4963,-1,6448,1125,11159,13467,15412
ちい,1965,6453,1561,7011,1737,3640,24038,3724,8690,12707,2832,13035,16651,7411,4278,6957,12972,12157,14503,10965,3947,3965,11259,22729,2613,1950,6054,9329,21557,9035,-1,3027,16315,23314,15380,25001
からだ,1968,540,231,237,499,495,293,332,290,12896,-1,335,1765,222,475,586,3399,3173,20159,14551,1266,1324,24,4856,128,5646,5705,2287,111,298,9588,3064,75,309,16894,10801
はなれる,1977,1034,7420,13019,-1,1152,1133,806,22978,12179,286,569,5387,669,841,296,9449,8858,15336,24746,-1,-1,13844,-1,421,14774,18725,12646,350,23599,1841,7442,376,1479,1403,27392
はて,1986,11455,7840,7106,5979,8879,18955,-1,14919,14057,-1,14428,4997,6786,12408,-1,6786,6347,11935,6211,3864,3925,4336,-1,24016,24468,5162,4836,3542,15511,4972,9213,2287,7953,8318,22737
もどる,1988,497,2914,3644,-1,607,634,257,8192,7059,161,147,1032,232,308,522,6929,6485,293,10025,-1,-1,253,-1,267,16714,6028,4774,129,8518,9589,2849,133,993,20827,11518
いたずら,1992,16266,17806,4119,2733,11937,20046,3692,5882,5647,2729,4346,4279,6646,4210,1530,6646,6218,4058,7421,5952,5702,3160,-1,2977,5282,5508,6785,3079,6127,-1,4684,1494,11384,12050,10321
たどる,2008,7460,20002,6624,-1,4462,5495,7017,6468,5655,1326,5800,4157,5778,10850,2976,5778,5396,10433,12271,-1,-1,3736,-1,3003,5670,6827,6286,3550,6721,7590,5557,3016,11802,11710,7382
わたる,2010,1753,3550,7743,-1,1280,4367,2891,7334,4748,356,2095,3278,2201,3076,889,5548,5183,7390,5353,-1,-1,4835,11050,868,7957,1583,2393,1011,7628,1999,2360,1187,7085,6220,2679
まね,2029,2809,11838,2072,1091,7439,4266,5824,4435,4622,-1,1179,5142,2234,2445,1201,2234,2072,4001,15381,6532,7379,2412,-1,11995,3426,5601,5190,1554,4637,5597,10986,1244,7460,13592,10786
じい,2036,13446,19060,2981,24503,-1,9365,5497,3392,860,3568,3571,6165,12401,8975,1676,472,436,831,5424,2730,2845,1298,-1,7562,1329,6019,11214,12798,3552,-1,2229,7461,20429,-1,2611
とまる,2041,602,17497,11030,-1,1685,19252,1538,14501,13065,409,778,2478,777,1259,1334,17823,16703,13433,5417,-1,-1,279,-1,1201,16156,4311,3976,584,14994,2500,4769,385,17864,13545,10266
いっそう,2054,16266,22568,21038,626,2004,3063,15018,16283,11934,764,12236,2472,13792,9942,1653,19113,17910,18566,5934,23920,21411,6720,-1,4654,10944,9557,8411,3240,16577,5200,3617,2212,13104,24027,24200
うなる,2058,11455,-1,8352,-1,10750,16169,3606,11344,10036,1312,10293,3852,9982,13805,3994,14143,13263,13264,10730,-1,-1,9793,-1,1963,10228,10676,9680,2668,11762,-1,8052,3014,-1,22013,26540
めぐる,2059,6881,5983,6746,-1,3358,3102,3872,7606,11402,1064,5693,3578,3384,7019,3037,12945,12136,8106,7367,-1,-1,2472,-1,1360,11385,2127,2122,2412,7924,1966,4207,2329,3355,4147,5621
はる,2060,1319,8091,918,335,6457,9134,517,1778,3256,748,3346,1437,4613,1355,2260,4613,4313,1308,3194,4260,4151,1273,15304,1255,15467,562,569,855,1869,3729,3075,805,2680,5643,4627
やっかい,2062,6059,24632,4955,1880,10761,6081,2775,6143,5349,-1,2829,11009,2377,3361,1979,2377,2208,3240,14427,6545,7614,19906,-1,3242,3939,23439,19261,1363,6391,2377,15558,2290,22041,17793,27447
きょう,2064,168,3185,1607,67,400,13556,182,1297,1929,4535,152,1668,227,100,157,2626,2443,2530,8011,5945,5970,38,9943,454,7994,116,519,170,1368,9483,3521,81,3573,11669,2630
わが,2065,6453,9078,2798,-1,532,2465,1281,6721,5125,312,930,1151,645,1584,1229,2273,2109,4651,11065,4045,4135,2290,-1,1006,7129,2256,1853,551,6998,5189,1711,976,6360,9664,6739
つぶる,2066,6059,-1,8017,-1,14516,11569,4568,9618,8418,1476,8633,5552,8173,6932,2942,8173,7643,7504,6596,-1,-1,2669,-1,4386,8692,14232,14733,2846,9996,-1,6792,2136,-1,9402,10174
のんき,2070,11455,-1,5136,3835,20364,20356,23337,10020,8423,1647,8639,10994,3979,6137,3362,3979,3716,5913,13222,21649,21436,17755,-1,7364,4836,17434,15502,4229,10419,-1,14160,3190,-1,19298,32816
いっしょ,2078,198,15962,1964,356,502,238,710,3782,3439,-1,145,846,245,141,500,7987,7466,6447,2525,4107,4496,1769,-1,2325,9492,6385,4938,185,3965,2435,1766,98,12055,13455,5203
わた,2080,6453,10826,20038,2206,12982,11903,7060,11602,8849,-1,9076,6925,10963,7080,3675,22139,20756,9222,15242,5208,5437,7263,18783,5439,8685,1595,2161,6659,11968,-1,14678,3551,11361,10945,21181
しいる,2083,-1,-1,7693,-1,9494,6742,585,8766,9231,2908,9470,3666,6652,15258,21841,6652,6224,14660,8032,-1,-1,10406,-1,264,9116,4226,4082,5055,9121,8301,6623,6333,20051,10681,91438
へい,2094,3170,13174,1446,2576,4415,8963,2500,1328,3721,-1,3821,656,3041,5642,2011,3041,2836,5440,1724,12418,12325,9546,20616,994,6167,1800,1483,532,1320,1447,9527,1816,956,1405,4663
あげく,2097,6881,22718,9858,9225,9464,22462,5501,13030,10323,-1,10584,3717,7333,5825,2093,7333,6866,5616,9740,16506,17024,6704,-1,3240,7161,18649,19637,4231,13497,-1,7283,3620,15643,22812,33363
しかける,2098,6059,17087,13131,-1,7786,6637,2074,9192,14280,1202,2732,4507,1561,4658,2350,14545,13642,18458,5183,-1,-1,7390,-1,2425,12603,7507,7409,1374,9620,1276,9097,2140,18547,16090,20128
たか,2101,6881,5264,9197,3704,19592,13264,987,6575,2818,-1,8778,8876,4872,296,928,3351,3127,2277,16354,4106,4561,20371,17646,1339,6315,5064,5043,6279,7836,10021,5710,6695,4977,6288,9779
つかう,2109,125,1560,6635,-1,216,72,218,9996,10429,151,181,2600,178,266,193,13192,12366,7615,6555,-1,-1,159,-1,189,9233,2816,3705,51,10433,272,6038,144,16177,9005,9131
おしゃれ,2110,1267,-1,4519,-1,8202,12000,7597,6772,5907,-1,5781,14065,12167,4859,7630,12167,11410,4682,10321,12937,11919,10113,-1,18516,6839,-1,20298,6132,7220,5847,12230,3903,14842,7152,4257
マスコミ,2111,11455,5377,3853,-1,5432,4025,2584,3837,3486,-1,3580,4847,14698,10573,4132,14698,13789,10167,13170,4840,5463,-1,16126,5005,9930,-1,18491,15196,4029,-1,5390,10563,5887,4071,5162
てっぺん,2112,7460,-1,6981,16584,17595,18155,7090,10698,9193,-1,9430,7704,5217,8681,4945,5217,4866,8344,12177,17425,15564,3455,-1,6390,7773,17809,20151,9189,11124,-1,10669,7206,-1,6556,11566
かなえる,2118,13446,-1,3135,-1,14993,3760,2560,3483,3166,2440,3256,13259,2759,2926,6691,2759,2568,2892,16656,-1,-1,9210,-1,6499,3163,20177,20815,3691,3645,4856,15791,2043,23662,7863,19466
たどりつく,2124,4880,21076,5649,-1,6601,9989,3289,9698,8428,1154,5752,5884,2960,5268,3897,2960,2761,8885,15846,-1,-1,12789,-1,3579,4622,-1,-1,1025,10090,6958,10434,1380,13656,7054,22282
ほん,2126,370,8670,3385,249,788,172,179,4213,2635,244,684,5031,529,647,142,5958,5567,3400,2725,415,453,492,2606,313,12282,320,1072,508,4408,298,15461,414,5022,7293,2367
めった,2131,3410,19483,14146,1972,6430,18034,-1,19322,5552,1029,5690,9196,5561,4587,1772,5561,5195,4423,15482,8409,8288,3650,-1,-1,7078,14776,13204,2768,19882,6670,6374,3129,17852,20823,14864
まわす,2133,806,17023,10575,-1,2666,23316,1783,17515,20379,558,1514,1209,2120,2363,1701,15978,14974,20029,3649,-1,-1,434,-1,2463,18030,2497,3638,1138,18064,4932,4565,828,20159,12143,9225
ろうか,2154,6059,14789,4622,988,4099,6887,4982,4534,4017,-1,4118,791,6650,2779,523,22645,21226,2684,1091,3510,3714,3293,-1,838,4875,7463,8685,1573,4746,7626,876,742,17813,5438,27225
ふさぐ,2155,10047,-1,8126,-1,9643,10295,6481,10485,8520,1459,5727,5023,3229,9233,3563,6535,6110,8883,7608,-1,-1,2413,-1,3357,12542,4481,4181,2205,10909,-1,6857,1707,18340,19350,18623
けん,2164,5116,1990,758,2625,23312,19629,578,472,3829,1490,4955,1252,8536,11221,1163,8536,7988,6767,1181,17750,16257,4610,3133,1875,6417,6741,5398,698,454,7822,8775,799,2061,1589,4131
おもう,2168,48,3511,14193,-1,68,25,26,9409,7739,39,64,1606,78,58,90,16906,15841,7813,9930,-1,-1,13,-1,13,21047,6679,9250,22,9787,75,2800,20,577,4576,2544
ゆるい,2178,2319,24217,16593,-1,14334,7756,12965,15230,7168,1109,7343,8479,21602,4115,2427,11091,10407,3967,9326,-1,-1,4693,-1,8607,14190,4755,4255,4779,15352,-1,12127,3099,15028,10165,5857
はずす,2189,1147,17461,15038,-1,2475,2354,1633,1017,21712,633,1028,2630,1571,1594,1674,10021,9398,13489,17112,-1,-1,864,-1,1362,20030,9789,10240,1244,1072,1867,4469,978,24369,14730,14101
どうこう,2192,4649,5065,10619,3927,12571,11993,4166,14165,11674,3359,11973,15089,6189,7778,8949,6189,5786,7483,4832,20718,19120,6304,-1,4504,10364,10427,17342,4559,14703,1860,14205,3351,5617,14098,8122
しょせん,2201,6453,4260,3414,2990,11235,11124,6531,9709,8359,1670,6635,10928,3131,5418,3438,3131,2921,8134,7564,19542,22371,12337,13575,7062,5552,-1,-1,2959,10104,3678,12121,2685,7031,20586,42761
うける,2207,422,938,12285,-1,264,12323,519,14829,14532,191,370,1585,471,870,190,16415,15380,13422,10475,-1,-1,666,-1,368,19898,887,1394,165,15327,9410,4578,323,8704,12055,11293
ほんとう,2210,72,3623,13249,536,385,232,262,4958,4411,-1,107,1039,154,138,344,154,141,10995,5947,6186,6307,8899,-1,542,21189,10872,10979,95,5177,6066,1975,51,7111,17093,6932
つかまえる,2216,2636,-1,4277,-1,6371,7055,1391,7093,6107,935,941,3031,1016,1865,1874,5767,5386,5492,9481,-1,-1,8401,-1,2282,7865,7444,7963,1857,7390,3190,6944,1483,11950,4195,20729
おじ,2219,552,10892,3116,2526,2968,8747,4083,3463,822,-1,853,7632,1326,1556,1818,1467,1358,1502,5981,1710,1911,23306,8421,2955,1990,4376,7232,633,3632,1896,2449,874,15793,15298,2335
パイ,2221,3599,9595,5777,22966,14723,10000,3978,2798,2584,15463,14192,5357,-1,7661,5952,6790,6351,7742,1699,2163,2386,13768,6721,3201,6766,6688,8621,5524,2943,-1,8366,3151,7368,5831,4958
かかわる,2228,1844,13853,3082,-1,1146,537,1345,7484,6498,542,1278,1407,2033,1868,909,4308,4021,5979,4730,-1,-1,7510,-1,3435,17292,2363,2235,688,7798,5627,1453,880,2397,3786,2475
しかた,2230,1726,12020,1128,463,1808,21111,3091,1745,4511,-1,3598,2475,2397,2829,718,2397,2226,2732,5682,12962,12579,288,-1,3215,3620,6591,4727,828,1834,2753,6087,942,10314,14050,18635
ぜったい,2231,219,2960,6913,1207,1534,732,391,9095,7171,-1,284,12575,239,265,446,239,221,9405,5180,23142,18438,5236,20761,2107,15037,10291,19252,372,9467,1273,10345,246,2419,279,12030
かえる,2232,433,7723,3770,2508,689,17362,169,6440,1438,343,509,1420,637,834,178,2561,2379,1314,4285,13398,13729,315,-1,7754,206,1585,1782,509,6695,4780,3052,496,11176,12956,6966
たいへん,2233,228,5083,4399,597,1131,325,388,7226,6684,331,376,1855,595,452,578,16915,15849,15293,11173,10859,9418,7870,-1,705,12837,11012,8676,751,7526,306,4069,479,5522,14689,11891
つむ,2237,3492,15149,5837,-1,4420,3041,4733,9514,19470,811,2987,6930,3620,4631,1473,15280,14323,4463,7424,19427,20772,5924,-1,2247,11276,3807,3937,1951,9922,9306,15192,2863,8846,9627,18459
うわさ,2247,2319,4356,3293,695,3467,2342,899,2311,2693,-1,2111,5983,2347,1923,679,2352,2184,2626,1260,9849,8619,2483,-1,1064,1541,3367,3405,833,2430,1636,12673,845,21408,2972,19289
わん,2249,2944,18163,8196,4793,18529,9355,983,15156,17579,2586,18049,17080,13132,11634,4361,13132,12307,11185,6863,7775,7704,17965,-1,11719,11086,2289,5490,12161,15730,7148,17475,8673,10262,10436,8994
のむ,2253,147,10650,4913,-1,615,332,282,4980,4520,195,243,2074,754,442,396,3523,3288,5387,5013,-1,-1,147,-1,297,5020,5190,4371,306,5196,1005,4795,311,18478,8115,12650
かたち,2255,424,10448,14043,190,506,13548,1127,15569,16927,750,1298,3360,1144,1396,290,17354,16263,1346,4752,1756,1830,436,6826,535,14238,4008,3780,455,16086,1448,4893,430,10939,10663,3937
あたたかい,2260,880,24705,10121,-1,2832,1824,3472,3018,2751,858,2834,6538,4994,2236,3048,22558,21147,2165,6528,-1,-1,2251,-1,5176,19672,10409,6800,1572,3183,6714,9439,651,19699,14592,18753
かわる,2262,229,4789,5050,-1,422,14590,406,19935,14406,178,273,2957,286,257,791,8063,7541,6878,6752,-1,-1,377,-1,531,9072,4192,3484,163,20485,629,4447,152,15392,14018,8866
かれる,2268,4252,-1,3877,-1,9913,8231,4635,3115,9448,1046,7694,467,6566,6409,3434,6566,6140,10850,6547,-1,-1,3393,-1,4450,20171,2513,3289,4626,3272,3179,7523,4457,12143,7663,21284
こねる,2272,2809,-1,9037,-1,19520,20457,4696,9745,10850,3287,11128,10251,11799,7426,8666,11799,11068,7147,4678,-1,-1,3082,-1,9284,13578,4025,4616,6937,10159,6677,11029,3759,-1,14036,11354
くだす,2278,-1,14974,4301,-1,5414,5390,2866,8103,3268,1022,3358,8055,3429,8128,2202,10725,10062,14295,8459,-1,-1,3514,-1,2078,5374,9879,8244,2560,8421,7666,16159,3241,4062,10987,7459
こる,2285,2319,-1,1527,-1,11057,7471,2263,2154,17498,2120,10062,4704,8773,6621,6271,17878,16755,15562,2731,-1,-1,3602,-1,1865,3176,2132,6274,6603,2252,-1,20731,3955,22959,7668,13224
くち,2296,656,22136,544,57,590,778,842,435,15519,5011,422,155,481,661,91,481,443,15338,154,530,576,79,7064,253,12286,265,221,104,433,1137,24718,105,773,668,22526
ふつう,2301,179,14563,11918,480,908,440,539,13852,11888,-1,506,2756,561,320,415,20266,18992,304,18502,12007,13699,284,22219,727,21851,6542,949,220,14325,2720,4768,247,22381,15445,6949
うり,2314,5116,21665,4932,6018,13665,3886,23822,6922,18692,4054,4616,17695,6968,8516,4494,11578,10860,5544,7362,3701,4239,-1,-1,17419,11928,862,2462,6170,7214,7158,7788,6603,18713,15159,19529
そろえる,2320,2376,24405,7203,-1,4830,3330,5099,6335,5592,1448,5730,6036,6961,5793,2805,6961,6517,5585,12016,-1,-1,14733,-1,3918,5535,5063,4292,2384,6595,3671,8817,3163,9780,15375,10707
ほえる,2323,16266,-1,6431,-1,11829,9848,5535,2933,10399,1900,10663,16002,8960,5987,5530,10045,9420,5769,10061,-1,-1,11043,-1,4572,8118,9892,9850,3558,3092,-1,6203,3799,17030,15949,60035
もち,2325,16266,7287,4695,3039,14065,19530,5267,7099,24172,8411,7043,3787,7682,3655,5466,17175,16094,3525,1780,15774,17713,6178,22886,2405,9045,563,636,2002,7391,-1,15390,21517,8358,5715,6554
とぶ,2335,563,8797,4743,-1,1740,2077,904,7803,11889,307,881,2058,717,1176,442,8944,8374,5661,6823,-1,-1,874,-1,380,13945,1502,3078,357,8123,1589,8348,664,10282,11365,8610
おやじ,2343,1202,-1,2089,3132,4911,6195,829,1807,2461,-1,902,3196,857,1546,2441,3512,3277,3035,24694,8482,8371,6616,-1,2351,4877,11638,15585,2135,1907,-1,8187,1390,15450,3226,10901
うつる,2344,1117,22957,7931,-1,4822,21051,10058,10149,13542,896,2644,4841,3337,2947,4471,9781,9172,6754,11053,-1,-1,2886,-1,7752,3469,6049,5437,1903,10550,-1,10168,1727,4650,20438,9913
あさ,2347,327,11517,644,161,1101,589,659,645,638,3772,664,442,1265,606,302,1265,1177,14324,482,662,694,498,2584,516,6308,635,582,863,662,2813,13767,352,574,1268,16645
ゆき,2350,801,5136,2762,593,24024,1983,764,2721,21713,-1,1658,3504,20797,303,1078,20797,19496,288,6879,2881,23208,4469,4456,874,8898,875,2179,1852,2863,-1,7529,1166,3764,8483,11944
にぎやか,2364,8120,-1,6922,-1,9549,6381,6326,7924,7866,1483,8059,8605,7487,3392,3705,7487,7005,3270,13602,19486,18908,9639,-1,4706,4420,9354,10150,4034,8254,-1,10977,2498,-1,16696,20437
となり,2371,573,21346,18276,537,2133,20026,1166,1268,19393,-1,1155,5350,2230,1079,743,2230,2069,7249,19731,18961,18692,1083,196,578,7337,22665,17249,495,1341,-1,7865,543,23717,4933,10353
ぬく,2374,761,13574,6401,1103,2615,1877,1602,12802,18497,535,1092,2925,796,1607,926,11677,10952,11061,6300,-1,-1,183,-1,1034,11791,2472,2967,737,13276,3849,9060,640,15066,19291,16323
へこむ,2383,4880,-1,10984,-1,16096,10903,7506,13632,12246,4078,12559,19000,12634,6015,12588,12634,11848,5794,10445,-1,-1,6460,-1,10377,7540,10562,15136,6289,14109,3148,16681,3462,-1,11741,10669
いち,2391,65,3413,3519,5,42,18082,266,1841,18148,-1,1499,5043,1575,2289,15,17870,16748,2218,2661,13141,10717,115,10556,200,4570,339,795,26,1947,187,4845,35,2592,4882,1258
しのぐ,2400,16266,21631,5880,-1,14209,12427,8841,11211,9577,2394,9823,11167,7686,13471,7581,7686,7188,12946,22190,-1,-1,20741,-1,6410,6089,9882,9403,4479,11627,-1,14611,5544,23180,17986,21333
あおる,2402,13446,-1,9430,-1,11580,7986,8059,9718,8997,2277,9229,7718,9794,7422,6525,9794,9184,7143,12752,-1,-1,2616,-1,5226,7624,11158,12864,3294,10117,-1,10373,2714,18982,12929,13079
ふたたび,2403,16266,13648,1548,-1,1264,2130,2837,1780,1726,299,1776,1402,1404,4884,815,1404,1301,4707,6310,1634,1611,8968,3853,517,1757,24222,11499,480,1872,652,2777,467,13216,3558,35948
かる,2404,16266,-1,1674,-1,8569,9250,2167,2808,11725,1126,12024,4626,17177,17589,4105,17177,23535,16899,3805,-1,-1,10648,-1,986,5523,1656,2554,4263,2969,5215,7385,3366,12349,5444,9692
むかう,2418,1703,1724,579,-1,627,869,772,24888,608,179,634,1656,473,1668,711,473,437,1610,16367,8622,9157,810,-1,275,635,3899,8037,135,665,170,4032,235,19185,22470,29360
うどん,2426,952,10275,4542,19451,8876,5765,5712,12202,9435,-1,9680,11110,10387,4324,7885,10387,9737,4168,6077,-1,-1,-1,17810,12302,11083,5674,4977,10660,12683,-1,9890,6046,8566,10353,3848
ちゅう,2440,6059,3253,1857,2110,11690,16517,19801,2181,4200,1494,5864,2291,11093,7075,1741,3838,3583,4826,1370,22417,16885,5852,20116,2896,18913,198,743,17330,2285,-1,8008,1960,6566,18045,8845
こたえる,2445,2090,10593,8533,-1,666,801,666,11897,10870,154,662,2931,1179,1447,213,10719,10056,13460,14852,-1,-1,6236,-1,169,8799,8520,9927,254,12346,3633,4661,239,3469,772,23219
たたえる,2447,-1,20226,13701,-1,8749,11787,15637,6937,6229,5442,6386,5281,9598,13716,3537,9598,8999,13179,10917,-1,-1,17156,-1,5076,8926,3303,3193,9271,7224,-1,8183,6465,24685,14691,17739
できあがる,2449,3837,-1,12615,-1,4366,3516,5384,12687,22090,1520,10149,8096,9469,8478,4416,23598,22121,16879,11928,-1,-1,6669,-1,5450,20861,11659,8600,2617,13169,-1,9240,3701,18184,9874,9666
ひっかかる,2450,2125,-1,13339,-1,7270,12922,5448,21768,19085,1269,4556,5384,3811,3787,3141,14020,13147,22381,8921,-1,-1,4143,-1,6642,22741,20816,17564,2632,22363,-1,10269,1780,-1,12125,11398
