word,YOUTUBE_FREQ_V3_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
ニュー,3,4,4,3,1,3,4,3,3,4,1,1,2,1,1,3,4,4,2,1,4,4,1,5,3,3,3,3,2,3,3,1,3,2,4,3
〇,3,1,3,4,1,1,2,1,3,3,3,1,5,1,1,1,2,2,4,3,2,2,1,3,1,4,3,4,4,1,3,1,5,1,3,2
報告書,3,1,1,3,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,3,1,2,3,1,4,4,1,1,1,3
国際的,3,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,2,1,1,1,1,3
県庁,3,2,3,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
納豆,3,4,2,3,2,2,3,3,2,2,1,2,2,3,3,2,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,3
循環,3,3,4,2,3,3,3,2,2,3,1,3,2,2,2,3,2,2,2,2,2,2,3,1,2,2,1,3,3,3,2,1,3,3,4,2
手間,3,4,2,3,4,3,4,4,3,3,1,3,3,4,3,3,4,4,3,4,3,3,4,1,3,3,1,3,3,4,3,1,3,4,2,4
下ろす,3,4,1,3,1,4,3,3,4,4,5,4,4,3,3,4,3,3,3,4,1,1,5,1,4,3,4,3,3,4,4,3,4,5,3,3
ベーコン,3,3,2,2,1,2,2,2,3,3,1,1,2,1,1,2,2,2,3,2,3,3,2,2,2,2,4,1,1,3,3,1,2,3,2,3
歴史的,3,1,1,2,4,3,4,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2,1,3,4,1,3,1,1,1,1,3
込む,3,2,1,4,1,3,3,4,3,3,5,3,4,4,3,4,4,4,3,4,1,1,5,1,4,2,4,4,4,4,3,3,4,4,3,4
埋まる,3,4,1,3,1,2,3,3,3,3,4,3,3,3,5,3,3,3,3,4,1,1,4,1,3,3,3,2,2,4,3,4,3,4,2,3
イェーイ,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
開設,3,2,4,2,2,3,4,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,3,4,2,2,1,2,1,4,3
吟醸,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
潰れる,3,4,1,3,1,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,1,1,4,1,1,3,1,2,2,4,3,3,3,4,1,4
叶う,3,2,1,3,1,2,3,3,3,3,4,3,3,4,3,3,4,4,3,4,1,1,4,1,2,4,5,4,4,4,3,3,3,4,2,3
あふれる,3,3,2,4,1,4,4,4,4,4,5,4,4,3,3,4,3,3,3,4,1,1,4,1,4,4,4,3,4,4,4,3,4,5,2,3
大学生,3,1,1,3,3,3,4,3,3,1,1,1,3,1,1,1,1,1,1,2,1,1,3,2,3,3,1,1,2,1,3,1,1,1,3,3
ファッション,3,4,4,3,1,3,1,3,3,4,1,1,3,1,1,3,2,2,3,2,3,3,2,4,3,2,4,2,3,3,3,1,3,3,4,3
ソフトウェア,3,2,4,1,1,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,4,1,1,3,1,2,1,2,1,2,1,4,3
手伝い,3,4,2,4,1,3,4,1,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,4,4,4,4,4,2,3
高齢化,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
夏休み,3,4,2,4,1,3,4,4,3,3,1,3,3,3,5,3,3,4,5,4,2,3,3,2,3,4,1,2,1,3,3,1,3,4,3,4
破る,3,3,3,4,1,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,3,4,4,4,4,4,4,4,4,4
炭酸,3,4,3,2,2,2,3,2,2,3,1,3,2,2,3,2,2,2,3,2,2,2,3,1,1,2,1,3,2,2,2,1,2,3,3,3
実装,3,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,3,2
失踪,3,1,3,3,3,2,2,4,4,4,1,4,3,3,2,3,3,3,2,2,4,4,2,2,3,3,1,1,1,2,4,3,3,3,3,2
クッション,3,3,2,2,1,2,3,2,3,3,1,1,3,1,1,3,2,2,2,3,2,2,3,1,2,2,4,1,2,3,2,1,3,3,2,3
想い,3,1,3,3,1,1,3,1,3,3,1,1,3,1,1,4,4,4,4,4,3,3,4,1,1,3,3,4,4,1,3,4,4,1,3,3
仕様,3,5,4,2,4,4,4,2,2,3,1,4,3,4,5,1,2,2,3,3,3,3,3,4,2,2,1,2,2,5,2,4,3,5,4,4
タグ,3,3,3,2,1,2,4,2,2,3,1,1,1,1,1,2,1,1,2,2,3,3,1,2,1,2,3,1,2,2,2,1,2,2,2,2
フライパン,3,4,1,2,1,3,3,2,3,3,1,3,2,3,2,2,3,3,2,2,2,2,3,1,2,2,4,1,1,3,3,1,2,3,1,3
泳ぐ,3,4,2,3,1,3,3,4,4,4,4,4,4,3,5,4,3,4,5,4,1,1,4,1,4,4,2,3,3,4,4,3,4,4,2,3
構える,3,3,2,3,1,3,3,3,3,3,5,3,4,3,3,4,3,4,3,4,1,1,3,1,4,3,3,3,3,5,3,4,4,4,3,3
手札,3,3,1,4,1,1,2,1,1,2,1,1,1,3,1,2,3,3,1,2,1,1,2,1,1,2,1,1,2,3,1,1,2,2,2,5
破棄,3,2,3,3,2,2,3,2,2,3,1,3,2,3,1,2,3,3,1,2,3,3,2,1,2,2,1,2,2,3,2,4,2,2,2,5
わさび,3,4,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2
ふわふわ,3,4,1,2,1,2,3,1,2,2,4,2,2,2,3,3,2,2,3,4,2,2,5,1,1,3,4,1,1,4,2,1,3,4,1,2
話せる,3,1,2,4,1,3,3,1,5,5,1,1,3,1,1,1,3,4,4,4,1,1,3,1,1,1,1,1,1,1,4,4,3,1,2,3
動ける,3,1,1,4,1,2,1,1,4,4,1,1,3,1,1,1,5,5,4,4,1,1,5,1,1,1,1,2,2,1,4,4,4,1,2,3
カメラマン,3,3,2,3,1,2,3,3,3,3,1,1,3,1,1,3,1,1,3,2,3,3,2,2,3,2,4,1,1,1,3,1,3,2,3,3
司会,3,3,4,3,1,2,3,3,3,3,1,3,2,2,4,3,2,2,4,2,3,3,2,3,2,2,1,1,1,3,3,1,3,2,4,2
グレー,3,4,3,2,1,2,3,2,3,3,1,1,2,1,1,3,2,2,1,2,3,3,1,2,3,2,4,2,1,3,3,3,3,2,2,4
豪雨,3,2,3,1,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,3
書類,3,4,3,3,4,4,4,4,4,4,1,4,4,3,3,4,3,3,3,4,4,4,3,1,4,3,1,4,4,4,4,1,4,4,3,4
報酬,3,3,3,3,3,3,4,3,4,4,1,4,3,3,3,3,3,3,3,3,4,4,3,1,3,3,1,3,3,4,4,5,3,3,3,2
劇場,3,3,5,3,4,3,4,3,3,3,1,3,4,3,2,4,3,3,2,2,3,3,2,3,3,2,1,4,4,2,3,4,3,3,5,4
策定,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3
留める,3,2,1,2,1,3,2,3,3,3,4,2,3,3,2,1,3,3,3,4,1,1,3,1,4,2,4,3,3,3,3,3,4,2,2,3
経由,3,4,4,2,2,3,4,2,2,2,1,2,3,2,2,3,2,2,2,2,3,3,2,1,2,2,1,2,3,3,2,3,3,3,4,4
飲める,3,1,1,3,1,3,2,1,4,4,3,1,3,1,1,2,3,3,4,3,1,1,4,1,1,1,4,2,2,1,4,3,3,1,1,3
良し,3,4,3,5,1,3,3,2,5,3,1,5,4,5,5,5,2,2,3,5,3,3,1,2,2,2,5,4,4,4,5,4,3,4,3,4
フィルター,3,2,2,2,1,2,3,2,2,2,1,1,2,1,1,2,1,1,1,2,3,2,3,1,2,1,3,2,2,2,2,5,2,2,2,3
ろ,3,2,3,5,4,3,2,2,5,3,1,3,5,3,2,3,4,4,4,5,5,5,1,2,3,4,1,5,5,3,5,4,3,2,4,4
神河,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
アレンジ,3,3,3,2,1,2,4,2,2,2,1,1,1,1,1,2,2,3,3,2,2,2,2,2,1,2,4,1,1,2,2,1,2,3,4,3
題,3,3,3,2,4,2,3,2,2,2,1,2,3,3,2,3,3,3,2,2,2,2,1,2,3,3,5,4,4,2,2,3,3,2,3,3
議長,3,4,4,3,2,3,3,2,3,3,1,3,2,3,1,2,3,3,1,1,4,4,2,3,2,2,1,3,3,2,3,1,2,1,4,4
必須,3,2,3,2,2,2,4,2,3,3,1,3,2,2,3,2,2,2,3,3,2,2,3,1,1,2,1,2,2,3,3,4,2,3,3,3
引き出す,3,3,2,3,1,3,4,4,3,3,4,3,3,4,2,3,4,4,2,3,1,1,3,1,4,3,2,2,3,4,3,3,3,4,2,3
シャンプー,3,4,1,2,1,2,4,2,3,3,1,1,2,1,1,2,2,2,3,3,2,2,4,2,1,2,4,1,1,2,3,1,2,3,2,4
参考人,3,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
端子,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,4
高畑,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5
人手,3,2,2,3,4,2,3,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,2,1,2,3,1,2,2,3,3,3,2,3,1,2
シュート,3,2,3,4,1,2,2,2,4,4,1,1,2,1,1,2,4,4,3,2,3,3,2,3,2,3,4,2,2,2,4,1,2,2,3,2
マウス,3,3,3,2,1,3,4,2,3,3,1,1,2,1,1,2,1,1,3,2,3,3,1,3,2,2,3,2,2,2,3,1,2,3,3,3
及ぶ,3,2,4,4,1,4,4,4,4,4,5,4,4,4,3,4,4,4,3,4,1,1,4,1,5,4,3,4,4,4,4,4,4,4,4,3
ピース,3,4,3,3,1,3,3,3,3,3,1,1,3,1,1,4,5,5,3,3,3,3,1,4,2,3,4,2,1,3,3,1,4,3,3,3
シャワー,3,4,2,3,1,3,4,3,4,4,1,1,3,1,1,4,3,3,4,4,4,4,4,1,3,3,4,1,1,3,4,1,4,4,2,3
さっ,3,3,1,1,1,3,1,1,1,3,5,3,1,4,4,4,4,4,4,1,2,3,1,1,1,1,1,1,1,4,1,1,4,4,1,1
増,3,1,3,3,5,4,3,2,2,2,1,2,2,1,1,3,3,3,2,2,3,3,2,2,2,2,4,4,4,2,2,4,2,2,4,4
足元,3,3,2,3,3,3,3,3,3,3,1,3,4,3,3,4,3,4,3,4,3,3,4,1,4,3,1,2,2,4,3,4,4,4,2,3
いちご,3,4,2,4,2,2,3,3,3,3,1,3,2,2,4,2,2,2,3,2,1,1,3,2,2,2,1,3,2,3,3,1,2,4,2,2
反転,3,3,3,2,2,2,2,1,2,2,1,2,2,2,1,3,2,2,1,3,2,2,4,1,2,2,1,2,2,3,2,3,3,3,2,3
為替,3,1,3,2,2,3,3,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,4,3,1,1,1,2,1,3,1
路線,3,3,5,2,1,3,4,2,2,3,1,2,2,2,2,3,2,2,2,2,3,2,2,4,2,2,1,3,3,2,2,1,3,3,5,3
当選,3,3,4,2,2,2,3,2,3,3,1,3,2,1,3,2,1,1,3,2,3,3,2,3,2,2,1,3,3,2,3,1,2,2,4,3
話し合い,3,4,2,3,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,1,2,2,4,3,3,3,3,2,4
ポンド,3,3,4,2,1,2,3,2,4,4,1,1,3,1,1,3,2,2,1,1,4,4,1,3,3,1,3,3,3,2,4,1,2,2,3,2
線路,3,4,4,2,3,2,3,2,3,3,1,3,3,2,2,3,2,2,2,2,3,3,2,2,3,2,1,2,3,2,3,1,3,2,4,3
文学,3,3,5,2,5,4,3,2,2,3,1,3,4,2,3,4,2,2,3,2,3,3,2,5,4,1,1,4,4,2,2,1,4,3,5,3
ゆえ,3,3,3,4,5,4,3,1,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,2,1,4,4,3,2,5,3,3,4,5,3,3
近所,3,4,2,4,5,4,4,4,4,4,1,4,4,3,4,4,3,3,4,3,4,4,4,1,4,3,1,2,3,3,4,1,4,4,3,3
件数,3,1,2,1,1,3,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,1,2,2,3
王様,3,1,1,4,3,3,2,3,4,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,3,3,2,1,1,1,4,4,1,1,3,3
管理者,3,1,1,2,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,4,1,1,1,3
瞑想,3,2,2,1,3,2,3,2,3,3,1,3,2,2,1,3,2,2,1,2,3,2,2,1,2,1,1,2,1,2,3,1,3,2,2,1
やがて,3,2,4,4,1,4,3,3,3,4,5,4,5,4,3,5,4,4,4,4,3,3,1,5,5,4,5,3,4,4,3,4,5,5,4,3
ハンバーグ,3,4,1,3,1,2,2,3,3,3,1,1,2,1,1,2,2,2,4,3,1,2,3,1,1,3,4,1,1,3,2,1,2,3,1,3
余り,3,5,3,2,1,5,5,1,2,2,5,4,4,4,5,4,2,2,2,3,3,3,4,1,1,5,5,3,4,5,2,3,4,5,3,4
アメリカ人,3,1,1,2,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,1,4,1,1,1,1,4
洋服,3,4,2,3,4,3,4,4,3,3,1,3,3,2,2,4,2,2,3,3,3,3,4,1,3,3,1,3,3,2,3,1,3,3,2,3
当社,3,2,3,2,1,2,5,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,3,3
イエーイ,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ヒカキン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
主な,3,2,5,1,1,4,4,1,1,2,4,2,1,2,1,3,2,2,1,1,2,2,1,1,1,2,2,1,1,3,1,1,3,3,1,1
アリ,3,2,3,4,1,1,3,1,4,4,1,1,3,2,2,3,3,4,3,3,3,3,1,4,1,3,4,3,3,1,4,4,3,1,3,4
当日,3,5,4,3,4,3,5,4,3,3,1,3,3,3,4,3,3,3,4,3,2,2,3,3,3,3,1,2,2,3,3,1,3,4,4,3
欧米,3,2,4,2,3,3,4,2,2,2,1,2,2,1,2,3,1,1,2,1,1,1,2,2,2,1,1,3,3,2,2,1,3,2,3,3
正月,3,4,3,3,4,3,4,3,2,3,1,3,3,3,4,4,3,3,4,2,1,1,2,4,4,2,1,4,5,2,2,1,3,3,3,3
まとも,3,1,2,4,2,1,3,1,4,4,1,1,4,1,1,4,4,4,4,4,4,4,1,1,1,4,5,2,3,1,4,3,4,1,2,4
ナチュラル,3,3,2,2,1,2,3,2,2,2,1,1,1,1,1,1,2,2,3,2,1,2,2,3,1,2,4,2,1,2,2,1,2,3,2,2
多め,3,4,1,2,1,2,3,1,2,3,3,2,1,2,3,2,2,2,3,2,2,2,4,1,1,2,1,1,1,3,2,1,2,3,1,3
確立,3,2,4,2,3,3,4,2,2,2,1,2,3,2,2,3,2,2,2,2,3,3,2,1,3,2,1,4,4,3,2,1,3,2,4,3
追いかける,3,1,2,4,1,1,2,4,4,4,1,1,4,1,1,4,4,4,4,4,1,1,4,1,4,4,2,2,3,1,4,3,4,1,3,4
プレート,3,3,3,2,1,2,3,2,3,3,1,1,2,1,1,3,3,3,2,2,3,3,2,2,2,2,4,2,2,3,2,1,3,3,3,4
巨人,3,4,4,3,3,3,3,4,4,4,1,4,4,5,2,4,5,5,2,3,4,4,1,4,4,3,1,2,2,4,4,4,3,3,4,4
気温,3,3,4,2,3,3,4,2,3,3,1,3,3,2,3,3,2,2,3,3,3,3,2,2,3,2,1,3,3,3,3,4,3,3,3,3
財産,3,3,4,3,4,4,4,3,3,4,1,4,4,3,2,4,3,3,2,2,4,4,3,2,4,3,1,4,4,3,3,1,4,3,4,3
犠牲,3,3,4,4,4,3,3,4,4,4,1,4,4,4,4,4,4,4,4,4,5,5,3,1,4,4,1,3,3,4,4,4,4,4,3,3
イチロー,3,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2
ナイフ,3,4,3,4,1,3,3,1,4,4,1,1,4,1,1,4,4,4,3,4,4,4,1,2,1,3,5,2,2,4,4,1,4,4,3,3
けどー,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
明主,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
フォーカス,3,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,3
あーっ,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,5,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
スプレー,3,3,2,2,1,2,3,2,3,3,1,1,2,1,1,2,2,2,2,2,3,3,2,1,2,2,3,1,2,2,3,1,2,2,2,3
賢い,3,4,1,3,1,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,1,3,1,3,3,3,3,3,4,4,4,3,3,2,4
デザート,3,4,2,3,1,2,3,3,4,4,1,1,2,1,1,3,3,3,3,3,3,3,3,3,2,3,4,1,1,3,4,1,2,3,2,2
担保,3,2,3,2,1,3,3,2,2,2,1,2,2,2,1,2,2,2,2,1,3,2,1,1,2,1,1,3,3,2,2,1,2,1,2,2
ホンマ,3,2,1,4,1,1,1,1,4,4,1,1,1,1,2,1,3,3,3,2,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,2
パブリック,3,2,3,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,2,1,1,1,1,1,1,1,2,2
ふふっ,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1
ヨーグルト,3,4,1,2,1,2,3,2,3,3,1,1,1,1,1,2,2,2,3,2,2,2,3,1,1,2,3,1,1,2,3,1,2,2,2,2
誠,3,1,3,4,4,1,4,4,4,3,1,1,4,1,1,3,4,4,3,2,3,3,2,3,4,3,4,3,3,1,4,3,3,1,4,3
気候,3,3,4,2,3,2,4,2,2,3,1,3,2,2,2,3,2,2,2,2,2,2,2,5,2,2,1,4,4,3,2,1,2,2,4,3
すく,3,3,1,4,1,2,3,3,4,4,4,4,3,3,4,4,4,4,4,4,2,2,4,1,3,3,4,4,4,3,4,3,3,4,3,3
ツヤ,3,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2
厚い,3,4,2,3,1,3,4,3,3,3,5,3,4,3,4,4,3,3,3,3,1,1,3,1,4,3,4,4,4,4,3,2,4,4,3,3
ちまう,3,4,1,5,1,3,2,1,5,5,5,5,4,5,5,4,5,5,5,4,1,1,1,1,1,3,3,2,2,1,5,4,4,1,1,3
キーボード,3,2,3,2,1,2,4,3,3,2,1,1,2,1,1,2,1,1,3,2,2,2,2,4,2,2,4,1,2,2,3,1,2,2,4,4
キャッシュ,3,2,3,1,1,2,4,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,3,1,1,2,2,1,1,2,1,2,2,3,3
下りる,3,5,1,4,1,4,4,4,4,4,5,4,4,4,4,1,4,4,4,4,1,1,3,1,4,4,5,2,3,5,4,3,4,5,2,3
話しかける,3,1,1,3,1,1,3,3,4,4,1,1,4,1,1,4,3,4,4,4,1,1,4,1,4,4,2,2,2,1,4,4,4,1,2,4
広場,3,3,4,3,4,3,4,2,3,3,1,3,4,3,2,4,3,3,2,3,3,3,2,2,4,3,1,3,4,4,3,4,4,3,4,4
菌,3,4,4,3,2,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,1,2,2,3,3
捧げる,3,2,2,3,1,3,3,3,4,4,4,4,3,4,2,4,4,4,2,4,1,1,4,1,4,3,3,3,3,4,4,4,4,4,3,2
時間帯,3,1,1,2,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,2,1,1,2,1,2,1,1,1,1,3
請求,3,4,4,3,3,4,4,4,3,3,1,3,3,2,2,3,2,2,2,2,4,3,2,1,2,2,1,3,3,3,3,1,3,2,3,3
収納,3,3,3,2,1,3,4,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,4,2,3,3,2,3,4
生き残る,3,3,2,4,1,3,3,4,4,4,4,4,3,4,2,4,4,4,2,3,1,1,2,1,3,4,1,2,2,4,4,4,3,4,3,4
着,3,4,5,3,5,3,3,2,3,3,4,3,4,3,3,2,3,3,3,3,5,5,3,1,1,4,2,4,4,3,4,3,4,3,4,3
優吾,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
陽線,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
眺める,3,3,2,3,1,4,4,3,3,3,5,3,5,3,3,5,3,3,4,4,1,1,4,1,5,3,3,2,3,5,3,4,5,5,2,3
長年,3,3,4,3,3,3,4,3,4,4,1,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,4,4,4,3,3,3,3
抑制,3,1,4,2,3,3,4,2,3,3,1,3,2,2,1,3,2,2,1,2,3,3,2,1,2,2,1,3,3,2,3,1,2,3,3,3
戦後,3,3,5,2,3,4,3,2,2,2,1,2,4,2,1,4,2,2,1,2,2,2,1,5,4,2,1,4,4,3,2,1,3,2,4,3
ディスク,3,2,4,3,1,3,3,1,2,2,1,1,2,1,1,2,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,1,2,2,4,2
支払い,3,3,3,3,1,4,4,1,4,3,1,3,3,2,2,3,2,2,2,2,4,4,3,1,1,2,1,4,4,3,3,1,3,2,3,3
ナウシカ,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
寿命,3,3,3,3,3,3,4,3,3,3,1,3,3,4,3,3,4,4,3,3,3,3,3,1,3,3,1,3,3,4,3,4,3,3,3,4
傷つく,3,1,1,4,1,1,2,4,4,4,1,1,3,1,1,4,4,4,4,4,1,1,4,1,4,4,1,2,2,1,4,4,4,1,2,4
配布,3,3,3,2,2,3,4,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,3,1,2,2,1,2,2,2,2,1,2,2,3,3
健全,3,2,3,2,4,3,3,2,3,3,4,3,2,2,2,3,2,2,2,3,3,3,4,1,2,2,1,2,3,3,3,1,3,4,2,3
主体,3,3,4,1,2,3,3,1,1,2,1,2,3,2,1,3,2,2,1,2,1,1,2,1,2,2,1,4,4,3,1,1,3,2,4,4
記述,3,3,5,2,3,3,4,2,2,2,1,2,3,2,2,3,2,2,2,2,2,3,2,1,3,2,1,4,4,3,2,1,3,3,4,4
費,3,4,4,3,4,5,4,3,3,4,4,4,4,3,3,4,3,3,3,2,3,3,2,3,3,2,1,3,3,4,3,4,4,3,4,4
ハンバーガー,3,3,2,2,1,1,3,2,3,3,1,1,2,1,1,2,2,2,3,3,3,3,2,1,2,2,4,1,1,2,3,1,2,3,2,4
フォーム,3,3,3,3,1,3,4,2,2,3,1,1,2,1,1,2,3,3,3,2,2,2,3,1,2,2,4,2,1,3,2,1,2,2,3,3
姉さん,3,1,1,4,1,2,3,4,4,1,1,1,4,1,1,1,1,1,1,5,1,1,5,1,4,3,3,1,1,1,4,4,1,1,3,1
実力,3,3,3,4,3,3,4,3,4,4,1,4,3,4,4,4,4,4,4,4,3,3,3,1,3,4,1,3,3,5,4,4,4,4,4,4
ワイン,3,5,4,4,1,3,4,4,4,4,1,1,4,1,1,4,3,3,3,3,4,4,1,3,3,3,4,2,3,4,4,1,4,3,3,3
大戦,3,1,5,3,4,3,4,2,2,3,1,3,3,3,2,3,3,3,2,2,3,3,1,1,3,2,1,3,3,3,2,4,3,2,5,4
機構,3,2,4,2,3,4,4,2,2,2,1,2,3,2,1,3,2,2,1,2,2,2,2,3,3,2,1,4,4,3,2,3,3,2,4,4
天国,3,3,3,3,3,2,3,3,4,4,1,4,3,3,3,4,3,3,3,3,4,4,4,2,3,3,1,2,2,3,4,4,3,3,3,3
ぽん,3,4,2,3,1,2,2,4,3,2,4,3,3,2,3,4,2,2,3,4,1,1,1,1,3,2,4,4,3,4,3,1,3,4,2,3
ジャパン,3,3,4,2,1,3,4,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,5,2,2,3,2,2,1,1,1,2,1,4,3
再建,3,1,4,3,3,3,3,3,3,3,1,3,2,2,2,3,2,2,2,2,3,3,1,2,2,2,1,3,3,2,3,3,2,2,4,3
よっしゃー,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
押し,3,3,3,2,1,2,2,1,2,2,1,3,2,2,3,1,2,2,3,2,2,2,3,2,1,2,2,3,2,3,2,1,2,3,2,3
アップデート,3,2,3,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,1,1,2,1,4,1,1,3,3
博物館,3,1,1,2,3,2,4,2,3,1,1,1,3,1,1,1,1,1,1,2,1,1,1,4,3,2,1,3,4,1,3,1,1,1,4,4
ユニット,3,3,4,4,1,2,3,2,3,3,1,1,2,1,1,2,1,2,2,2,4,3,2,4,2,3,4,1,2,2,3,5,2,2,4,3
受入れ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
