word,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
サーバー,13651,7460,8065,-1,7703,1124,12762,9085,7655,-1,-1,-1,-1,-1,-1,12221,11459,10585,22418,3472,3995,16776,19743,-1,13680,3924,-1,8877,13611,9455,362,17046,17561,8683,8986,2307
スピーチ,13652,7460,11819,-1,21783,5941,8710,4903,4328,-1,-1,19570,-1,-1,14383,-1,-1,8687,20784,3531,3956,-1,24984,21549,20424,4698,-1,-1,22305,5115,-1,13938,15451,16980,8457,6703
すべる,13653,2319,-1,-1,5963,5486,5882,9617,8906,1190,3515,4668,5431,3846,5013,13248,12418,22786,8662,-1,-1,1408,-1,2302,16832,3273,4805,5694,3051,9993,2888,9767,1586,20181,12531,12632
だて,13654,11455,4556,7278,-1,16426,2738,23987,22374,6160,22975,13735,8225,14002,22920,11176,10483,13451,8405,-1,-1,9123,13076,5838,9126,-1,7443,7137,6993,24634,-1,3881,7828,3181,24723,35259
チェス,13655,13446,9737,-1,-1,19630,16000,8402,5992,-1,-1,11047,-1,-1,12590,12234,11472,-1,15376,4181,4840,-1,9981,11698,18252,2654,-1,-1,10684,8783,-1,14852,16507,9870,9004,18758
トラッシュ,13656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19181,-1,-1,-1,-1,-1,-1,-1,-1,2707,12423
なりすます,13657,20704,-1,-1,-1,15126,9849,15062,12799,4712,13132,19616,18050,-1,14205,21997,20623,-1,-1,-1,-1,21944,-1,21669,20488,6197,-1,-1,19959,15571,-1,21168,17758,-1,18082,26663
ブロー,13658,11455,14614,-1,-1,19155,17935,12645,16366,-1,-1,-1,-1,-1,22102,20115,18855,12900,-1,11802,12925,-1,-1,14600,20250,13286,-1,-1,14327,13098,-1,-1,16250,12806,6564,14524
ほどく,13659,-1,-1,-1,-1,-1,9691,10866,9226,-1,-1,8233,-1,-1,-1,7064,6615,19181,8036,-1,-1,-1,-1,7555,13012,2185,16672,14917,-1,11278,-1,9682,-1,-1,-1,18141
ミハイル,13660,-1,10859,-1,-1,-1,13315,19205,-1,-1,-1,20931,-1,4288,-1,-1,-1,4134,-1,20975,-1,-1,2134,19088,-1,6810,-1,-1,-1,19768,-1,19591,-1,16315,-1,67677
モーメント,13661,-1,15018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17216,-1,-1,21304,21412,-1,-1,-1,-1,-1,-1,19695,14165,26366
りす,13662,13446,-1,11282,19389,18475,-1,14754,-1,-1,3867,24756,14797,7062,-1,-1,-1,23033,682,-1,-1,-1,-1,23790,-1,-1,9690,11435,2551,15299,-1,-1,9368,13686,-1,27858
ルイ,13663,16266,2703,-1,13064,11783,-1,3876,-1,-1,-1,6848,-1,-1,8766,6016,5623,1563,4341,9550,10256,-1,425,-1,-1,-1,13766,13377,-1,4065,-1,6521,-1,4042,-1,11325
信吾,13664,-1,-1,-1,-1,-1,9468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14030,-1,19403,-1,-1
先決,13665,-1,-1,-1,-1,17295,20222,16556,13835,-1,14200,18659,10152,-1,14150,10152,9516,-1,14434,13301,14585,-1,-1,22192,12546,-1,-1,-1,11425,16947,-1,18877,10886,-1,-1,35562
匹敵,13666,-1,9618,7445,20385,12085,24918,14365,12191,-1,12502,10818,7783,22596,7996,7783,7279,21728,9595,15341,15538,14804,-1,10979,9876,-1,11697,13267,3898,14855,-1,9962,7643,11011,15177,14265
同盟軍,13667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18844,-1
向,13668,-1,7130,33,-1,23030,5275,7977,19561,4493,20088,4661,-1,-1,5083,7536,7051,8403,19301,1550,1633,14811,-1,1289,8439,-1,2571,2621,-1,4102,2105,6529,-1,6315,3330,13137
大問題,13669,-1,-1,6412,-1,-1,10323,9568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13700,-1,-1,-1,-1,20221,15046,-1,-1,-1,-1,9951,-1,-1,-1,-1,23453,-1
宗吉,13670,-1,-1,-1,-1,-1,10939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
小便,13671,10047,-1,5562,-1,-1,9124,4806,4060,-1,4161,7813,5397,21290,5393,5397,5038,-1,21436,3632,3987,6134,-1,9559,17196,-1,9384,8839,18838,4976,-1,12111,17411,-1,15000,21359
忠相,13672,-1,-1,-1,-1,-1,11522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139956
思い詰める,13673,-1,-1,-1,-1,-1,11638,20614,17240,2568,17702,21231,16499,17588,-1,16499,15455,16898,13318,-1,-1,17097,-1,20898,13633,-1,-1,-1,10069,21250,-1,16619,5791,-1,-1,55377
揺らす,13674,6059,-1,-1,19745,18208,-1,10547,9091,2324,9326,7410,11415,11789,5455,11415,10707,11339,1941,-1,-1,1885,-1,-1,10881,7358,-1,-1,2330,10956,-1,2700,1298,-1,15241,7764
新生,13675,20704,6560,12858,11440,12084,22612,16940,8826,-1,9051,23555,7976,-1,14009,7976,7455,24690,16851,15837,15437,-1,11147,23908,14388,-1,-1,20778,15922,14161,-1,20478,15223,7994,-1,15694
森島,13676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
毛髪,13677,-1,-1,11342,-1,10351,10497,20550,17182,-1,17641,22309,-1,-1,16733,-1,-1,-1,-1,13032,15022,-1,-1,24510,-1,-1,10081,8443,24429,21135,-1,-1,-1,14642,-1,25212
気高い,13678,-1,-1,-1,-1,-1,23172,13836,13353,3469,13700,13201,10731,-1,11641,10731,10068,-1,12453,-1,-1,9310,-1,13226,12176,-1,21677,22571,12624,14309,-1,15148,10944,-1,-1,40455
濱田,13679,-1,23677,-1,-1,-1,10798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24170,-1,-1,-1,-1,13231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15060,-1,47064
爾,13680,187,11457,7175,403,230,377,206,217,142,227,10495,188,236,128,23986,22487,224,6644,285,306,-1,-1,11912,285,116,7675,4970,-1,13245,499,14697,-1,8907,195,50363
白骨,13681,-1,-1,7574,-1,-1,10328,24837,21292,-1,21864,15576,17005,-1,11837,17005,15934,-1,-1,-1,17474,-1,-1,16313,-1,-1,-1,-1,16950,24896,-1,18808,-1,-1,16712,50097
穢土,13682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3715,-1,-1,3715,3466,-1,4588,-1,-1,-1,-1,-1,22692,22077,-1,-1,-1,-1,-1,-1,-1,-1,-1,91405
締め,13683,3410,16765,-1,-1,14196,-1,12561,13558,-1,13909,15684,17410,12706,-1,17410,16313,12219,5693,5227,5598,1439,-1,-1,15456,15932,9321,14027,12479,13093,-1,-1,8001,18242,4870,8120
編成,13684,7460,534,10654,5797,5302,20724,13481,9479,-1,9724,7231,7494,13874,5573,7494,7012,13330,13581,11267,10306,22457,1709,8391,9726,-1,6224,5993,4894,13951,2809,7815,9968,572,3166,3965
規制,13685,4114,1793,-1,2359,1861,12079,6216,5390,-1,5522,12620,16142,14064,9334,16142,15125,13507,17187,6306,7205,14679,12066,14430,17173,-1,3857,2918,10928,6461,-1,10323,12197,2440,2912,2142
解任,13686,-1,4598,-1,20252,15410,10377,11121,9520,-1,9766,-1,-1,-1,20665,-1,24508,-1,-1,11286,12003,-1,-1,-1,-1,-1,22475,23373,19889,11484,-1,-1,24412,7213,-1,22322
言い過ぎる,13687,-1,-1,-1,-1,-1,5978,20997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18460,-1,-1,12507,-1,-1,20353,20843,-1,-1,-1,21672,-1,-1,-1,-1,-1,-1
貝塚,13688,16266,9651,-1,-1,-1,6067,-1,-1,-1,-1,22354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9423,14806,-1,-1,-1,-1,-1,8061,12633,30862
通帳,13689,13446,-1,19367,18479,11340,10094,20210,16054,-1,16475,16068,-1,16302,11905,-1,-1,15660,-1,19471,23430,19812,-1,24599,-1,-1,-1,-1,24660,20786,-1,19941,19756,24849,20099,17319
雲霧,13690,-1,-1,12306,-1,-1,7141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
高村,13691,-1,23482,16617,-1,-1,6881,23798,-1,-1,-1,14431,-1,-1,-1,-1,-1,-1,13931,-1,-1,-1,-1,16739,-1,-1,-1,17800,-1,24450,-1,17731,-1,15140,-1,21024
鴻,13692,-1,16283,18211,-1,-1,-1,-1,-1,-1,-1,15321,-1,-1,-1,-1,-1,-1,23111,-1,-1,22631,-1,-1,-1,23563,8758,8948,-1,-1,-1,-1,-1,11336,-1,115114
あずさ,13693,13446,17908,16497,-1,-1,17026,6608,-1,-1,-1,7958,-1,4611,-1,17604,16499,12573,5274,-1,-1,4399,9140,8245,7788,10450,13855,23707,-1,6874,-1,15342,13753,9961,-1,16934
アレンジ,13694,5383,4165,-1,12234,3586,15386,12124,10376,-1,-1,-1,-1,-1,21721,10614,9956,8942,11690,17588,21024,13820,11423,-1,12568,2855,-1,-1,10656,12567,-1,17781,8089,3504,5756,4651
お化け屋敷,13696,-1,-1,-1,-1,-1,17690,18509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12266,-1,-1,20864,-1,-1,14629,-1,-1,-1,-1,19058,-1,-1,-1,-1,11321,-1
カミさん,13697,-1,-1,-1,-1,-1,11620,23249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23874,-1,-1,-1,-1,-1,-1
シュークリーム,13698,-1,-1,-1,-1,-1,19852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18206,-1,-1,-1,-1,-1,-1,5542,-1,-1,-1,-1,-1,-1,-1,-1,24260,-1
せん滅,13699,-1,-1,-1,-1,-1,-1,21291,17750,-1,-1,-1,-1,-1,-1,14909,13978,-1,-1,-1,-1,-1,-1,-1,11920,-1,-1,-1,-1,21878,-1,-1,-1,-1,-1,77676
ソル,13700,-1,12911,-1,-1,-1,-1,6478,7143,-1,-1,-1,-1,-1,-1,12417,11645,-1,11320,6263,7339,-1,8728,-1,18905,7777,-1,-1,13836,6733,-1,18418,-1,11763,22238,15083
たたえる,13701,-1,20226,-1,8749,11787,15637,6937,6229,5442,6386,5281,9598,13716,3537,9598,8999,13179,10917,-1,-1,17156,-1,5076,8926,2447,3303,3193,9271,7224,-1,8183,6465,24685,14691,17739
ついて行く,13702,-1,-1,-1,-1,-1,13308,16770,-1,-1,-1,7631,-1,-1,-1,-1,-1,-1,9622,-1,-1,8902,-1,7210,3887,1102,-1,-1,-1,17389,-1,-1,-1,-1,16139,-1
つむぐ,13703,-1,-1,-1,-1,14820,19963,8104,19526,4554,20050,13337,11571,7247,22237,11571,10853,18718,20435,-1,-1,7550,-1,11664,12379,9490,9886,9834,3779,8423,-1,6272,2682,23059,-1,73516
トール,13704,20704,9426,-1,-1,21572,-1,4852,5447,-1,-1,-1,-1,-1,19265,13177,12352,424,24735,6706,8033,-1,8785,10557,20937,4412,-1,-1,4004,5063,-1,6744,-1,11295,22295,27835
ニュータイプ,13705,-1,-1,-1,-1,-1,-1,14213,-1,-1,-1,23329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11541,-1,-1,-1,14705,-1,-1,-1,16272,12558,-1
バグ,13706,11455,10069,-1,-1,5592,-1,8224,7151,-1,-1,19688,-1,-1,23301,-1,-1,8661,19734,6422,5861,-1,14197,-1,10682,3600,-1,-1,9191,8567,2109,15373,18412,10486,13559,7711
バツイチ,13707,-1,-1,-1,-1,-1,10468,20400,17471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9856,-1,-1,-1,21174,-1,-1,-1,-1,-1,59418
バレバレ,13708,-1,-1,-1,-1,-1,14584,11439,9791,-1,-1,-1,-1,-1,-1,8579,8026,6835,9174,16603,17255,2580,-1,-1,8275,2334,-1,-1,-1,11903,-1,-1,-1,-1,-1,29487
バント,13709,13446,15076,-1,-1,-1,-1,-1,19126,-1,-1,-1,-1,16572,-1,19163,17958,23735,-1,-1,-1,-1,-1,-1,-1,11400,14245,-1,-1,-1,-1,-1,-1,15946,-1,26201
ブランコ,13710,-1,19326,-1,-1,-1,20934,11901,9468,-1,-1,15212,-1,-1,-1,-1,-1,14753,15291,13523,14726,11972,8577,17103,18440,4534,-1,-1,-1,12328,-1,15200,-1,16723,-1,12073
ほこ,13711,-1,24730,15539,-1,-1,8223,17555,18493,-1,15113,14375,10609,-1,12330,10609,9951,19902,13715,-1,-1,12208,-1,12626,21409,23313,4878,5146,8864,18108,-1,17831,12279,-1,23839,37257
むごい,13712,-1,-1,-1,-1,-1,15781,13987,11955,2186,12259,16048,8613,24153,6113,8613,8059,23227,21583,-1,-1,18345,-1,15441,14406,5490,9047,8844,15413,14517,-1,23894,14043,-1,-1,55345
メルヘン,13713,8967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22047,20670,20681,23386,-1,-1,10880,-1,-1,22702,7693,-1,-1,-1,-1,-1,-1,14258,19662,-1,34999
一丁,13714,8967,-1,6946,-1,-1,12769,-1,24281,-1,13501,-1,5446,8660,21808,18370,17223,15453,-1,-1,-1,18187,-1,15354,16841,15647,21898,-1,13972,-1,-1,-1,7910,-1,-1,27863
下ろし,13715,10047,9322,-1,18660,10346,-1,10617,-1,5704,-1,-1,-1,14282,21929,-1,24330,13714,6165,-1,-1,-1,-1,-1,-1,11890,8876,17109,13951,11040,-1,-1,14317,-1,10449,27486
享,13716,-1,-1,4649,-1,-1,9938,-1,-1,-1,-1,15296,-1,-1,-1,-1,-1,10849,-1,17248,20359,-1,-1,-1,-1,-1,20291,17009,-1,16168,-1,-1,-1,3656,-1,-1
伝承,13717,8120,2848,11500,12930,9456,-1,15736,12881,-1,13215,10485,11560,17980,8217,11560,10843,17278,7964,21134,18762,11744,4297,11104,11629,-1,6351,6278,5850,16255,7406,8058,5801,3844,5879,11168
初戦,13718,20704,4260,-1,-1,15754,-1,15039,12733,-1,13063,10928,10693,10689,-1,10693,10030,10279,7564,19542,22371,12337,13575,-1,12456,2201,-1,-1,12319,15547,-1,12121,24691,7031,13779,23730
反動,13719,8967,10266,4194,16965,12769,20407,15693,12808,-1,13141,8245,9740,7367,6045,9740,9132,7090,5340,13899,14581,5780,-1,9062,10037,-1,11061,11421,4317,16216,-1,6955,4638,10211,15906,8520
女心,13720,20704,-1,12203,-1,-1,11598,17342,14779,-1,15167,24617,15242,14545,19034,15242,14288,13968,14196,-1,-1,11625,-1,-1,16341,-1,-1,-1,16919,17604,-1,23329,10467,-1,-1,43980
強がり,13721,-1,-1,-1,-1,-1,-1,20675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21246,-1,-1,-1,-1,-1,-1
提示,13722,6059,3300,14750,6766,1979,9063,7696,6689,-1,6853,11397,16967,13365,8389,16967,15897,12846,8934,5308,6022,12358,-1,11490,12577,-1,8016,7267,3992,6408,3553,6652,6324,4904,3217,4360
放射能,13723,-1,-1,-1,-1,6831,-1,13387,-1,-1,-1,18883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21117,-1,-1,14094,12916,-1,13856,-1,-1,-1,14403,7025,8378
文也,13724,-1,-1,-1,-1,-1,8253,-1,-1,-1,-1,13598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
日輪,13725,-1,-1,11056,-1,-1,-1,16132,22160,-1,22755,-1,6132,-1,19755,6132,5735,-1,24303,-1,-1,-1,24544,-1,-1,-1,-1,-1,-1,16658,-1,-1,22431,-1,-1,53508
望海,13726,-1,-1,-1,-1,-1,9890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
杉野,13727,-1,-1,-1,-1,-1,16421,-1,-1,-1,-1,-1,-1,-1,-1,11410,10703,-1,-1,-1,-1,-1,-1,22588,-1,-1,-1,-1,-1,-1,-1,-1,-1,22748,-1,114912
民族,13728,5687,1054,2563,3071,3928,24205,8985,5401,-1,5533,3112,5065,15194,3514,5065,4725,14598,17157,6645,6479,17388,3017,4299,16262,-1,2173,2256,6769,8963,-1,3485,9877,1093,3539,3569
流川,13729,-1,-1,-1,-1,-1,-1,4941,-1,-1,-1,-1,-1,-1,-1,15547,14575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5151,-1,-1,-1,-1,-1,64735
紡ぐ,13730,-1,-1,-1,-1,14820,19963,20498,19526,4554,20050,13337,11571,7247,22237,11571,10853,6972,2770,-1,-1,7550,-1,11664,12379,9490,20055,19489,3779,21078,-1,6272,2682,23059,-1,20713
絡み,13731,8120,16336,-1,24625,15650,16277,10129,9176,3044,9413,11622,18450,9991,19778,24673,23121,18780,9340,11848,12437,15035,-1,12155,14530,3428,21919,-1,7758,10534,-1,16143,4764,-1,12907,12038
絵里,13732,-1,-1,-1,-1,-1,11376,14571,-1,-1,-1,-1,-1,-1,-1,-1,-1,4334,16413,-1,-1,12822,-1,-1,-1,-1,-1,-1,-1,15056,-1,17910,-1,20054,-1,92082
芳賀,13733,-1,17514,-1,-1,-1,8563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16043,17312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12361,-1,77651
藤尾,13734,-1,-1,-1,-1,-1,10251,13348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13815,-1,-1,-1,-1,-1,162626
見受ける,13735,-1,-1,-1,13375,4680,13948,-1,22528,2754,23133,10701,12584,18066,6513,12584,11798,17363,8946,-1,-1,11526,-1,10804,20636,-1,-1,-1,6004,-1,-1,9701,8184,11187,21124,11767
資質,13736,-1,17626,14003,11443,8509,19599,13930,11856,-1,12157,13159,9152,23480,9938,9152,8571,22583,9109,12211,11547,15939,-1,13685,11731,-1,15599,13658,7855,14289,-1,11328,7713,17812,757,4331
銀河系,13737,-1,-1,-1,-1,-1,-1,17947,-1,-1,-1,15055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15777,-1,-1,14687,15360,-1,18498,-1,-1,-1,18040,-1,26449
いろは,13738,6059,24319,-1,-1,21304,11491,-1,-1,-1,-1,21595,-1,4582,15471,-1,-1,4418,-1,-1,-1,-1,24535,-1,23055,6888,7766,7467,19578,-1,-1,20556,22776,13544,-1,26402
ウオ,13739,-1,-1,-1,-1,-1,-1,14001,10865,-1,-1,-1,709,2533,-1,5040,4701,14010,-1,-1,-1,-1,-1,-1,-1,-1,14705,-1,-1,14480,-1,-1,-1,-1,-1,54343
エルフ,13740,-1,11813,-1,-1,18497,-1,4899,5199,-1,-1,9547,-1,-1,-1,2915,2717,1212,-1,6910,6810,-1,10922,8833,11967,1076,-1,-1,421,5108,-1,3177,-1,8689,-1,34469
キックオフ,13741,20704,-1,-1,-1,15583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13872,-1,-1,-1,-1,-1,-1,-1,-1,-1,24466
じゃんじゃん,13742,8967,-1,-1,-1,-1,16841,-1,-1,7971,-1,-1,-1,9184,-1,-1,-1,8834,21981,-1,-1,12121,-1,-1,13412,5418,-1,-1,18796,-1,-1,-1,16251,-1,22194,20409
スオウ,13743,-1,-1,-1,-1,-1,-1,20844,-1,-1,-1,-1,-1,10945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9039,-1,-1,21430,-1,-1,-1,-1,-1,-1
ダジャレ,13744,-1,-1,-1,-1,-1,23329,17910,14935,-1,-1,-1,-1,-1,-1,14129,13249,8956,20260,-1,-1,23763,-1,-1,14948,6199,-1,-1,-1,18458,-1,-1,-1,-1,15378,18835
チューリップ,13745,16266,17675,-1,-1,12344,14652,19196,16175,-1,-1,17524,-1,-1,15608,24889,23323,-1,23132,15922,12956,-1,14638,18712,-1,5639,24176,-1,-1,19877,-1,-1,-1,15949,-1,17404
つぶやく,13746,8120,-1,-1,2928,6874,10104,16457,15069,335,15461,883,16021,5814,1498,16021,15014,5605,3285,-1,-1,5914,-1,451,14425,727,-1,23825,412,17033,5555,1153,561,-1,6742,9571
ナシ,13747,16266,22415,-1,-1,22410,-1,4912,5314,-1,19864,16036,-1,24962,-1,17491,16390,7488,6309,6921,6611,-1,-1,-1,-1,-1,9255,11191,-1,5126,4190,15189,17817,18955,9011,14070
なつく,13748,8120,-1,-1,-1,19723,-1,19568,18767,3564,13076,13052,7114,5688,10474,14285,13395,14341,21999,-1,-1,8149,-1,-1,18023,4264,14503,18088,4395,20126,5172,22645,4461,16452,20961,38371
ニコニコ,13749,-1,7473,-1,-1,9885,12565,13912,11874,-1,-1,8788,-1,-1,-1,19379,18164,8096,6529,-1,-1,7051,-1,4203,12275,1305,-1,-1,-1,14660,-1,6908,-1,5567,2074,5982
バカげる,13750,-1,-1,-1,-1,-1,-1,2766,2567,-1,-1,-1,-1,-1,-1,9908,9290,13145,-1,-1,-1,-1,-1,-1,12510,4694,-1,-1,-1,2907,-1,-1,-1,-1,-1,53425
ブライアン,13751,20704,5444,-1,-1,-1,22117,3302,-1,-1,-1,15044,-1,-1,-1,-1,-1,-1,-1,3251,3622,-1,636,16057,-1,6575,-1,-1,-1,3464,-1,19109,-1,6312,24530,29791
メロディー,13753,11455,11137,-1,14609,8773,22733,12025,11066,-1,-1,21073,-1,-1,8730,11908,11168,5620,18102,16855,17578,23805,14758,22883,13445,5435,-1,21542,20871,12455,7139,22901,9794,9437,14771,10485
リレー,13754,5116,5489,-1,19309,10108,20787,10122,8121,-1,-1,-1,-1,-1,20428,-1,-1,1327,-1,14438,13607,-1,-1,-1,15897,4821,15713,17004,20449,10527,-1,23084,18991,6358,11068,6301
一週間,13755,-1,-1,1493,3751,-1,11668,24204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4077,-1,-1,2497,-1,2227,11914,-1,11510,22184,-1,24851,-1,-1,-1,-1,4073,-1
人妻,13756,16266,-1,8274,-1,3379,10989,14253,12102,-1,12411,10271,22083,12758,7773,22083,20704,12269,21819,17684,21771,3458,-1,10349,-1,-1,20873,20685,18738,14519,-1,10930,21092,8671,21423,44089
内心,13757,20704,-1,1946,13141,10632,15361,15580,13162,-1,13504,3065,13316,9886,2355,13316,12483,9512,3443,18752,17102,6370,-1,3211,13477,-1,14022,11267,1671,12813,-1,2512,2649,17943,17682,20573
出入り口,13758,20704,-1,-1,-1,-1,16596,16330,-1,-1,-1,16151,-1,-1,-1,-1,-1,-1,12189,-1,-1,-1,-1,16240,13641,-1,6606,8403,-1,16866,-1,-1,-1,-1,10840,-1
反抗,13759,8967,10304,2077,14302,16367,13789,7928,4845,-1,4970,5612,6450,6670,4248,6450,6030,6417,10752,5194,5254,3070,-1,6669,11274,-1,13592,9753,5847,7778,8645,6275,5546,11531,8408,9254
司法試験,13760,-1,-1,-1,-1,-1,10667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
夜分,13761,-1,-1,5726,-1,-1,9891,20360,17163,-1,17622,19367,18467,16186,14682,18467,17312,15549,15879,19549,22519,12251,-1,20743,18495,-1,-1,-1,17977,20928,-1,-1,12648,-1,-1,48634
奈津,13762,-1,-1,-1,-1,-1,9132,10535,-1,-1,-1,20434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10951,-1,12224,-1,-1,-1,-1
志穂,13763,-1,-1,-1,-1,-1,18680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4937,-1,-1,9471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17962,-1,20273,-1,-1
手順,13764,6059,7911,8383,5953,2182,12229,6717,5814,-1,5962,10225,9069,14519,7629,9069,8493,13942,6983,3431,3681,7336,20824,10678,10892,-1,13836,9577,5412,6993,-1,7292,4697,10811,2783,3808
浩一,13765,-1,19547,-1,-1,-1,6978,-1,-1,-1,-1,8293,-1,-1,-1,-1,-1,21442,-1,-1,-1,-1,20819,10499,-1,21625,-1,-1,-1,-1,-1,18253,-1,8552,-1,43638
焦がす,13766,20704,-1,-1,-1,-1,19332,16434,12266,3849,12579,15641,1710,9019,11680,1710,1586,8676,8023,-1,-1,8981,-1,19912,17020,19142,23331,24424,9250,16970,9777,13978,5744,-1,17483,14134
留める,13767,20704,-1,-1,8702,10740,6476,8150,7156,1889,13589,5324,6299,14691,-1,8940,8371,9421,3576,-1,-1,6923,-1,3163,11638,1670,5624,6451,9510,8464,9386,3693,12126,12121,5079,4642
着々,13768,13446,-1,-1,24296,10627,16803,-1,22298,4187,22899,16506,12317,24228,12149,12317,11547,23298,20015,-1,-1,-1,-1,17263,16491,22308,-1,-1,9783,-1,-1,17325,13048,-1,15093,16656
立ち入る,13769,20704,-1,-1,16501,11595,12295,15050,8263,3139,8471,13655,7378,8275,9934,7378,6905,7962,12506,-1,-1,20403,-1,15055,10882,-1,15254,16214,6902,15557,3868,11626,7346,-1,17822,11740
紀子,13770,-1,-1,-1,-1,-1,5363,6364,-1,-1,-1,6365,-1,-1,-1,-1,-1,-1,5119,-1,-1,-1,-1,6609,-1,-1,-1,-1,-1,6623,-1,11483,-1,13290,24953,48579
美弥,13771,-1,-1,-1,-1,-1,10868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
花言葉,13772,-1,-1,-1,-1,17028,11133,-1,21783,-1,22368,-1,19057,16648,-1,19057,17857,15992,21078,-1,-1,12967,-1,-1,18868,-1,-1,-1,22651,-1,-1,-1,13276,-1,22693,30376
