word,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ナース,3,2,1,1,2,3,3,2,3,1,1,2,1,1,2,3,3,3,2,3,3,1,1,2,2,3,1,1,2,2,1,2,2,2,2,2
付け,3,4,5,1,4,4,2,3,3,4,3,3,3,3,2,3,3,3,3,5,5,4,1,3,3,1,4,3,4,3,1,3,4,4,3,4
富士山,3,1,1,3,3,3,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,3,1,2,1,1,1,3,3,3
診察,3,3,2,3,3,4,3,3,4,1,4,3,2,2,3,2,2,2,2,3,3,3,1,3,2,1,2,3,3,3,1,3,3,2,2,2
きゃー,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2
ヒト,3,1,4,1,1,1,1,3,3,1,1,3,1,1,1,3,3,4,3,3,3,1,3,3,2,1,4,3,1,3,4,3,1,3,2,2
マッハ,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,3,1,1,2,2,1,1,2,2,2,2
代える,3,1,1,1,1,2,3,2,3,1,1,2,1,1,1,3,3,2,3,1,1,2,1,2,3,4,2,2,1,2,3,2,1,2,2,2
分間,3,3,3,4,3,3,3,3,3,1,3,3,3,2,3,3,3,2,2,4,4,3,1,2,3,1,2,2,3,3,1,3,3,3,3,3
前後,3,4,4,5,4,4,3,3,3,1,3,4,3,3,4,3,3,3,4,3,3,4,3,4,3,1,4,4,4,3,3,4,4,4,4,4
大久保,3,1,3,1,1,2,3,2,1,1,1,3,1,1,3,1,2,1,1,1,1,1,3,3,1,1,2,2,1,2,1,3,1,3,1,2
感染,3,3,4,3,4,4,3,4,4,1,4,3,3,2,3,3,3,2,2,4,4,3,1,2,2,1,4,4,3,4,3,3,3,4,4,5
搬送,3,1,3,1,2,3,3,3,3,1,3,1,2,1,2,2,2,1,2,3,3,1,1,1,2,1,1,1,2,3,3,2,2,2,2,3
数値,3,2,4,1,3,4,3,3,3,1,3,2,3,3,2,3,3,3,2,2,2,3,1,2,3,1,3,4,3,3,4,3,3,3,3,4
真っ白,3,4,1,1,3,3,3,3,3,4,3,3,3,5,4,3,3,3,4,2,2,5,1,3,3,3,1,1,4,3,4,4,4,1,3,3
責任者,3,1,1,3,2,3,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,3,1,2,2,1,4,1,1,1,1,2,3
転職,3,3,2,1,2,5,3,3,3,1,3,2,2,3,2,2,2,3,1,2,2,2,1,1,2,1,1,2,2,3,1,2,2,2,3,4
くり,3,2,2,4,2,2,2,2,2,3,2,3,2,3,3,2,2,3,3,2,2,3,1,2,2,1,4,4,2,2,1,2,2,3,2,3
ベリー,3,3,3,1,2,3,3,3,4,1,1,2,1,1,2,4,4,2,2,3,3,1,3,2,2,3,1,1,3,3,1,2,2,3,2,3
初代,3,3,5,2,2,3,3,2,3,1,3,3,4,2,3,4,4,2,2,2,2,2,5,2,3,1,4,4,3,2,4,3,3,5,3,3
埋まる,3,4,1,1,2,3,3,3,3,4,3,3,3,5,3,3,3,3,4,1,1,4,1,3,3,3,2,2,4,3,4,3,4,2,3,3
執行,3,3,4,3,4,3,3,3,4,1,4,3,3,2,3,3,3,2,2,4,4,3,1,2,2,1,3,3,3,3,1,3,3,4,3,3
無謀,3,2,1,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,1,1,1,3,3,4,3,3,1,2,2
美男,3,1,1,3,1,2,3,2,2,1,2,3,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1
速攻,3,3,1,1,1,2,2,3,3,1,3,1,4,2,1,4,4,2,3,2,2,2,1,1,3,2,1,1,3,2,1,2,3,1,3,3
黒沢,3,1,2,1,1,1,4,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1
あらためて,3,4,3,1,4,4,1,3,3,5,3,4,4,4,4,3,3,2,3,2,3,3,2,1,2,4,3,2,4,3,1,3,5,3,2,3
みごと,3,3,3,4,4,4,4,2,2,5,4,4,4,4,4,3,3,4,4,2,2,4,1,4,2,3,2,2,4,2,4,3,4,3,4,1
メロン,3,4,2,1,2,3,3,2,3,1,1,2,1,1,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,1,2,3,2,2,3
ロマン,3,3,3,1,2,2,2,3,3,1,1,2,1,1,3,3,4,3,3,2,2,1,4,2,3,4,2,1,3,2,1,2,3,3,2,2
強制,3,4,4,3,3,4,3,3,4,1,4,3,4,3,4,4,4,3,3,4,4,4,1,3,3,1,3,3,4,3,4,4,4,4,4,4
散らす,3,2,1,1,2,2,1,3,2,4,2,4,2,2,3,2,2,2,4,1,1,4,1,1,2,2,3,3,3,3,4,3,3,2,3,2
新次郎,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
残業,3,4,1,1,2,4,3,3,3,1,3,2,2,3,2,2,2,3,2,3,2,3,1,2,2,1,1,2,2,3,4,3,2,1,2,3
蘭丸,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
お見通し,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,1
カッパ,3,2,1,3,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,3,1,2,1,2,1,2,2,2,3,2
ずれる,3,4,1,1,3,3,3,2,3,4,3,3,3,3,4,3,3,3,3,1,1,1,1,3,3,4,3,3,4,2,1,3,4,2,4,4
ニュー,3,4,4,1,3,4,3,3,4,1,1,2,1,1,3,4,4,2,1,4,4,1,5,3,3,3,3,2,3,3,1,3,2,4,3,3
伝統,3,3,4,4,4,4,3,4,4,1,4,3,3,3,4,3,3,3,3,4,4,2,3,3,3,1,3,3,3,4,1,3,3,4,3,3
何とぞ,3,1,1,1,2,3,3,2,2,4,2,2,2,1,3,2,2,2,1,1,1,2,1,1,2,3,1,1,2,1,1,2,2,1,1,1
土井,3,1,2,1,1,1,3,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,3,1,1,2,2,1,2,1,2,1,3,2,1
解き放つ,3,1,1,1,1,2,2,3,3,4,3,2,3,2,2,3,3,2,3,1,1,3,1,2,3,1,1,1,3,3,4,3,4,1,2,2
利家,3,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1
台本,3,3,3,2,1,2,3,3,3,1,3,2,3,3,2,3,3,3,3,2,3,4,2,2,3,1,2,2,2,3,1,2,3,3,3,3
名付ける,3,2,1,1,3,3,3,3,3,4,3,2,3,3,1,3,3,3,2,1,1,3,1,2,3,1,2,3,3,3,1,2,3,4,3,3
堅い,3,1,1,1,1,2,3,3,3,1,1,3,1,1,1,3,3,3,3,1,1,4,1,3,3,4,4,4,1,3,1,3,1,2,3,3
持ち帰る,3,4,1,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,1,2,2,4,3,2,3,3,2,3,3
斬,3,1,2,4,1,1,2,1,3,1,3,1,5,1,3,5,5,1,2,2,2,1,1,2,3,2,1,1,3,1,3,3,2,2,1,1
梨花,3,1,1,1,1,1,4,3,3,1,3,3,1,1,3,1,1,3,4,1,1,4,2,3,2,3,3,3,1,3,1,2,1,2,1,1
紅蓮,3,1,1,2,1,1,2,2,2,1,2,2,4,1,2,4,4,1,2,1,2,1,1,3,2,1,1,1,3,2,1,2,2,2,1,1
身柄,3,2,2,2,1,2,3,2,3,1,3,2,3,2,3,3,3,2,2,3,3,1,1,2,3,1,1,2,3,2,1,2,2,2,2,1
長崎,3,1,4,4,3,3,3,2,1,1,1,3,1,1,3,2,2,1,1,2,2,1,3,3,1,1,4,4,1,2,1,3,1,5,3,3
電池,3,4,3,2,3,4,2,3,3,1,3,2,2,3,2,2,2,3,2,3,3,2,1,2,2,1,3,3,2,3,1,2,3,3,4,4
頑張り,3,2,1,1,1,2,4,2,2,1,2,1,2,2,1,2,2,2,3,2,2,4,1,2,3,2,1,1,2,2,1,1,3,1,2,2
カオ,3,5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1
作り上げる,3,3,1,1,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,1,1,3,1,3,3,3,2,2,4,3,3,3,3,3,3,3
弥太郎,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1
物体,3,2,3,3,3,3,2,3,3,1,3,3,3,2,4,3,3,2,3,3,3,3,1,3,3,1,4,4,4,3,4,3,3,3,2,3
痩せる,3,4,1,1,3,4,1,3,4,4,3,4,3,3,4,3,3,3,2,1,1,3,1,1,3,3,2,2,3,3,1,3,3,2,3,3
阻む,3,1,1,1,2,2,2,2,3,4,3,2,4,2,2,4,4,2,3,1,1,2,1,3,3,2,1,2,4,2,3,3,3,2,1,2
アカ,3,1,2,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,2,1,3,1,2,1,2,2,2
うてる,3,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,2,1
ごみ,3,4,2,4,4,2,3,2,2,4,4,2,4,4,1,3,3,3,3,3,3,2,1,2,2,1,3,3,4,2,1,2,4,2,2,3
ひらめく,3,2,1,1,2,2,3,3,3,4,3,3,2,3,3,2,3,3,2,1,1,2,1,3,3,4,2,2,3,3,1,2,3,1,2,2
モンキー,3,3,2,1,1,2,1,2,2,1,1,1,1,1,1,4,4,2,1,2,2,1,3,1,1,3,1,1,2,2,1,1,1,2,2,3
寝ぼける,3,1,1,1,1,1,2,2,3,1,1,2,1,1,3,3,3,3,3,1,1,3,1,2,3,2,1,1,1,2,1,2,1,1,1,1
山岸,3,1,2,1,1,1,3,2,1,1,1,2,1,2,1,2,2,4,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2
性能,3,2,4,2,3,4,2,2,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,1,3,3,4,2,4,3,3,4,4,4
枯れる,3,3,1,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,1,1,4,1,3,3,4,3,3,3,3,4,3,3,2,4,3
物騒,3,1,1,3,1,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,2,1,1,3,3,4,3,3,1,1,1
興味深い,3,1,1,1,2,1,3,4,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,3,3,1,1,1,1,4,1,1,1,2,2,1
転生,3,2,2,1,1,2,1,2,2,1,2,2,4,2,2,4,4,2,2,1,1,3,1,2,2,1,1,1,4,2,1,3,2,3,3,2
連れ出す,3,1,1,1,2,2,3,3,3,4,3,3,3,2,3,3,3,2,3,1,1,3,1,3,3,2,1,1,3,3,4,3,3,2,1,2
グレート,3,2,3,1,1,2,2,3,3,3,1,1,1,1,2,3,3,2,1,3,3,1,5,1,2,3,2,2,2,3,1,2,2,2,2,2
ゴメン,3,1,1,1,1,1,2,4,4,1,1,2,1,1,1,2,2,3,4,4,4,1,1,2,2,1,1,1,1,3,4,2,1,1,2,3
さまよう,3,2,1,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,2,1,1,2,1,3,3,4,2,2,3,3,4,3,4,2,2,2
でもって,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,4,1,1,1,2,1,1,1,1,2,1
ラス,3,1,3,1,1,1,3,3,3,1,1,2,1,1,2,3,4,2,3,3,3,1,4,3,2,3,2,2,3,3,1,3,1,3,2,2
ワル,3,1,2,1,1,1,1,3,3,1,1,2,1,1,1,3,3,2,2,3,3,1,1,1,2,3,1,1,1,3,1,2,1,2,1,1
台所,3,4,2,4,3,3,3,3,3,1,3,4,2,3,4,2,2,3,4,4,3,3,1,4,2,1,3,3,3,3,1,4,4,2,3,2
因縁,3,2,2,4,1,2,2,2,2,1,2,3,3,2,3,3,3,2,3,2,2,2,1,3,3,1,3,3,3,2,1,3,3,2,2,1
未熟,3,2,2,3,2,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,4,1,2,3,1,3,3,3,3,3,3,4,2,2,2
美香,3,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1
観測,3,1,4,3,3,3,3,2,3,1,3,3,2,4,3,2,2,4,3,3,3,2,2,3,3,1,3,4,3,2,4,3,3,4,3,3
アシスタント,3,3,3,1,2,3,3,3,3,1,1,2,1,1,2,3,3,3,1,3,3,1,3,2,2,3,1,1,2,3,1,2,2,4,3,2
いっちょ,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,2,1,2,3,1,1,3,1,1,1,1,2,4,1,1,1,1,2
おごり,3,2,1,1,1,1,1,3,3,1,3,1,3,3,2,3,3,3,2,3,3,2,1,1,3,4,2,2,3,3,1,1,3,1,1,1
デューク,3,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,4,2,1,2,1,1,2,2,1,1,1,2,1,1
ブリッジ,3,2,3,1,2,3,2,3,4,1,1,3,1,1,3,2,2,2,2,4,4,2,4,3,2,4,2,2,2,3,1,3,2,3,4,3
偽り,3,2,2,1,2,2,1,3,3,1,3,2,3,2,3,3,3,2,3,3,3,3,1,1,3,2,2,2,3,3,3,3,3,2,2,2
冷,3,1,3,5,1,1,3,3,2,1,2,3,2,3,3,2,2,3,2,1,1,2,3,2,3,3,3,3,1,3,1,2,1,2,2,2
夏子,3,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1
川尻,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
広島,3,1,5,3,3,3,3,3,1,1,1,3,1,1,3,2,2,2,2,2,2,1,4,3,2,1,4,4,1,3,1,3,1,5,4,4
恵まれる,3,3,1,1,3,4,1,3,3,4,3,3,3,3,4,3,3,3,3,1,1,3,1,1,3,2,3,3,3,3,3,3,3,3,3,3
痕跡,3,1,3,3,2,2,3,3,3,1,3,3,3,2,3,3,3,2,3,4,4,3,1,3,3,1,2,2,3,3,4,3,3,2,3,2
いるか,3,2,1,2,2,2,4,3,1,1,3,2,4,2,1,1,1,1,3,1,1,1,1,4,2,1,1,1,2,3,1,1,2,1,2,2
サト,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
はだし,3,2,1,2,2,2,2,2,2,1,2,2,1,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1
原作,3,2,4,2,2,4,2,3,3,1,3,2,4,4,2,4,4,4,2,2,2,2,5,2,2,1,2,2,2,3,1,3,2,5,4,3
放火,3,1,3,3,2,2,3,3,3,1,3,3,2,2,3,2,2,2,2,3,3,1,1,2,2,2,2,2,2,3,1,2,2,2,1,2
横島,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
睦月,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1
美里,3,1,2,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,3,1,1
芸,3,3,3,4,2,2,3,3,3,1,3,3,3,3,4,3,3,3,3,2,2,4,1,3,3,1,4,4,3,3,1,3,3,3,3,2
藻,3,5,2,3,5,5,5,2,2,5,2,2,2,5,2,2,2,2,2,3,3,2,5,2,5,5,4,4,2,2,5,2,2,2,5,1
見送る,3,3,1,1,3,3,3,3,3,5,3,4,2,3,4,2,3,3,4,1,1,2,1,4,3,1,2,2,4,3,1,4,4,3,2,3
鉄砲,3,2,2,4,2,2,3,2,2,1,2,3,3,3,4,3,3,3,3,2,2,1,1,3,2,2,4,3,3,2,1,4,3,2,2,2
黎,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1
あない,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
キモ,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,1,1,1,1,3,1,1,1,1,3,2
すねる,3,1,1,1,1,1,2,3,2,4,2,2,2,2,3,2,2,2,2,1,1,3,1,2,3,4,3,2,3,3,1,2,4,1,3,1
それ以来,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,1,1,1,1,3,1,1,1,1,2,1
たらしい,3,1,1,1,1,1,3,3,1,4,1,2,2,1,2,1,1,1,2,1,1,2,1,3,2,3,2,2,2,3,1,1,2,1,2,1
ブレイン,3,1,2,1,1,1,2,3,3,1,1,1,1,1,1,3,3,1,1,2,2,2,3,1,1,3,1,1,1,3,1,2,1,1,3,1
一条,3,1,2,4,1,1,4,2,1,1,1,2,1,1,3,4,4,4,3,1,1,1,1,2,1,1,2,1,1,2,1,3,1,2,1,1
好き勝手,3,2,1,1,1,2,3,3,3,3,3,1,3,3,2,3,3,3,3,1,1,2,1,2,3,1,1,1,3,3,1,3,3,1,2,2
川島,3,2,2,1,1,1,3,3,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,3,1,2,1,3,2,5
独り,3,1,3,1,2,2,4,4,4,1,4,3,3,4,4,3,3,3,3,4,4,3,1,5,3,5,2,3,3,4,4,3,3,4,3,3
西園寺,3,1,2,2,1,1,3,2,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,2,1,1,2,1,1,2,1,2,1,2,1,1
食わせる,3,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1
スカート,3,3,2,1,3,3,2,3,3,1,1,4,1,1,4,2,2,4,4,3,2,5,2,4,3,5,3,3,4,3,1,4,4,3,2,3
ドロップ,3,2,2,1,2,3,2,2,2,1,1,1,1,1,2,2,2,2,1,3,3,1,3,1,2,4,1,1,4,2,5,2,2,3,3,3
ボディー,3,3,2,1,3,4,3,3,3,1,1,1,1,1,3,3,3,3,1,3,3,2,1,1,3,3,2,2,3,2,1,2,4,2,1,3
ワイルド,3,3,3,1,1,2,2,3,3,3,1,1,1,1,2,4,4,2,2,3,3,2,4,1,3,4,1,1,3,3,2,2,2,2,2,3
中継,3,3,4,2,2,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,1,2,2,3,3,1,3,3,5,3,3
福田,3,1,3,2,2,2,3,3,1,1,1,3,1,1,2,4,4,3,1,1,1,1,3,2,1,1,2,2,1,3,1,2,1,4,2,3
聞き出す,3,2,1,1,2,2,3,3,3,4,3,3,3,2,3,3,3,3,3,1,1,3,1,3,3,2,1,1,3,3,1,3,3,1,2,2
クラッシュ,3,3,3,1,1,2,1,2,3,1,3,1,2,2,1,2,2,2,1,3,3,2,3,1,2,3,1,1,2,2,1,1,1,3,2,3
ゴーン,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,3,2
ショウ,3,4,3,1,2,2,1,2,2,1,1,2,3,4,2,3,3,3,2,4,3,1,3,1,2,3,1,3,1,2,1,3,1,3,2,2
たこ焼き,3,1,1,1,1,2,3,2,2,1,1,1,1,1,1,3,3,3,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,3
どうしたって,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,4,1,1,1,2,1,1,1,1,1,1
ローン,3,3,3,1,3,5,3,3,3,1,1,2,1,1,3,2,2,2,1,3,3,1,3,3,2,3,2,2,2,3,1,2,2,3,3,3
嘘つき,3,1,1,1,1,1,3,2,3,1,1,2,1,1,3,2,2,3,2,4,4,3,1,3,3,3,1,1,1,2,1,2,1,1,2,2
異国,3,1,2,3,2,2,3,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,1,3,3,2,1,1
競技,3,3,5,2,3,4,2,3,4,1,4,3,3,3,3,3,3,4,3,3,3,2,2,2,3,1,4,4,3,3,1,3,3,5,4,4
見習う,3,2,1,1,2,2,3,3,3,3,3,2,2,3,2,2,2,3,3,1,1,2,1,3,3,1,1,1,3,3,1,2,3,1,2,2
頑固,3,2,1,4,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,2,3,3,1,3,3,2,2,2
あばよ,3,1,1,1,1,1,2,3,3,1,3,1,3,2,1,3,3,2,2,2,2,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1
ダル,3,1,3,1,1,1,2,3,3,3,1,2,1,1,2,2,2,2,2,1,2,1,3,3,2,1,2,1,3,3,1,2,2,2,2,2
とどまる,3,1,2,1,1,1,1,3,3,1,1,3,1,1,4,3,3,3,2,1,1,2,1,1,3,4,3,4,1,3,3,3,1,3,3,3
ルーム,3,4,3,1,3,4,3,3,4,1,1,4,1,1,4,3,3,3,2,4,4,1,3,3,3,3,2,1,3,3,4,4,3,3,3,4
加野,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
啓,3,1,2,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,1,3,1,1
大家さん,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
懲りる,3,2,1,1,2,2,3,3,3,4,3,2,3,3,2,3,3,3,3,1,1,3,1,3,3,3,2,2,3,3,4,2,3,1,2,1
真人,3,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1
記す,3,1,3,1,4,4,3,3,3,5,3,4,3,2,4,3,3,3,3,1,1,2,1,4,3,2,5,5,4,3,4,4,4,4,3,3
願える,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
お付き合い,3,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,1,1,1,2,1,1,1,1,3,1
クラ,3,2,3,1,1,1,1,3,2,1,1,2,1,3,2,2,2,1,2,1,1,1,1,1,1,4,3,2,2,3,1,2,1,3,3,2
乱す,3,1,1,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,2,3,3,3,3,1,3,4,2,2,2
亭主,3,2,1,4,2,2,3,3,3,1,3,4,2,1,4,2,2,1,1,3,3,1,1,4,2,1,3,3,2,3,1,3,2,1,1,1
人気者,3,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,1,1,1,3,1,1,1,1,2,2
仁志,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
向かい,3,3,3,1,2,2,1,3,3,1,3,3,2,2,1,2,2,2,3,3,3,2,1,1,2,2,2,2,3,3,1,3,3,2,3,2
導,3,1,2,4,1,1,1,2,2,3,1,2,1,1,2,1,1,2,2,4,4,2,1,2,2,2,2,2,1,2,1,2,1,3,3,2
酔っ払う,3,4,1,1,2,2,3,3,3,4,3,3,2,3,1,2,2,3,2,1,1,3,1,3,2,2,1,1,3,3,1,2,3,1,1,2
鈴鹿,3,1,3,2,1,2,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,3,1,1
イブ,3,2,2,1,2,2,1,3,3,1,1,2,2,1,2,2,2,4,3,3,3,1,2,1,2,4,2,1,4,3,1,3,3,2,1,2
おろす,3,4,1,1,4,3,3,2,2,5,4,4,3,3,4,2,2,2,3,1,1,5,1,4,3,4,4,4,4,2,3,4,5,2,2,3
ご褒美,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,3,3,1,1,1,3,1,1,1,1,2,1
チョウ,3,2,3,1,3,1,1,3,3,1,1,2,1,3,1,3,3,2,1,4,4,1,2,1,2,3,3,3,1,3,3,2,1,2,1,1
低下,3,1,4,3,4,4,3,3,3,1,3,2,3,2,3,3,3,2,3,3,3,3,1,2,3,1,3,4,3,3,4,3,3,4,3,4
力ずく,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1
抜かす,3,3,1,1,2,2,1,3,3,4,3,2,3,3,3,3,3,3,3,1,1,3,1,1,3,4,2,2,3,3,3,3,3,1,3,2
捉える,3,1,2,1,1,3,3,3,3,2,1,3,1,1,4,3,3,3,4,1,1,3,1,3,3,4,2,3,1,3,3,4,1,3,4,4
援軍,3,2,3,2,1,1,3,3,3,1,3,2,3,1,3,3,3,1,2,3,3,1,1,2,3,1,1,1,4,3,1,3,2,2,2,2
早くも,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,1,1,1,1,2,1,1,1,1,2,1
未練,3,2,1,4,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,1,2,2,3,3,1,3,3,1,4,3
番長,3,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,1,2
真っ暗,3,3,1,1,2,3,2,3,3,4,3,3,3,4,4,3,3,4,3,3,3,4,1,3,3,2,1,1,3,3,3,3,4,1,3,3
総員,3,1,1,2,1,1,2,2,3,1,3,2,3,2,2,3,3,2,2,2,2,1,1,1,3,1,1,1,2,2,1,2,2,1,1,1
趙,3,1,3,2,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,3,1,3,1,2,1,3,1,2
遭遇,3,1,3,3,2,3,3,3,3,1,3,3,3,3,3,3,4,3,3,3,3,2,1,3,3,1,2,2,4,3,4,3,4,3,2,3
